po_number,material_id,vendor,po_creation_date,expected_delivery_date,goods_receipt_date,ordered_qty,received_qty,po_status
GR-PO-000841,154,Orange River Engineering Supplies (Pty) Ltd,2025-08-10,2025-12-26,2025-12-12,20,20,DELIVERED
GR-PO-000842,154,Upington Valve & Fittings (Pty) Ltd,2025-06-25,2025-11-10,2025-10-22,4,4,DELIVERED
GR-PO-000843,155,Upington Valve & Fittings (Pty) Ltd,2024-09-26,2025-02-18,2025-03-09,10,10,DELIVERED
GR-PO-000844,155,Lowveld Valve & Fittings (Pty) Ltd,2026-02-12,2026-07-07,2026-07-24,20,20,DELIVERED
GR-PO-000845,155,Namaqua Seals & Sealing Systems (Pty) Ltd,2026-06-14,2026-11-06,2026-10-02,18,18,DELIVERED
GR-PO-000846,155,Orange River Industrial Supplies (Pty) Ltd,2025-07-06,2025-11-28,2025-12-31,4,4,DELIVERED
GR-PO-000847,155,Highveld Industrial Supplies (Pty) Ltd,2025-05-16,2025-10-08,2025-10-25,10,10,DELIVERED
GR-PO-000848,155,Waterberg Bearing & Drive Co (Pty) Ltd,2024-12-18,2025-05-12,2025-04-27,16,16,DELIVERED
GR-PO-000849,156,Namaqua Seals & Sealing Systems (Pty) Ltd,2026-05-27,2026-10-16,2026-11-09,5,5,DELIVERED
GR-PO-000850,156,Vaal Valve & Fittings (Pty) Ltd,2026-07-03,2026-11-22,2026-11-25,1,1,DELIVERED
GR-PO-000851,156,Lowveld Mining Equipment Traders (Pty) Ltd,2026-02-12,2026-07-04,2026-06-05,15,15,DELIVERED
GR-PO-000852,156,Bushveld Electromechanical Ltd (Pty) Ltd,2026-05-04,2026-09-23,2026-11-05,10,10,DELIVERED
GR-PO-000853,156,Kuruman Pump Solutions (Pty) Ltd,2025-09-28,2026-02-17,2026-01-26,16,16,DELIVERED
GR-PO-000854,156,Orange River Bearing & Drive Co (Pty) Ltd,2025-10-22,2026-03-13,2026-03-23,2,2,DELIVERED
GR-PO-000855,156,Orange River Industrial Distributors (Pty) Ltd,2026-03-09,2026-07-29,2026-07-07,20,20,DELIVERED
GR-PO-000856,157,Lowveld Valve & Fittings (Pty) Ltd,2026-01-15,2026-05-13,2026-05-20,11,11,DELIVERED
GR-PO-000857,157,Springbok Industrial Supplies (Pty) Ltd,2025-11-01,2026-02-27,2026-03-06,7,7,DELIVERED
GR-PO-000858,157,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-03-27,2025-07-23,2025-07-17,3,3,DELIVERED
GR-PO-000859,157,Orange River Bearing & Drive Co (Pty) Ltd,2026-03-31,2026-07-27,2026-08-04,16,16,DELIVERED
GR-PO-000860,157,Orange River Industrial Supplies (Pty) Ltd,2025-09-14,2026-01-10,2026-01-07,13,13,DELIVERED
GR-PO-000861,157,Escarpment Valve & Fittings (Pty) Ltd,2024-09-24,2025-01-20,2024-12-25,1,1,DELIVERED
GR-PO-000862,157,Highveld Industrial Supplies (Pty) Ltd,2025-01-25,2025-05-23,2025-06-11,15,15,DELIVERED
GR-PO-000863,157,Lowveld Mining Equipment Traders (Pty) Ltd,2025-08-10,2025-12-06,2025-11-15,4,4,DELIVERED
GR-PO-000864,158,Highveld Industrial Supplies (Pty) Ltd,2025-07-11,2025-09-18,2025-09-01,17,17,DELIVERED
GR-PO-000865,158,Vaal Valve & Fittings (Pty) Ltd,2026-06-20,2026-08-28,2026-09-07,4,4,DELIVERED
GR-PO-000866,158,Springbok Bearing & Drive Co (Pty) Ltd,2024-09-01,2024-11-09,2024-10-28,2,2,DELIVERED
GR-PO-000867,158,Karoo Industrial Distributors (Pty) Ltd,2025-06-18,2025-08-26,2025-08-21,10,10,DELIVERED
GR-PO-000868,158,Kimberley Pump Solutions (Pty) Ltd,2026-02-08,2026-04-18,2026-04-26,16,16,DELIVERED
GR-PO-000869,158,Karoo Industrial Distributors (Pty) Ltd,2024-09-27,2024-12-05,2024-12-06,6,6,DELIVERED
GR-PO-000870,158,Springbok Valve & Fittings (Pty) Ltd,2026-04-08,2026-06-16,2026-06-22,16,16,DELIVERED
GR-PO-000871,159,Northern Cape Industrial Distributors (Pty) Ltd,2026-01-01,2026-03-11,2026-03-10,12,12,DELIVERED
GR-PO-000872,159,Drakensberg Spares & Components (Pty) Ltd,2024-10-23,2024-12-31,2025-01-12,17,17,DELIVERED
GR-PO-000873,159,Kuruman Spares & Components (Pty) Ltd,2026-02-22,2026-05-02,2026-05-10,20,20,DELIVERED
GR-PO-000874,159,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-05-18,2025-07-26,2025-08-02,11,11,DELIVERED
GR-PO-000875,159,Orange River Industrial Distributors (Pty) Ltd,2025-09-24,2025-12-02,2025-12-03,9,9,DELIVERED
GR-PO-000876,160,Bushveld Pump Solutions (Pty) Ltd,2026-02-25,2026-04-25,2026-04-27,10,10,DELIVERED
GR-PO-000877,160,Kuruman Pump Solutions (Pty) Ltd,2025-07-10,2025-09-07,2025-09-18,13,13,DELIVERED
GR-PO-000878,160,Lowveld Electromechanical Ltd (Pty) Ltd,2025-01-10,2025-03-10,2025-03-04,7,7,DELIVERED
GR-PO-000879,160,Bushveld Engineering Supplies (Pty) Ltd,2024-09-20,2024-11-18,2024-11-19,7,7,DELIVERED
GR-PO-000880,160,Bushveld Electromechanical Ltd (Pty) Ltd,2026-05-16,2026-07-14,2026-07-07,19,19,DELIVERED
GR-PO-000881,161,Escarpment Electromechanical Ltd (Pty) Ltd,2026-07-08,2026-11-06,2026-11-16,2,2,DELIVERED
GR-PO-000882,161,Upington Valve & Fittings (Pty) Ltd,2024-10-20,2025-02-18,2025-03-20,19,19,DELIVERED
GR-PO-000883,161,Springbok Industrial Supplies (Pty) Ltd,2025-08-23,2025-12-22,2026-01-08,12,12,DELIVERED
GR-PO-000884,161,Bushveld Pump Solutions (Pty) Ltd,2026-05-05,2026-09-03,2026-08-14,16,16,DELIVERED
GR-PO-000885,161,Kuruman Spares & Components (Pty) Ltd,2025-04-03,2025-08-02,2025-07-22,8,8,DELIVERED
GR-PO-000886,161,Lowveld Mining Equipment Traders (Pty) Ltd,2024-12-21,2025-04-21,2025-04-28,5,5,DELIVERED
GR-PO-000887,161,Springbok Industrial Supplies (Pty) Ltd,2025-05-30,2025-09-28,2025-10-18,4,4,DELIVERED
GR-PO-000888,161,Springbok Seals & Sealing Systems (Pty) Ltd,2024-10-29,2025-02-27,2025-02-24,4,4,DELIVERED
GR-PO-000889,162,Kuruman Spares & Components (Pty) Ltd,2024-09-17,2024-12-30,2025-01-13,16,16,DELIVERED
GR-PO-000890,162,Kuruman Industrial Supplies (Pty) Ltd,2025-11-27,2026-03-11,2026-03-01,11,11,DELIVERED
GR-PO-000891,162,Karoo Industrial Distributors (Pty) Ltd,2025-12-11,2026-03-25,2026-04-09,6,6,DELIVERED
GR-PO-000892,162,Northern Cape Engineering Supplies (Pty) Ltd,2026-03-17,2026-06-29,2026-06-26,1,1,DELIVERED
GR-PO-000893,162,Springbok Industrial Supplies (Pty) Ltd,2026-01-25,2026-05-09,2026-05-09,16,16,DELIVERED
GR-PO-000894,162,Drakensberg Spares & Components (Pty) Ltd,2026-03-21,2026-07-03,2026-06-17,13,13,DELIVERED
GR-PO-000895,164,Lowveld Electromechanical Ltd (Pty) Ltd,2026-04-22,2026-08-22,2026-08-13,7,7,DELIVERED
GR-PO-000896,164,Escarpment Electromechanical Ltd (Pty) Ltd,2025-10-04,2026-02-03,2026-02-03,15,15,DELIVERED
GR-PO-000897,164,Orange River Electromechanical Ltd (Pty) Ltd,2026-07-20,2026-11-19,2026-12-20,2,2,DELIVERED
GR-PO-000898,164,Escarpment Valve & Fittings (Pty) Ltd,2026-01-20,2026-05-22,2026-05-23,20,20,DELIVERED
GR-PO-000899,164,Bushveld Spares & Components (Pty) Ltd,2026-03-02,2026-07-02,2026-07-15,8,8,DELIVERED
GR-PO-000900,164,Orange River Industrial Distributors (Pty) Ltd,2025-08-04,2025-12-04,2025-12-03,12,12,DELIVERED
GR-PO-000901,164,Kimberley Pump Solutions (Pty) Ltd,2024-11-03,2025-03-05,2025-02-16,19,19,DELIVERED
GR-PO-000902,165,Orange River Industrial Distributors (Pty) Ltd,2025-07-09,2025-10-07,2025-09-17,12,12,DELIVERED
GR-PO-000903,165,Lowveld Electromechanical Ltd (Pty) Ltd,2025-02-16,2025-05-17,2025-05-16,1,1,DELIVERED
GR-PO-000904,165,Kalahari Bearing & Drive Co (Pty) Ltd,2026-06-12,2026-09-10,2026-09-01,8,8,DELIVERED
GR-PO-000905,165,Highveld Industrial Supplies (Pty) Ltd,2025-05-20,2025-08-18,2025-08-16,17,17,DELIVERED
GR-PO-000906,165,Springbok Valve & Fittings (Pty) Ltd,2025-03-09,2025-06-07,2025-06-12,5,5,DELIVERED
GR-PO-000907,165,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-08-23,2025-11-21,2025-12-07,6,6,DELIVERED
GR-PO-000908,166,Vaal Valve & Fittings (Pty) Ltd,2026-06-14,2026-10-26,2026-10-04,8,8,DELIVERED
GR-PO-000909,166,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-08-19,2025-12-31,2026-01-18,14,14,DELIVERED
GR-PO-000910,166,Karoo Industrial Distributors (Pty) Ltd,2024-12-11,2025-04-24,2025-05-07,4,4,DELIVERED
GR-PO-000911,166,Kuruman Industrial Supplies (Pty) Ltd,2026-01-14,2026-05-28,2026-06-04,11,11,DELIVERED
GR-PO-000912,166,Upington Valve & Fittings (Pty) Ltd,2025-07-21,2025-12-02,2025-10-17,11,11,DELIVERED
GR-PO-000913,166,Northern Cape Industrial Distributors (Pty) Ltd,2024-09-25,2025-02-06,2024-12-28,9,9,DELIVERED
GR-PO-000914,168,Orange River Industrial Distributors (Pty) Ltd,2025-05-01,2025-07-18,2025-07-18,15,15,DELIVERED
GR-PO-000915,168,Springbok Bearing & Drive Co (Pty) Ltd,2025-06-30,2025-09-16,2025-09-29,9,9,DELIVERED
GR-PO-000916,168,Postmasburg Valve & Fittings (Pty) Ltd,2024-09-27,2024-12-14,2024-12-07,9,9,DELIVERED
GR-PO-000917,168,Bushveld Electromechanical Ltd (Pty) Ltd,2025-02-03,2025-04-22,2025-04-04,19,19,DELIVERED
GR-PO-000918,168,Highveld Industrial Supplies (Pty) Ltd,2024-12-01,2025-02-17,2025-02-02,14,14,DELIVERED
GR-PO-000919,170,Springbok Industrial Supplies (Pty) Ltd,2026-03-24,2026-07-14,2026-07-01,10,10,DELIVERED
GR-PO-000920,170,Northern Cape Engineering Supplies (Pty) Ltd,2026-07-10,2026-10-30,2026-11-16,15,15,DELIVERED
GR-PO-000921,170,Bushveld Engineering Supplies (Pty) Ltd,2025-05-14,2025-09-03,2025-09-13,14,14,DELIVERED
GR-PO-000922,170,Kuruman Industrial Supplies (Pty) Ltd,2024-09-19,2025-01-09,2025-01-16,19,19,DELIVERED
GR-PO-000923,171,Drakensberg Spares & Components (Pty) Ltd,2025-03-14,2025-08-06,2025-07-31,1,1,DELIVERED
GR-PO-000924,171,Upington Mining Equipment Traders (Pty) Ltd,2026-07-08,2026-11-30,2026-11-22,2,2,DELIVERED
GR-PO-000925,171,Lowveld Mining Equipment Traders (Pty) Ltd,2026-04-21,2026-09-13,2026-09-13,10,10,DELIVERED
GR-PO-000926,171,Karoo Industrial Distributors (Pty) Ltd,2026-05-28,2026-10-20,2026-10-18,6,6,DELIVERED
GR-PO-000927,172,Vaal Valve & Fittings (Pty) Ltd,2025-08-22,2025-11-05,2025-11-01,4,4,DELIVERED
GR-PO-000928,172,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-12-22,2026-03-07,2026-03-02,12,12,DELIVERED
GR-PO-000929,172,Orange River Bearing & Drive Co (Pty) Ltd,2025-09-01,2025-11-15,2025-11-02,14,14,DELIVERED
GR-PO-000930,172,Copperton Engineering Supplies (Pty) Ltd,2026-02-21,2026-05-07,2026-05-03,1,1,DELIVERED
GR-PO-000931,172,Springbok Valve & Fittings (Pty) Ltd,2025-06-06,2025-08-20,2025-08-29,19,19,DELIVERED
GR-PO-000932,173,Orange River Industrial Distributors (Pty) Ltd,2025-02-18,2025-05-26,2025-05-26,20,20,DELIVERED
GR-PO-000933,173,Aggeneys Pump Solutions (Pty) Ltd,2025-11-03,2026-02-08,2026-02-11,12,12,DELIVERED
GR-PO-000934,173,Northern Cape Engineering Supplies (Pty) Ltd,2024-08-26,2024-12-01,2024-11-28,7,7,DELIVERED
GR-PO-000935,173,Orange River Engineering Supplies (Pty) Ltd,2026-03-02,2026-06-07,2026-05-05,12,12,DELIVERED
GR-PO-000936,174,Postmasburg Valve & Fittings (Pty) Ltd,2024-10-07,2024-12-26,2024-12-06,3,3,DELIVERED
GR-PO-000937,174,Karoo Industrial Distributors (Pty) Ltd,2026-06-02,2026-08-21,2026-07-28,8,8,DELIVERED
GR-PO-000938,174,Northern Cape Industrial Distributors (Pty) Ltd,2025-04-14,2025-07-03,2025-07-06,20,20,DELIVERED
GR-PO-000939,174,Escarpment Electromechanical Ltd (Pty) Ltd,2025-06-02,2025-08-21,2025-08-17,9,9,DELIVERED
GR-PO-000940,174,Escarpment Electromechanical Ltd (Pty) Ltd,2026-01-19,2026-04-09,2026-04-11,8,8,DELIVERED
GR-PO-000941,175,Orange River Industrial Distributors (Pty) Ltd,2026-06-01,2026-09-30,2026-09-07,14,14,DELIVERED
GR-PO-000942,175,Orange River Industrial Supplies (Pty) Ltd,2024-11-25,2025-03-26,2025-04-28,10,10,DELIVERED
GR-PO-000943,175,Highveld Mining Equipment Traders (Pty) Ltd,2025-07-04,2025-11-02,2025-11-17,11,11,DELIVERED
GR-PO-000944,175,Escarpment Mining Equipment Traders (Pty) Ltd,2025-03-02,2025-07-01,2025-07-06,4,4,DELIVERED
GR-PO-000945,175,Escarpment Mining Equipment Traders (Pty) Ltd,2025-11-12,2026-03-13,2026-03-19,7,7,DELIVERED
GR-PO-000946,175,Springbok Industrial Supplies (Pty) Ltd,2025-06-09,2025-10-08,2025-10-20,4,4,DELIVERED
GR-PO-000947,175,Vaal Valve & Fittings (Pty) Ltd,2025-09-24,2026-01-23,2026-02-12,17,17,DELIVERED
GR-PO-000948,176,Springbok Industrial Supplies (Pty) Ltd,2025-03-04,2025-06-17,2025-05-17,6,6,DELIVERED
GR-PO-000949,176,Upington Mining Equipment Traders (Pty) Ltd,2025-03-04,2025-06-17,2025-06-14,3,3,DELIVERED
GR-PO-000950,176,Vaal Mining Equipment Traders (Pty) Ltd,2024-09-28,2025-01-11,2024-12-23,10,10,DELIVERED
GR-PO-000951,176,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-04-12,2025-07-26,2025-07-21,2,2,DELIVERED
GR-PO-000952,176,Vaal Valve & Fittings (Pty) Ltd,2025-11-18,2026-03-03,2026-02-22,9,9,DELIVERED
GR-PO-000953,176,Drakensberg Spares & Components (Pty) Ltd,2025-09-23,2026-01-06,2026-01-02,5,5,DELIVERED
GR-PO-000954,176,Lowveld Electromechanical Ltd (Pty) Ltd,2026-01-09,2026-04-24,2026-06-02,8,8,DELIVERED
GR-PO-000955,176,Waterberg Bearing & Drive Co (Pty) Ltd,2026-05-16,2026-08-29,2026-09-03,17,17,DELIVERED
GR-PO-000956,177,Escarpment Mining Equipment Traders (Pty) Ltd,2025-06-07,2025-07-26,2025-08-08,12,12,DELIVERED
GR-PO-000957,177,Kimberley Pump Solutions (Pty) Ltd,2025-06-23,2025-08-11,2025-08-09,8,8,DELIVERED
GR-PO-000958,177,Upington Valve & Fittings (Pty) Ltd,2025-07-26,2025-09-13,2025-09-28,1,1,DELIVERED
GR-PO-000959,177,Highveld Mining Equipment Traders (Pty) Ltd,2026-04-22,2026-06-10,2026-06-23,11,11,DELIVERED
GR-PO-000960,177,Kuruman Pump Solutions (Pty) Ltd,2025-07-11,2025-08-29,2025-08-24,20,20,DELIVERED
GR-PO-000961,177,Bushveld Engineering Supplies (Pty) Ltd,2026-05-21,2026-07-09,2026-07-20,5,5,DELIVERED
GR-PO-000962,178,Springbok Bearing & Drive Co (Pty) Ltd,2024-08-28,2024-10-18,2024-10-15,19,19,DELIVERED
GR-PO-000963,178,Orange River Industrial Supplies (Pty) Ltd,2025-04-13,2025-06-03,2025-06-02,6,6,DELIVERED
GR-PO-000964,178,Lowveld Electromechanical Ltd (Pty) Ltd,2025-07-20,2025-09-09,2025-08-30,19,19,DELIVERED
GR-PO-000965,178,Springbok Valve & Fittings (Pty) Ltd,2025-12-18,2026-02-07,2026-02-05,16,16,DELIVERED
GR-PO-000966,179,Postmasburg Valve & Fittings (Pty) Ltd,2026-05-11,2026-09-07,2026-09-15,12,12,DELIVERED
GR-PO-000967,179,Namaqua Seals & Sealing Systems (Pty) Ltd,2026-06-27,2026-10-24,2026-11-22,3,3,DELIVERED
GR-PO-000968,179,Northern Cape Engineering Supplies (Pty) Ltd,2025-10-26,2026-02-22,2026-02-25,10,10,DELIVERED
GR-PO-000969,179,Postmasburg Valve & Fittings (Pty) Ltd,2026-05-18,2026-09-14,2026-09-24,9,9,DELIVERED
GR-PO-000970,179,Vaal Valve & Fittings (Pty) Ltd,2025-08-03,2025-11-30,2025-11-05,6,6,DELIVERED
GR-PO-000971,179,Kimberley Pump Solutions (Pty) Ltd,2026-07-10,2026-11-06,2026-10-28,16,16,DELIVERED
GR-PO-000972,179,Lowveld Mining Equipment Traders (Pty) Ltd,2026-02-15,2026-06-14,2026-05-22,1,1,DELIVERED
GR-PO-000973,180,Vaal Valve & Fittings (Pty) Ltd,2025-11-03,2026-02-22,2026-03-19,4,4,DELIVERED
GR-PO-000974,180,Kuruman Pump Solutions (Pty) Ltd,2024-11-08,2025-02-27,2025-02-20,9,9,DELIVERED
GR-PO-000975,180,Kimberley Pump Solutions (Pty) Ltd,2026-05-12,2026-08-31,2026-08-25,15,15,DELIVERED
GR-PO-000976,180,Namaqua Seals & Sealing Systems (Pty) Ltd,2026-03-04,2026-06-23,2026-06-17,13,13,DELIVERED
GR-PO-000977,180,Upington Mining Equipment Traders (Pty) Ltd,2025-12-30,2026-04-20,2026-04-16,7,7,DELIVERED
GR-PO-000978,180,Orange River Engineering Supplies (Pty) Ltd,2025-09-18,2026-01-07,2026-01-26,1,1,DELIVERED
GR-PO-000979,180,Orange River Industrial Supplies (Pty) Ltd,2024-09-29,2025-01-18,2025-02-22,2,2,DELIVERED
GR-PO-000980,180,Copperton Engineering Supplies (Pty) Ltd,2025-09-25,2026-01-14,2026-01-20,7,7,DELIVERED
GR-PO-000981,181,Orange River Engineering Supplies (Pty) Ltd,2026-02-20,2026-05-15,2026-05-04,10,10,DELIVERED
GR-PO-000982,181,Upington Valve & Fittings (Pty) Ltd,2026-06-08,2026-08-31,2026-09-17,4,4,DELIVERED
GR-PO-000983,181,Orange River Engineering Supplies (Pty) Ltd,2025-07-18,2025-10-10,2025-10-13,15,15,DELIVERED
GR-PO-000984,181,Postmasburg Valve & Fittings (Pty) Ltd,2025-03-08,2025-05-31,2025-06-05,16,16,DELIVERED
GR-PO-000985,181,Orange River Engineering Supplies (Pty) Ltd,2025-05-24,2025-08-16,2025-09-02,18,18,DELIVERED
GR-PO-000986,181,Springbok Valve & Fittings (Pty) Ltd,2026-05-06,2026-07-29,2026-07-31,14,14,DELIVERED
GR-PO-000987,182,Lowveld Valve & Fittings (Pty) Ltd,2025-07-09,2025-11-19,2025-11-30,13,13,DELIVERED
GR-PO-000988,182,Highveld Mining Equipment Traders (Pty) Ltd,2025-09-30,2026-02-10,2026-01-22,18,18,DELIVERED
GR-PO-000989,182,Kalahari Bearing & Drive Co (Pty) Ltd,2025-05-14,2025-09-24,2025-10-29,5,5,DELIVERED
GR-PO-000990,182,Springbok Industrial Supplies (Pty) Ltd,2024-12-12,2025-04-24,2025-04-05,3,3,DELIVERED
GR-PO-000991,182,Springbok Seals & Sealing Systems (Pty) Ltd,2025-05-10,2025-09-20,2025-08-12,16,16,DELIVERED
GR-PO-000992,182,Kuruman Spares & Components (Pty) Ltd,2026-07-10,2026-11-20,2026-12-08,16,16,DELIVERED
GR-PO-000993,183,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-05-05,2025-09-20,2025-08-28,20,20,DELIVERED
GR-PO-000994,183,Kalahari Bearing & Drive Co (Pty) Ltd,2026-01-08,2026-05-26,2026-05-09,7,7,DELIVERED
GR-PO-000995,183,Escarpment Valve & Fittings (Pty) Ltd,2026-07-01,2026-11-16,2026-10-08,10,10,DELIVERED
GR-PO-000996,183,Highveld Mining Equipment Traders (Pty) Ltd,2025-05-16,2025-10-01,2025-09-13,12,12,DELIVERED
GR-PO-000997,183,Lowveld Electromechanical Ltd (Pty) Ltd,2024-11-16,2025-04-03,2025-03-30,5,5,DELIVERED
GR-PO-000998,184,Lowveld Valve & Fittings (Pty) Ltd,2025-02-25,2025-05-02,2025-05-06,4,4,DELIVERED
GR-PO-000999,184,Springbok Bearing & Drive Co (Pty) Ltd,2026-06-15,2026-08-20,2026-08-29,16,16,DELIVERED
GR-PO-001000,184,Karoo Industrial Distributors (Pty) Ltd,2026-05-07,2026-07-12,2026-07-16,10,10,DELIVERED
GR-PO-001001,184,Drakensberg Spares & Components (Pty) Ltd,2025-02-01,2025-04-08,2025-04-06,11,11,DELIVERED
GR-PO-001002,184,Bushveld Electromechanical Ltd (Pty) Ltd,2026-05-05,2026-07-10,2026-07-18,12,12,DELIVERED
GR-PO-001003,184,Bushveld Engineering Supplies (Pty) Ltd,2025-03-24,2025-05-29,2025-05-15,11,11,DELIVERED
GR-PO-001004,185,Highveld Industrial Supplies (Pty) Ltd,2025-03-23,2025-06-03,2025-05-30,5,5,DELIVERED
GR-PO-001005,185,Orange River Electromechanical Ltd (Pty) Ltd,2024-11-10,2025-01-21,2025-01-21,5,5,DELIVERED
GR-PO-001006,185,Springbok Valve & Fittings (Pty) Ltd,2025-12-21,2026-03-03,2026-02-24,12,12,DELIVERED
GR-PO-001007,185,Postmasburg Valve & Fittings (Pty) Ltd,2026-01-04,2026-03-17,2026-03-12,5,5,DELIVERED
GR-PO-001008,185,Orange River Industrial Supplies (Pty) Ltd,2026-05-08,2026-07-19,2026-07-16,4,4,DELIVERED
GR-PO-001009,185,Drakensberg Spares & Components (Pty) Ltd,2024-09-24,2024-12-05,2024-12-08,20,20,DELIVERED
GR-PO-001010,185,Bushveld Pump Solutions (Pty) Ltd,2024-09-10,2024-11-21,2024-11-26,9,9,DELIVERED
GR-PO-001011,186,Kuruman Industrial Supplies (Pty) Ltd,2026-03-13,2026-07-09,2026-06-23,11,11,DELIVERED
GR-PO-001012,186,Lowveld Electromechanical Ltd (Pty) Ltd,2025-01-12,2025-05-10,2025-04-30,14,14,DELIVERED
GR-PO-001013,186,Aggeneys Pump Solutions (Pty) Ltd,2025-12-12,2026-04-09,2026-03-31,11,11,DELIVERED
GR-PO-001014,186,Springbok Valve & Fittings (Pty) Ltd,2026-06-12,2026-10-08,2026-10-06,4,4,DELIVERED
GR-PO-001015,186,Northern Cape Industrial Distributors (Pty) Ltd,2024-10-20,2025-02-15,2025-02-26,20,20,DELIVERED
GR-PO-001016,187,Upington Valve & Fittings (Pty) Ltd,2026-04-22,2026-07-21,2026-07-18,3,3,DELIVERED
GR-PO-001017,187,Springbok Bearing & Drive Co (Pty) Ltd,2026-06-13,2026-09-11,2026-08-26,17,17,DELIVERED
GR-PO-001018,187,Waterberg Bearing & Drive Co (Pty) Ltd,2025-12-07,2026-03-07,2026-03-05,20,20,DELIVERED
GR-PO-001019,187,Escarpment Seals & Sealing Systems (Pty) Ltd,2024-11-29,2025-02-27,2025-04-08,15,15,DELIVERED
GR-PO-001020,187,Orange River Industrial Supplies (Pty) Ltd,2026-01-16,2026-04-16,2026-04-20,7,7,DELIVERED
GR-PO-001021,187,Escarpment Electromechanical Ltd (Pty) Ltd,2025-08-15,2025-11-13,2025-12-03,13,13,DELIVERED
GR-PO-001022,187,Kuruman Pump Solutions (Pty) Ltd,2025-04-19,2025-07-18,2025-07-09,14,14,DELIVERED
GR-PO-001023,188,Kuruman Industrial Supplies (Pty) Ltd,2026-01-09,2026-06-02,2026-05-24,6,6,DELIVERED
GR-PO-001024,188,Kuruman Spares & Components (Pty) Ltd,2024-09-28,2025-02-19,2025-02-11,13,13,DELIVERED
GR-PO-001025,188,Escarpment Mining Equipment Traders (Pty) Ltd,2024-09-04,2025-01-26,2025-01-05,18,18,DELIVERED
GR-PO-001026,188,Upington Mining Equipment Traders (Pty) Ltd,2026-05-18,2026-10-09,2026-10-14,9,9,DELIVERED
GR-PO-001027,188,Orange River Engineering Supplies (Pty) Ltd,2025-11-04,2026-03-28,2026-04-07,16,16,DELIVERED
GR-PO-001028,189,Bushveld Electromechanical Ltd (Pty) Ltd,2025-06-06,2025-10-29,2025-11-28,9,9,DELIVERED
GR-PO-001029,189,Highveld Mining Equipment Traders (Pty) Ltd,2025-09-15,2026-02-07,2026-02-04,19,19,DELIVERED
GR-PO-001030,189,Orange River Bearing & Drive Co (Pty) Ltd,2025-12-26,2026-05-20,2026-06-05,10,10,DELIVERED
GR-PO-001031,189,Escarpment Electromechanical Ltd (Pty) Ltd,2026-03-17,2026-08-09,2026-09-01,18,18,DELIVERED
GR-PO-001032,191,Highveld Mining Equipment Traders (Pty) Ltd,2025-10-31,2026-02-05,2026-02-06,14,14,DELIVERED
GR-PO-001033,191,Waterberg Bearing & Drive Co (Pty) Ltd,2025-05-19,2025-08-24,2025-09-01,7,7,DELIVERED
GR-PO-001034,191,Kuruman Spares & Components (Pty) Ltd,2024-09-29,2025-01-04,2024-12-02,6,6,DELIVERED
GR-PO-001035,191,Springbok Seals & Sealing Systems (Pty) Ltd,2025-05-05,2025-08-10,2025-08-12,7,7,DELIVERED
GR-PO-001036,191,Orange River Industrial Distributors (Pty) Ltd,2025-06-27,2025-10-02,2025-10-14,13,13,DELIVERED
GR-PO-001037,191,Kuruman Pump Solutions (Pty) Ltd,2026-06-15,2026-09-20,2026-09-15,9,9,DELIVERED
GR-PO-001038,192,Northern Cape Engineering Supplies (Pty) Ltd,2025-05-04,2025-08-03,2025-08-06,7,7,DELIVERED
GR-PO-001039,192,Kuruman Pump Solutions (Pty) Ltd,2025-06-05,2025-09-04,2025-09-06,4,4,DELIVERED
GR-PO-001040,192,Upington Valve & Fittings (Pty) Ltd,2025-07-14,2025-10-13,2025-10-16,15,15,DELIVERED
GR-PO-001041,192,Postmasburg Valve & Fittings (Pty) Ltd,2026-07-09,2026-10-08,2026-10-09,5,5,DELIVERED
GR-PO-001042,192,Vaal Valve & Fittings (Pty) Ltd,2024-12-07,2025-03-08,2025-03-08,6,6,DELIVERED
GR-PO-001043,193,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-06-14,2025-11-03,2025-10-14,16,16,DELIVERED
GR-PO-001044,193,Springbok Valve & Fittings (Pty) Ltd,2026-01-14,2026-06-05,2026-07-12,12,12,DELIVERED
GR-PO-001045,193,Orange River Electromechanical Ltd (Pty) Ltd,2025-02-17,2025-07-09,2025-07-13,15,15,DELIVERED
GR-PO-001046,193,Springbok Bearing & Drive Co (Pty) Ltd,2026-02-21,2026-07-13,2026-08-06,12,12,DELIVERED
GR-PO-001047,193,Upington Mining Equipment Traders (Pty) Ltd,2025-03-04,2025-07-24,2025-07-18,5,5,DELIVERED
GR-PO-001048,193,Northern Cape Engineering Supplies (Pty) Ltd,2025-01-28,2025-06-19,2025-06-14,12,12,DELIVERED
GR-PO-001049,193,Kalahari Bearing & Drive Co (Pty) Ltd,2025-04-13,2025-09-02,2025-09-07,7,7,DELIVERED
GR-PO-001050,194,Orange River Bearing & Drive Co (Pty) Ltd,2026-01-13,2026-05-26,2026-05-25,17,17,DELIVERED
