Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000788,4000,50.000,897078.50,V,17941.57,0.00,1.000,3200
000000000010000789,3000,1.000,12292.97,V,12292.97,0.00,1.000,3200
000000000010000789,1000,1.000,12292.97,V,12292.97,0.00,1.000,3200
000000000010000790,2000,3.000,1488151.47,V,496050.49,0.00,1.000,3200
000000000030000181,1000,0.000,0.00,V,61956.61,0.00,1.000,3200
000000000010000791,4000,0.000,0.00,V,38929.00,0.00,1.000,3200
000000000010000792,2000,37.000,544224.12,V,14708.76,0.00,1.000,3200
000000000010000793,1000,0.000,0.00,V,60247.04,0.00,1.000,3200
000000000080000181,2000,8.000,2967388.24,V,370923.53,0.00,1.000,3200
000000000010000794,3000,0.000,0.00,V,54962.91,0.00,1.000,3200
000000000010000795,1000,4.000,534017.96,V,133504.49,0.00,1.000,3200
000000000010000796,3000,0.000,0.00,V,162398.77,0.00,1.000,3200
000000000080000182,3000,2.000,753681.58,V,376840.79,0.00,1.000,3200
000000000010000797,3000,151.000,3308734.65,V,21912.15,0.00,1.000,3200
000000000010000798,4000,36.000,87477.48,V,2429.93,0.00,1.000,3200
000000000010000798,2000,149.000,362059.57,V,2429.93,0.00,1.000,3200
000000000030000182,1000,4.000,448964.52,V,112241.13,0.00,1.000,3200
000000000030000182,3000,3.000,336723.39,V,112241.13,0.00,1.000,3200
000000000030000183,4000,5.000,877178.80,V,175435.76,0.00,1.000,3200
000000000030000183,1000,1.000,175435.76,V,175435.76,0.00,1.000,3200
000000000030000184,1000,4.000,478638.92,V,119659.73,0.00,1.000,3200
000000000010000799,1000,0.000,0.00,V,139511.09,0.00,1.000,3200
000000000010000800,1000,0.000,0.00,V,57022.61,0.00,1.000,3200
000000000080000183,1000,10.000,437869.80,V,43786.98,0.00,1.000,3200
000000000080000183,3000,6.000,262721.88,V,43786.98,0.00,1.000,3200
000000000030000185,4000,3.000,1102583.88,V,367527.96,0.00,1.000,3200
000000000030000185,1000,1.000,367527.96,V,367527.96,0.00,1.000,3200
000000000010000801,3000,8.000,5259980.40,V,657497.55,0.00,1.000,3200
000000000080000184,3000,15.000,6015060.45,V,401004.03,0.00,1.000,3200
000000000010000802,2000,0.000,0.00,V,134549.85,0.00,1.000,3200
000000000010000803,1000,11.000,1484634.91,V,134966.81,0.00,1.000,3200
000000000010000804,3000,5.000,594227.15,V,118845.43,0.00,1.000,3200
000000000010000805,1000,20.000,14617059.00,V,730852.95,0.00,1.000,3200
000000000010000806,2000,3.000,1236625.23,V,412208.41,0.00,1.000,3200
000000000010000807,2000,4.000,296895.00,V,74223.75,0.00,1.000,3200
000000000010000808,3000,0.000,0.00,V,24943.39,0.00,1.000,3200
000000000030000186,2000,7.000,785693.72,V,112241.96,0.00,1.000,3200
000000000010000809,3000,13.000,1987850.28,V,152911.56,0.00,1.000,3200
000000000030000187,1000,2.000,280542.42,V,140271.21,0.00,1.000,3200
000000000030000188,4000,0.000,0.00,V,8076.81,0.00,1.000,3200
000000000010000810,2000,0.000,0.00,V,80684.88,0.00,1.000,3200
000000000030000189,4000,3.000,446799.30,V,148933.10,0.00,1.000,3200
000000000010000811,4000,4.000,274025.44,V,68506.36,0.00,1.000,3200
000000000010000811,1000,1.000,68506.36,V,68506.36,0.00,1.000,3200
000000000010000812,1000,0.000,0.00,V,175601.17,0.00,1.000,3200
000000000010000813,3000,7.000,423425.03,V,60489.29,0.00,1.000,3200
000000000010000813,1000,5.000,302446.45,V,60489.29,0.00,1.000,3200
000000000010000814,2000,0.000,0.00,V,14628.25,0.00,1.000,3200
000000000010000815,3000,15.000,240176.40,V,16011.76,0.00,1.000,3200
000000000030000190,2000,1.000,34097.26,V,34097.26,0.00,1.000,3200
000000000030000190,4000,7.000,238680.82,V,34097.26,0.00,1.000,3200
000000000010000816,3000,5.000,245751.70,V,49150.34,0.00,1.000,3200
000000000010000817,2000,13.000,326031.03,V,25079.31,0.00,1.000,3200
000000000080000185,3000,7.000,2010232.42,V,287176.06,0.00,1.000,3200
000000000080000186,4000,9.000,2187359.01,V,243039.89,0.00,1.000,3200
000000000080000186,2000,5.000,1215199.45,V,243039.89,0.00,1.000,3200
000000000010000818,2000,64.000,479938.56,V,7499.04,0.00,1.000,3200
000000000010000818,4000,82.000,614921.28,V,7499.04,0.00,1.000,3200
000000000090000042,2000,37.000,4211863.55,V,113834.15,0.00,1.000,3200
000000000010000819,4000,5.000,133675.70,V,26735.14,0.00,1.000,3200
000000000010000820,3000,5.000,41677.10,V,8335.42,0.00,1.000,3200
000000000010000821,4000,0.000,0.00,V,9735.84,0.00,1.000,3200
000000000010000821,3000,0.000,0.00,V,9735.84,0.00,1.000,3200
000000000010000822,1000,0.000,0.00,V,95031.54,0.00,1.000,3200
000000000010000822,4000,0.000,0.00,V,95031.54,0.00,1.000,3200
000000000080000187,2000,8.000,2012749.12,V,251593.64,0.00,1.000,3200
000000000010000823,4000,0.000,0.00,V,45639.99,0.00,1.000,3200
000000000010000824,3000,2.000,198016.48,V,99008.24,0.00,1.000,3200
000000000030000191,1000,2.000,27655.60,V,13827.80,0.00,1.000,3200
000000000030000192,2000,3.000,1485214.65,V,495071.55,0.00,1.000,3200
000000000010000825,3000,0.000,0.00,V,48196.22,0.00,1.000,3200
000000000010000825,4000,0.000,0.00,V,48196.22,0.00,1.000,3200
000000000010000826,2000,0.000,0.00,V,136064.25,0.00,1.000,3200
000000000010000826,4000,0.000,0.00,V,136064.25,0.00,1.000,3200
000000000010000827,4000,0.000,0.00,V,58047.87,0.00,1.000,3200
000000000010000827,1000,0.000,0.00,V,58047.87,0.00,1.000,3200
000000000010000828,3000,16.000,1264828.00,V,79051.75,0.00,1.000,3200
000000000010000829,1000,3.000,474331.68,V,158110.56,0.00,1.000,3200
000000000010000829,4000,1.000,158110.56,V,158110.56,0.00,1.000,3200
000000000010000830,3000,3.000,265544.82,V,88514.94,0.00,1.000,3200
000000000010000831,1000,0.000,0.00,V,31134.53,0.00,1.000,3200
000000000010000832,2000,0.000,0.00,V,33238.14,0.00,1.000,3200
000000000080000188,2000,14.000,5257001.12,V,375500.08,0.00,1.000,3200
000000000010000833,4000,109.000,59016597.03,V,541436.67,0.00,1.000,3200
000000000030000193,1000,4.000,1649098.40,V,412274.60,0.00,1.000,3200
000000000030000193,2000,7.000,2885922.20,V,412274.60,0.00,1.000,3200
000000000010000834,3000,80.000,48937656.00,V,611720.70,0.00,1.000,3200
000000000080000189,3000,24.000,2379596.88,V,99149.87,0.00,1.000,3200
000000000030000194,4000,2.000,971737.64,V,485868.82,0.00,1.000,3200
000000000010000835,3000,3.000,351856.23,V,117285.41,0.00,1.000,3200
000000000030000195,3000,1.000,78209.19,V,78209.19,0.00,1.000,3200
000000000010000836,3000,0.000,0.00,V,23890.59,0.00,1.000,3200
000000000030000196,2000,0.000,0.00,V,32640.52,0.00,1.000,3200
000000000010000837,3000,19.000,494381.71,V,26020.09,0.00,1.000,3200
000000000010000838,1000,20.000,229382.80,V,11469.14,0.00,1.000,3200
000000000090000043,4000,36.000,2330949.60,V,64748.60,0.00,1.000,3200
000000000010000839,2000,0.000,0.00,V,177540.26,0.00,1.000,3200
000000000010000840,1000,1.000,117488.29,V,117488.29,0.00,1.000,3200
000000000010000841,3000,0.000,0.00,V,147303.30,0.00,1.000,3200
000000000080000190,4000,7.000,2259361.86,V,322765.98,0.00,1.000,3200
000000000010000842,1000,0.000,0.00,V,132845.48,0.00,1.000,3200
000000000010000842,3000,0.000,0.00,V,132845.48,0.00,1.000,3200
000000000010000843,4000,0.000,0.00,V,151591.11,0.00,1.000,3200
000000000030000197,2000,1.000,128173.08,V,128173.08,0.00,1.000,3200
000000000030000197,1000,2.000,256346.16,V,128173.08,0.00,1.000,3200
000000000080000191,1000,13.000,3391362.00,V,260874.00,0.00,1.000,3200
000000000030000198,3000,4.000,119904.28,V,29976.07,0.00,1.000,3200
000000000030000199,3000,0.000,0.00,V,149109.21,0.00,1.000,3200
000000000080000192,1000,1.000,24663.76,V,24663.76,0.00,1.000,3200
000000000010000844,1000,126.000,1532704.32,V,12164.32,0.00,1.000,3200
000000000030000200,1000,4.000,202169.56,V,50542.39,0.00,1.000,3200
000000000010000845,3000,0.000,0.00,V,175846.38,0.00,1.000,3200
000000000080000193,2000,9.000,1539715.95,V,171079.55,0.00,1.000,3200
000000000010000846,4000,21.000,377529.81,V,17977.61,0.00,1.000,3200
000000000030000201,4000,4.000,497228.68,V,124307.17,0.00,1.000,3200
000000000030000201,3000,1.000,124307.17,V,124307.17,0.00,1.000,3200
000000000010000847,4000,0.000,0.00,V,14423.25,0.00,1.000,3200
000000000010000848,3000,0.000,0.00,V,75269.05,0.00,1.000,3200
000000000010000849,2000,13.000,1536455.70,V,118188.90,0.00,1.000,3200
000000000030000202,3000,3.000,187912.17,V,62637.39,0.00,1.000,3200
000000000010000850,3000,14.000,922809.58,V,65914.97,0.00,1.000,3200
000000000010000851,1000,53.000,24948293.03,V,470722.51,0.00,1.000,3200
000000000010000852,2000,191.000,813182.50,V,4257.50,0.00,1.000,3200
000000000010000852,3000,126.000,536445.00,V,4257.50,0.00,1.000,3200
000000000030000203,2000,3.000,1746513.75,V,582171.25,0.00,1.000,3200
000000000030000204,1000,2.000,149907.04,V,74953.52,0.00,1.000,3200
000000000030000204,3000,0.000,0.00,V,74953.52,0.00,1.000,3200
000000000010000853,4000,16.000,1382825.28,V,86426.58,0.00,1.000,3200
000000000010000853,3000,4.000,345706.32,V,86426.58,0.00,1.000,3200
000000000010000854,3000,27.000,219728.70,V,8138.10,0.00,1.000,3200
000000000010000855,1000,96.000,992906.88,V,10342.78,0.00,1.000,3200
000000000010000855,3000,0.000,0.00,V,10342.78,0.00,1.000,3200
000000000010000856,3000,5.000,1910655.85,V,382131.17,0.00,1.000,3200
000000000010000857,3000,142.000,954014.22,V,6718.41,0.00,1.000,3200
000000000010000857,1000,61.000,409823.01,V,6718.41,0.00,1.000,3200
000000000080000194,4000,27.000,7598902.41,V,281440.83,0.00,1.000,3200
000000000010000858,4000,0.000,0.00,V,162443.03,0.00,1.000,3200
000000000010000858,1000,0.000,0.00,V,162443.03,0.00,1.000,3200
000000000010000859,2000,57.000,161813.31,V,2838.83,0.00,1.000,3200
000000000010000860,1000,0.000,0.00,V,50330.47,0.00,1.000,3200
000000000010000861,4000,18.000,166135.32,V,9229.74,0.00,1.000,3200
000000000030000205,3000,5.000,133670.10,V,26734.02,0.00,1.000,3200
000000000090000044,3000,28.000,2806746.32,V,100240.94,0.00,1.000,3200
000000000010000862,1000,1.000,62256.52,V,62256.52,0.00,1.000,3200
000000000010000863,3000,9.000,954082.98,V,106009.22,0.00,1.000,3200
000000000010000864,1000,35.000,483011.55,V,13800.33,0.00,1.000,3200
000000000010000864,2000,51.000,703816.83,V,13800.33,0.00,1.000,3200
000000000030000206,1000,0.000,0.00,V,162092.01,0.00,1.000,3200
000000000010000865,4000,154.000,1491423.78,V,9684.57,0.00,1.000,3200
000000000010000866,4000,190.000,39539613.70,V,208103.23,0.00,1.000,3200
000000000010000867,4000,30.000,3634416.90,V,121147.23,0.00,1.000,3200
000000000080000195,1000,8.000,1541773.36,V,192721.67,0.00,1.000,3200
000000000030000207,1000,5.000,96574.35,V,19314.87,0.00,1.000,3200
000000000030000207,3000,6.000,115889.22,V,19314.87,0.00,1.000,3200
000000000080000196,3000,7.000,2537740.24,V,362534.32,0.00,1.000,3200
000000000080000196,4000,5.000,1812671.60,V,362534.32,0.00,1.000,3200
000000000030000208,1000,0.000,0.00,V,100656.16,0.00,1.000,3200
000000000030000209,3000,1.000,21920.99,V,21920.99,0.00,1.000,3200
000000000080000197,4000,5.000,1056294.45,V,211258.89,0.00,1.000,3200
000000000080000197,3000,7.000,1478812.23,V,211258.89,0.00,1.000,3200
000000000080000198,2000,0.000,0.00,V,310456.77,0.00,1.000,3200
000000000030000210,1000,2.000,336663.52,V,168331.76,0.00,1.000,3200
000000000010000868,3000,5.000,391651.50,V,78330.30,0.00,1.000,3200
000000000010000869,4000,5.000,3978042.95,V,795608.59,0.00,1.000,3200
000000000010000870,1000,6.000,913041.96,V,152173.66,0.00,1.000,3200
000000000010000871,4000,14.000,83090.00,V,5935.00,0.00,1.000,3200
000000000030000211,4000,0.000,0.00,V,157277.51,0.00,1.000,3200
000000000010000872,3000,1.000,159005.37,V,159005.37,0.00,1.000,3200
000000000030000212,2000,3.000,260082.87,V,86694.29,0.00,1.000,3200
000000000010000873,1000,0.000,0.00,V,17432.28,0.00,1.000,3200
000000000080000199,4000,7.000,686524.23,V,98074.89,0.00,1.000,3200
000000000080000199,1000,0.000,0.00,V,98074.89,0.00,1.000,3200
000000000010000874,2000,0.000,0.00,V,166419.97,0.00,1.000,3200
000000000010000874,1000,0.000,0.00,V,166419.97,0.00,1.000,3200
000000000080000200,3000,7.000,2842215.60,V,406030.80,0.00,1.000,3200
000000000010000875,3000,6.000,3725135.82,V,620855.97,0.00,1.000,3200
000000000010000876,4000,15.000,6512923.65,V,434194.91,0.00,1.000,3200
000000000010000876,2000,5.000,2170974.55,V,434194.91,0.00,1.000,3200
000000000010000877,2000,10.000,435088.60,V,43508.86,0.00,1.000,3200
000000000010000877,3000,0.000,0.00,V,43508.86,0.00,1.000,3200
000000000010000878,2000,0.000,0.00,V,144324.24,0.00,1.000,3200
000000000010000879,1000,9.000,2387965.77,V,265329.53,0.00,1.000,3200
000000000010000880,4000,65.000,863349.50,V,13282.30,0.00,1.000,3200
000000000030000213,2000,2.000,350720.58,V,175360.29,0.00,1.000,3200
000000000010000881,3000,3.000,70053.24,V,23351.08,0.00,1.000,3200
000000000010000882,2000,0.000,0.00,V,164446.90,0.00,1.000,3200
000000000010000883,2000,6.000,485425.02,V,80904.17,0.00,1.000,3200
000000000010000884,3000,0.000,0.00,V,131171.09,0.00,1.000,3200
000000000010000884,1000,0.000,0.00,V,131171.09,0.00,1.000,3200
000000000010000885,3000,0.000,0.00,V,15401.25,0.00,1.000,3200
000000000030000214,2000,2.000,390154.74,V,195077.37,0.00,1.000,3200
000000000010000886,3000,0.000,0.00,V,95295.23,0.00,1.000,3200
000000000010000887,4000,7.000,930560.61,V,132937.23,0.00,1.000,3200
000000000010000887,3000,8.000,1063497.84,V,132937.23,0.00,1.000,3200
000000000030000215,3000,1.000,12622.16,V,12622.16,0.00,1.000,3200
000000000030000215,4000,2.000,25244.32,V,12622.16,0.00,1.000,3200
000000000010000888,2000,0.000,0.00,V,73714.65,0.00,1.000,3200
000000000010000889,3000,9.000,866984.76,V,96331.64,0.00,1.000,3200
000000000030000216,2000,0.000,0.00,V,201202.39,0.00,1.000,3200
000000000010000890,4000,0.000,0.00,V,20239.39,0.00,1.000,3200
000000000010000891,4000,0.000,0.00,V,173019.26,0.00,1.000,3200
000000000030000217,4000,0.000,0.00,V,5210.34,0.00,1.000,3200
000000000030000217,3000,4.000,20841.36,V,5210.34,0.00,1.000,3200
000000000090000045,4000,30.000,1769645.70,V,58988.19,0.00,1.000,3200
000000000010000892,4000,11.000,2715433.49,V,246857.59,0.00,1.000,3200
000000000010000893,4000,8.000,1112730.00,V,139091.25,0.00,1.000,3200
000000000010000894,2000,48.000,233348.16,V,4861.42,0.00,1.000,3200
000000000010000895,3000,37.000,303983.49,V,8215.77,0.00,1.000,3200
000000000030000218,4000,0.000,0.00,V,26288.80,0.00,1.000,3200
000000000030000219,4000,0.000,0.00,V,59703.59,0.00,1.000,3200
000000000010000896,4000,99.000,68975845.29,V,696725.71,0.00,1.000,3200
000000000030000220,2000,2.000,216606.76,V,108303.38,0.00,1.000,3200
000000000010000897,4000,6.000,1039731.30,V,173288.55,0.00,1.000,3200
000000000010000898,3000,160.000,21147099.20,V,132169.37,0.00,1.000,3200
000000000010000899,3000,64.000,525578.24,V,8212.16,0.00,1.000,3200
000000000010000900,2000,2.000,1564262.16,V,782131.08,0.00,1.000,3200
000000000010000901,2000,200.000,1198114.00,V,5990.57,0.00,1.000,3200
000000000080000201,1000,9.000,2201553.54,V,244617.06,0.00,1.000,3200
000000000080000202,2000,1.000,38928.18,V,38928.18,0.00,1.000,3200
000000000080000202,3000,7.000,272497.26,V,38928.18,0.00,1.000,3200
000000000080000203,4000,2.000,635358.24,V,317679.12,0.00,1.000,3200
000000000010000902,1000,8.000,1377016.16,V,172127.02,0.00,1.000,3200
000000000010000902,4000,6.000,1032762.12,V,172127.02,0.00,1.000,3200
000000000010000903,2000,10.000,1675084.90,V,167508.49,0.00,1.000,3200
000000000010000904,4000,8.000,1350898.24,V,168862.28,0.00,1.000,3200
000000000010000905,1000,7.000,3788410.64,V,541201.52,0.00,1.000,3200
000000000010000905,4000,10.000,5412015.20,V,541201.52,0.00,1.000,3200
000000000080000204,1000,9.000,3491490.51,V,387943.39,0.00,1.000,3200
000000000080000204,4000,11.000,4267377.29,V,387943.39,0.00,1.000,3200
000000000010000906,4000,86.000,113395.30,V,1318.55,0.00,1.000,3200
000000000010000906,3000,34.000,44830.70,V,1318.55,0.00,1.000,3200
000000000090000046,3000,25.000,1164408.00,V,46576.32,0.00,1.000,3200
000000000030000221,3000,1.000,101809.88,V,101809.88,0.00,1.000,3200
000000000010000907,2000,14.000,127580.18,V,9112.87,0.00,1.000,3200
000000000010000908,3000,0.000,0.00,V,179407.69,0.00,1.000,3200
000000000010000909,3000,0.000,0.00,V,130055.35,0.00,1.000,3200
000000000010000910,4000,0.000,0.00,V,148271.27,0.00,1.000,3200
000000000010000910,1000,0.000,0.00,V,148271.27,0.00,1.000,3200
000000000030000222,3000,3.000,122962.95,V,40987.65,0.00,1.000,3200
000000000080000205,2000,28.000,6893446.84,V,246194.53,0.00,1.000,3200
000000000010000911,2000,0.000,0.00,V,7779.29,0.00,1.000,3200
000000000010000912,2000,1.000,91258.75,V,91258.75,0.00,1.000,3200
000000000010000913,3000,2.000,161446.58,V,80723.29,0.00,1.000,3200
000000000010000913,1000,9.000,726509.61,V,80723.29,0.00,1.000,3200
000000000030000223,4000,2.000,1253405.92,V,626702.96,0.00,1.000,3200
000000000010000914,4000,0.000,0.00,V,178881.27,0.00,1.000,3200
000000000010000914,1000,0.000,0.00,V,178881.27,0.00,1.000,3200
000000000090000047,2000,12.000,1300972.80,V,108414.40,0.00,1.000,3200
000000000030000224,3000,0.000,0.00,V,166829.95,0.00,1.000,3200
000000000080000206,1000,2.000,656446.96,V,328223.48,0.00,1.000,3200
000000000010000915,4000,72.000,5087637.36,V,70661.63,0.00,1.000,3200
000000000010000916,2000,6.000,1580220.66,V,263370.11,0.00,1.000,3200
000000000080000207,1000,9.000,1552328.73,V,172480.97,0.00,1.000,3200
000000000080000208,3000,4.000,1529863.32,V,382465.83,0.00,1.000,3200
000000000010000917,1000,53.000,856715.85,V,16164.45,0.00,1.000,3200
000000000030000225,4000,2.000,728986.84,V,364493.42,0.00,1.000,3200
000000000030000225,1000,0.000,0.00,V,364493.42,0.00,1.000,3200
000000000010000918,1000,8.000,5606104.00,V,700763.00,0.00,1.000,3200
000000000010000918,2000,7.000,4905341.00,V,700763.00,0.00,1.000,3200
000000000030000226,2000,3.000,334287.42,V,111429.14,0.00,1.000,3200
000000000080000209,2000,6.000,704164.80,V,117360.80,0.00,1.000,3200
000000000010000919,1000,0.000,0.00,V,10570.88,0.00,1.000,3200
000000000010000920,3000,14.000,6951177.94,V,496512.71,0.00,1.000,3200
000000000010000920,4000,6.000,2979076.26,V,496512.71,0.00,1.000,3200
000000000080000210,3000,1.000,92966.62,V,92966.62,0.00,1.000,3200
000000000010000921,1000,13.000,180241.23,V,13864.71,0.00,1.000,3200
000000000080000211,4000,3.000,383099.13,V,127699.71,0.00,1.000,3200
000000000010000922,2000,8.000,904006.88,V,113000.86,0.00,1.000,3200
000000000030000227,4000,1.000,91936.73,V,91936.73,0.00,1.000,3200
000000000030000227,2000,3.000,275810.19,V,91936.73,0.00,1.000,3200
000000000080000212,3000,6.000,1327134.24,V,221189.04,0.00,1.000,3200
000000000080000212,2000,7.000,1548323.28,V,221189.04,0.00,1.000,3200
000000000010000923,3000,13.000,7467517.98,V,574424.46,0.00,1.000,3200
000000000010000923,2000,12.000,6893093.52,V,574424.46,0.00,1.000,3200
000000000010000924,1000,1.000,142553.95,V,142553.95,0.00,1.000,3200
000000000080000213,3000,12.000,3521832.96,V,293486.08,0.00,1.000,3200
000000000030000228,1000,0.000,0.00,V,4072.97,0.00,1.000,3200
000000000010000925,1000,4.000,685139.64,V,171284.91,0.00,1.000,3200
000000000010000925,4000,2.000,342569.82,V,171284.91,0.00,1.000,3200
000000000010000926,1000,0.000,0.00,V,151107.18,0.00,1.000,3200
000000000010000926,3000,0.000,0.00,V,151107.18,0.00,1.000,3200
000000000030000229,1000,1.000,69474.21,V,69474.21,0.00,1.000,3200
000000000010000927,3000,0.000,0.00,V,89341.77,0.00,1.000,3200
000000000010000927,2000,0.000,0.00,V,89341.77,0.00,1.000,3200
000000000010000928,2000,6.000,901525.92,V,150254.32,0.00,1.000,3200
000000000010000928,4000,5.000,751271.60,V,150254.32,0.00,1.000,3200
000000000030000230,3000,0.000,0.00,V,104038.63,0.00,1.000,3200
000000000010000929,3000,0.000,0.00,V,149559.41,0.00,1.000,3200
000000000010000929,2000,12.000,1794712.92,V,149559.41,0.00,1.000,3200
000000000090000048,2000,23.000,3526752.61,V,153337.07,0.00,1.000,3200
000000000030000231,2000,1.000,28995.48,V,28995.48,0.00,1.000,3200
000000000030000232,3000,3.000,182186.97,V,60728.99,0.00,1.000,3200
000000000030000233,1000,2.000,691756.26,V,345878.13,0.00,1.000,3200
000000000030000233,4000,3.000,1037634.39,V,345878.13,0.00,1.000,3200
000000000010000930,4000,0.000,0.00,V,56118.74,0.00,1.000,3200
000000000080000214,4000,0.000,0.00,V,216820.68,0.00,1.000,3200
000000000010000931,4000,0.000,0.00,V,177082.29,0.00,1.000,3200
000000000010000932,1000,14.000,10501628.62,V,750116.33,0.00,1.000,3200
000000000010000933,2000,2.000,332796.82,V,166398.41,0.00,1.000,3200
000000000080000215,3000,4.000,1297566.80,V,324391.70,0.00,1.000,3200
000000000080000216,4000,11.000,324700.86,V,29518.26,0.00,1.000,3200
000000000010000934,4000,7.000,4972496.34,V,710356.62,0.00,1.000,3200
000000000010000934,3000,78.000,55407816.36,V,710356.62,0.00,1.000,3200
000000000010000935,1000,6.000,566527.32,V,94421.22,0.00,1.000,3200
000000000080000217,1000,14.000,284754.82,V,20339.63,0.00,1.000,3200
000000000080000217,4000,11.000,223735.93,V,20339.63,0.00,1.000,3200
000000000080000218,4000,2.000,545043.72,V,272521.86,0.00,1.000,3200
000000000080000219,3000,10.000,1039179.70,V,103917.97,0.00,1.000,3200
000000000010000936,2000,4.000,574100.36,V,143525.09,0.00,1.000,3200
000000000030000234,1000,0.000,0.00,V,33888.85,0.00,1.000,3200
000000000010000937,4000,0.000,0.00,V,32753.97,0.00,1.000,3200
000000000010000937,2000,0.000,0.00,V,32753.97,0.00,1.000,3200
000000000030000235,4000,0.000,0.00,V,26940.97,0.00,1.000,3200
000000000080000220,3000,9.000,2645490.15,V,293943.35,0.00,1.000,3200
000000000010000938,1000,3.000,795313.38,V,265104.46,0.00,1.000,3200
000000000010000939,3000,4.000,1113848.64,V,278462.16,0.00,1.000,3200
000000000030000236,1000,0.000,0.00,V,165550.49,0.00,1.000,3200
000000000030000236,3000,1.000,165550.49,V,165550.49,0.00,1.000,3200
000000000010000940,4000,0.000,0.00,V,651246.63,0.00,1.000,3200
000000000010000941,2000,16.000,978134.72,V,61133.42,0.00,1.000,3200
000000000010000942,3000,0.000,0.00,V,174943.96,0.00,1.000,3200
000000000080000221,1000,17.000,3884861.76,V,228521.28,0.00,1.000,3200
000000000010000943,1000,6.000,1590479.04,V,265079.84,0.00,1.000,3200
000000000010000943,4000,19.000,5036516.96,V,265079.84,0.00,1.000,3200
000000000090000049,1000,22.000,2036843.82,V,92583.81,0.00,1.000,3200
000000000010000944,1000,0.000,0.00,V,746837.48,0.00,1.000,3200
000000000010000945,4000,1.000,46755.53,V,46755.53,0.00,1.000,3200
000000000010000946,1000,7.000,3158868.79,V,451266.97,0.00,1.000,3200
000000000010000946,2000,8.000,3610135.76,V,451266.97,0.00,1.000,3200
000000000080000222,2000,20.000,8496639.40,V,424831.97,0.00,1.000,3200
000000000080000223,2000,2.000,366936.68,V,183468.34,0.00,1.000,3200
000000000030000237,2000,0.000,0.00,V,28576.15,0.00,1.000,3200
000000000030000237,1000,4.000,114304.60,V,28576.15,0.00,1.000,3200
000000000010000947,2000,6.000,781716.42,V,130286.07,0.00,1.000,3200
000000000010000948,3000,0.000,0.00,V,110248.66,0.00,1.000,3200
000000000080000224,1000,7.000,723029.09,V,103289.87,0.00,1.000,3200
000000000010000949,3000,314.000,7089074.38,V,22576.67,0.00,1.000,3200
000000000010000949,4000,60.000,1354600.20,V,22576.67,0.00,1.000,3200
000000000030000238,4000,1.000,293832.66,V,293832.66,0.00,1.000,3200
000000000030000239,3000,4.000,1723194.12,V,430798.53,0.00,1.000,3200
000000000030000240,4000,8.000,765204.16,V,95650.52,0.00,1.000,3200
000000000080000225,1000,7.000,2742430.11,V,391775.73,0.00,1.000,3200
000000000030000241,2000,0.000,0.00,V,86570.66,0.00,1.000,3200
000000000080000226,3000,2.000,556695.16,V,278347.58,0.00,1.000,3200
000000000080000226,4000,10.000,2783475.80,V,278347.58,0.00,1.000,3200
000000000030000242,3000,0.000,0.00,V,16958.33,0.00,1.000,3200
000000000030000242,1000,0.000,0.00,V,16958.33,0.00,1.000,3200
000000000030000243,3000,3.000,527472.36,V,175824.12,0.00,1.000,3200
000000000030000243,4000,3.000,527472.36,V,175824.12,0.00,1.000,3200
000000000080000227,1000,0.000,0.00,V,114405.33,0.00,1.000,3200
000000000080000228,1000,5.000,1211008.85,V,242201.77,0.00,1.000,3200
000000000010000950,2000,1.000,106519.31,V,106519.31,0.00,1.000,3200
000000000030000244,3000,3.000,365819.43,V,121939.81,0.00,1.000,3200
000000000010000951,2000,7.000,115261.58,V,16465.94,0.00,1.000,3200
000000000010000951,3000,16.000,263455.04,V,16465.94,0.00,1.000,3200
000000000030000245,3000,5.000,964252.40,V,192850.48,0.00,1.000,3200
000000000090000050,4000,15.000,1727337.00,V,115155.80,0.00,1.000,3200
000000000010000952,4000,8.000,951197.68,V,118899.71,0.00,1.000,3200
000000000010000953,1000,5.000,621292.15,V,124258.43,0.00,1.000,3200
000000000010000954,4000,95.000,1232115.80,V,12969.64,0.00,1.000,3200
000000000030000246,1000,2.000,467242.22,V,233621.11,0.00,1.000,3200
000000000010000955,3000,0.000,0.00,V,67709.02,0.00,1.000,3200
000000000010000956,4000,165.000,291144.15,V,1764.51,0.00,1.000,3200
000000000010000956,3000,84.000,148218.84,V,1764.51,0.00,1.000,3200
000000000080000229,4000,13.000,1103455.60,V,84881.20,0.00,1.000,3200
000000000080000230,3000,5.000,1698229.15,V,339645.83,0.00,1.000,3200
000000000010000957,4000,101.000,2021191.80,V,20011.80,0.00,1.000,3200
000000000010000958,3000,0.000,0.00,V,76833.74,0.00,1.000,3200
000000000010000958,4000,16.000,1229339.84,V,76833.74,0.00,1.000,3200
000000000010000959,4000,0.000,0.00,V,13363.56,0.00,1.000,3200
000000000010000960,3000,9.000,186774.39,V,20752.71,0.00,1.000,3200
000000000010000960,4000,5.000,103763.55,V,20752.71,0.00,1.000,3200
000000000080000231,4000,15.000,4379052.45,V,291936.83,0.00,1.000,3200
000000000030000247,3000,7.000,716017.54,V,102288.22,0.00,1.000,3200
000000000080000232,1000,6.000,1814791.68,V,302465.28,0.00,1.000,3200
000000000010000961,4000,0.000,0.00,V,32059.12,0.00,1.000,3200
