Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500000348,WK,2024-12-27T00:00:00,0001000022,Z100,Z01,ZAR
4500000349,ZDOM,2025-06-10T00:00:00,0001000022,Z100,Z02,ZAR
4500000350,WK,2025-10-31T00:00:00,0001000022,Z100,Z03,ZAR
4500000351,ZDOM,2026-03-07T00:00:00,0001000022,Z100,Z02,ZAR
4500000352,WK,2026-08-09T00:00:00,0001000022,Z100,Z01,ZAR
4500000353,ZDOM,2024-10-02T00:00:00,0001000034,Z100,Z03,ZAR
4500000354,AN,2025-11-22T00:00:00,0001000034,Z100,Z01,ZAR
4500000355,AN,2025-04-01T00:00:00,0001000038,Z100,Z03,ZAR
4500000356,WK,2025-07-07T00:00:00,0001000038,Z100,Z03,ZAR
4500000357,AN,2025-07-25T00:00:00,0001000038,Z100,Z02,ZAR
4500000358,AN,2026-01-23T00:00:00,0001000038,Z100,Z02,ZAR
4500000359,ZDOM,2026-02-28T00:00:00,0001000038,Z100,Z03,ZAR
4500000360,WK,2024-09-30T00:00:00,0001000038,Z100,Z03,ZAR
4500000361,AN,2024-11-27T00:00:00,0001000038,Z100,Z02,ZAR
4500000362,AN,2025-06-29T00:00:00,0001000038,Z100,Z03,ZAR
4500000363,ZDOM,2025-08-01T00:00:00,0001000038,Z100,Z02,ZAR
4500000364,AN,2026-03-01T00:00:00,0001000038,Z100,Z02,ZAR
4500000365,WK,2026-04-02T00:00:00,0001000038,Z100,Z01,ZAR
4500000366,AN,2026-06-21T00:00:00,0001000038,Z100,Z01,ZAR
4500000367,AN,2024-12-23T00:00:00,0001000002,Z100,Z03,ZAR
4500000368,AN,2025-03-13T00:00:00,0001000002,Z100,Z01,ZAR
4500000369,AN,2025-04-22T00:00:00,0001000002,Z100,Z03,ZAR
4500000370,AN,2026-01-25T00:00:00,0001000002,Z100,Z03,ZAR
4500000371,ZDOM,2026-02-27T00:00:00,0001000002,Z100,Z03,ZAR
4500000372,WK,2026-07-27T00:00:00,0001000002,Z100,Z02,ZAR
4500000373,AN,2026-09-07T00:00:00,0001000002,Z100,Z03,ZAR
4500000374,WK,2024-09-09T00:00:00,0001000017,Z100,Z02,ZAR
4500000375,WK,2024-12-17T00:00:00,0001000017,Z100,Z03,ZAR
4500000376,WK,2025-08-18T00:00:00,0001000017,Z100,Z03,ZAR
4500000377,AN,2025-11-26T00:00:00,0001000017,Z100,Z02,ZAR
4500000378,WK,2026-05-05T00:00:00,0001000017,Z100,Z03,ZAR
4500000379,WK,2026-09-07T00:00:00,0001000017,Z100,Z01,ZAR
4500000380,AN,2024-10-05T00:00:00,0001000003,Z100,Z03,ZAR
4500000381,AN,2025-05-27T00:00:00,0001000003,Z100,Z01,ZAR
4500000382,AN,2025-10-02T00:00:00,0001000003,Z100,Z02,ZAR
4500000383,AN,2025-11-09T00:00:00,0001000003,Z100,Z03,ZAR
4500000384,ZDOM,2026-03-09T00:00:00,0001000003,Z100,Z01,ZAR
4500000385,AN,2024-09-24T00:00:00,0001000058,Z100,Z03,ZAR
4500000386,AN,2024-12-29T00:00:00,0001000058,Z100,Z01,ZAR
4500000387,ZDOM,2025-04-07T00:00:00,0001000058,Z100,Z01,ZAR
4500000388,AN,2025-04-26T00:00:00,0001000058,Z100,Z01,ZAR
4500000389,WK,2025-05-31T00:00:00,0001000058,Z100,Z02,ZAR
4500000390,AN,2025-09-04T00:00:00,0001000058,Z100,Z01,ZAR
4500000391,AN,2025-11-16T00:00:00,0001000058,Z100,Z02,ZAR
4500000392,WK,2026-07-25T00:00:00,0001000058,Z100,Z01,ZAR
4500000393,AN,2024-11-09T00:00:00,0001000058,Z100,Z01,ZAR
4500000394,AN,2025-03-30T00:00:00,0001000058,Z100,Z02,ZAR
4500000395,ZDOM,2025-12-24T00:00:00,0001000058,Z100,Z01,ZAR
4500000396,ZDOM,2026-05-31T00:00:00,0001000058,Z100,Z01,ZAR
4500000397,ZDOM,2024-10-18T00:00:00,0001000000,Z100,Z02,ZAR
4500000398,ZDOM,2024-11-10T00:00:00,0001000000,Z100,Z01,ZAR
4500000399,ZDOM,2025-01-06T00:00:00,0001000000,Z100,Z01,ZAR
4500000400,ZDOM,2025-07-24T00:00:00,0001000000,Z100,Z03,ZAR
4500000401,ZDOM,2026-02-22T00:00:00,0001000000,Z100,Z01,ZAR
4500000402,ZDOM,2024-09-19T00:00:00,0001000000,Z100,Z03,ZAR
4500000403,AN,2025-05-29T00:00:00,0001000000,Z100,Z03,ZAR
4500000404,WK,2026-02-18T00:00:00,0001000000,Z100,Z03,ZAR
4500000405,WK,2024-09-21T00:00:00,0001000019,Z100,Z01,ZAR
4500000406,AN,2025-02-12T00:00:00,0001000019,Z100,Z02,ZAR
4500000407,ZDOM,2025-11-24T00:00:00,0001000019,Z100,Z02,ZAR
4500000408,WK,2026-06-19T00:00:00,0001000019,Z100,Z03,ZAR
4500000409,WK,2026-07-23T00:00:00,0001000019,Z100,Z02,ZAR
4500000410,AN,2024-09-14T00:00:00,0001000044,Z100,Z02,ZAR
4500000411,WK,2025-02-14T00:00:00,0001000044,Z100,Z03,ZAR
4500000412,WK,2025-08-04T00:00:00,0001000044,Z100,Z03,ZAR
4500000413,ZDOM,2026-01-22T00:00:00,0001000044,Z100,Z03,ZAR
4500000414,AN,2026-02-06T00:00:00,0001000044,Z100,Z02,ZAR
4500000415,AN,2025-10-25T00:00:00,0001000042,Z100,Z03,ZAR
4500000416,AN,2026-01-29T00:00:00,0001000042,Z100,Z02,ZAR
4500000417,WK,2026-06-18T00:00:00,0001000042,Z100,Z01,ZAR
4500000418,AN,2024-09-21T00:00:00,0001000058,Z100,Z02,ZAR
4500000419,AN,2024-11-08T00:00:00,0001000058,Z100,Z03,ZAR
4500000420,AN,2025-05-23T00:00:00,0001000058,Z100,Z03,ZAR
4500000421,AN,2025-09-12T00:00:00,0001000058,Z100,Z01,ZAR
4500000422,WK,2026-03-14T00:00:00,0001000058,Z100,Z03,ZAR
4500000423,AN,2024-12-01T00:00:00,0001000003,Z100,Z01,ZAR
4500000424,ZDOM,2025-03-15T00:00:00,0001000003,Z100,Z02,ZAR
4500000425,ZDOM,2026-01-01T00:00:00,0001000003,Z100,Z03,ZAR
4500000426,AN,2026-02-02T00:00:00,0001000003,Z100,Z02,ZAR
4500000427,AN,2026-08-19T00:00:00,0001000003,Z100,Z02,ZAR
4500000428,AN,2024-09-30T00:00:00,0001000003,Z100,Z01,ZAR
4500000429,AN,2024-11-04T00:00:00,0001000003,Z100,Z01,ZAR
4500000430,AN,2025-02-26T00:00:00,0001000003,Z100,Z01,ZAR
4500000431,ZDOM,2025-10-03T00:00:00,0001000003,Z100,Z02,ZAR
4500000432,WK,2026-02-09T00:00:00,0001000003,Z100,Z01,ZAR
4500000433,ZDOM,2024-11-25T00:00:00,0001000042,Z100,Z02,ZAR
4500000434,ZDOM,2024-12-21T00:00:00,0001000042,Z100,Z02,ZAR
4500000435,WK,2025-01-23T00:00:00,0001000042,Z100,Z02,ZAR
4500000436,WK,2025-03-05T00:00:00,0001000042,Z100,Z03,ZAR
4500000437,AN,2025-05-31T00:00:00,0001000042,Z100,Z03,ZAR
4500000438,ZDOM,2025-10-05T00:00:00,0001000042,Z100,Z01,ZAR
4500000439,WK,2025-10-20T00:00:00,0001000042,Z100,Z02,ZAR
4500000440,WK,2025-11-15T00:00:00,0001000042,Z100,Z01,ZAR
4500000441,AN,2026-02-20T00:00:00,0001000042,Z100,Z01,ZAR
4500000442,AN,2026-05-19T00:00:00,0001000042,Z100,Z02,ZAR
4500000443,AN,2026-06-27T00:00:00,0001000042,Z100,Z03,ZAR
4500000444,WK,2024-10-23T00:00:00,0001000038,Z100,Z02,ZAR
4500000445,WK,2024-11-08T00:00:00,0001000038,Z100,Z01,ZAR
4500000446,WK,2025-06-28T00:00:00,0001000038,Z100,Z01,ZAR
4500000447,WK,2025-10-15T00:00:00,0001000038,Z100,Z03,ZAR
4500000448,WK,2026-06-13T00:00:00,0001000038,Z100,Z02,ZAR
4500000449,ZDOM,2026-09-05T00:00:00,0001000038,Z100,Z01,ZAR
4500000450,ZDOM,2024-09-29T00:00:00,0001000058,Z100,Z01,ZAR
4500000451,ZDOM,2025-04-14T00:00:00,0001000058,Z100,Z01,ZAR
4500000452,WK,2025-07-11T00:00:00,0001000058,Z100,Z02,ZAR
4500000453,WK,2024-10-03T00:00:00,0001000044,Z100,Z03,ZAR
4500000454,AN,2025-02-23T00:00:00,0001000044,Z100,Z01,ZAR
4500000455,ZDOM,2025-11-13T00:00:00,0001000044,Z100,Z03,ZAR
4500000456,WK,2026-08-02T00:00:00,0001000044,Z100,Z01,ZAR
4500000457,AN,2024-11-17T00:00:00,0001000044,Z100,Z02,ZAR
4500000458,ZDOM,2025-10-10T00:00:00,0001000044,Z100,Z02,ZAR
4500000459,WK,2026-02-10T00:00:00,0001000044,Z100,Z01,ZAR
4500000460,AN,2026-03-20T00:00:00,0001000044,Z100,Z01,ZAR
4500000461,WK,2026-04-18T00:00:00,0001000044,Z100,Z01,ZAR
4500000462,WK,2024-09-10T00:00:00,0001000051,Z100,Z02,ZAR
4500000463,WK,2025-03-01T00:00:00,0001000051,Z100,Z03,ZAR
4500000464,ZDOM,2025-07-27T00:00:00,0001000051,Z100,Z01,ZAR
4500000465,WK,2025-12-19T00:00:00,0001000051,Z100,Z03,ZAR
4500000466,AN,2026-05-07T00:00:00,0001000051,Z100,Z02,ZAR
4500000467,AN,2024-09-21T00:00:00,0001000051,Z100,Z01,ZAR
4500000468,AN,2025-03-10T00:00:00,0001000051,Z100,Z02,ZAR
4500000469,WK,2025-07-13T00:00:00,0001000051,Z100,Z02,ZAR
4500000470,ZDOM,2025-12-06T00:00:00,0001000051,Z100,Z03,ZAR
4500000471,ZDOM,2026-04-14T00:00:00,0001000051,Z100,Z01,ZAR
4500000472,WK,2024-09-26T00:00:00,0001000042,Z100,Z01,ZAR
4500000473,ZDOM,2025-02-10T00:00:00,0001000042,Z100,Z01,ZAR
4500000474,ZDOM,2025-05-12T00:00:00,0001000042,Z100,Z02,ZAR
4500000475,WK,2025-09-09T00:00:00,0001000042,Z100,Z03,ZAR
4500000476,AN,2025-12-15T00:00:00,0001000042,Z100,Z03,ZAR
4500000477,ZDOM,2026-05-25T00:00:00,0001000042,Z100,Z03,ZAR
4500000478,AN,2024-11-03T00:00:00,0001000042,Z100,Z02,ZAR
4500000479,AN,2025-04-15T00:00:00,0001000042,Z100,Z03,ZAR
4500000480,WK,2026-04-20T00:00:00,0001000042,Z100,Z03,ZAR
4500000481,WK,2025-09-08T00:00:00,0001000057,Z100,Z03,ZAR
4500000482,WK,2024-09-20T00:00:00,0001000046,Z100,Z02,ZAR
4500000483,AN,2025-08-08T00:00:00,0001000046,Z100,Z03,ZAR
4500000484,WK,2026-07-29T00:00:00,0001000046,Z100,Z03,ZAR
4500000485,ZDOM,2025-10-20T00:00:00,0001000006,Z100,Z02,ZAR
4500000486,WK,2025-11-16T00:00:00,0001000006,Z100,Z03,ZAR
4500000487,WK,2026-05-30T00:00:00,0001000006,Z100,Z01,ZAR
4500000488,WK,2026-07-04T00:00:00,0001000006,Z100,Z03,ZAR
4500000489,ZDOM,2024-09-05T00:00:00,0001000024,Z100,Z02,ZAR
4500000490,ZDOM,2024-10-10T00:00:00,0001000024,Z100,Z02,ZAR
4500000491,AN,2024-12-02T00:00:00,0001000024,Z100,Z02,ZAR
4500000492,WK,2025-02-20T00:00:00,0001000024,Z100,Z03,ZAR
4500000493,ZDOM,2025-06-10T00:00:00,0001000024,Z100,Z02,ZAR
4500000494,WK,2025-07-22T00:00:00,0001000024,Z100,Z03,ZAR
4500000495,WK,2026-02-02T00:00:00,0001000024,Z100,Z03,ZAR
4500000496,ZDOM,2026-06-12T00:00:00,0001000024,Z100,Z01,ZAR
4500000497,AN,2026-08-02T00:00:00,0001000024,Z100,Z02,ZAR
4500000498,ZDOM,2024-09-15T00:00:00,0001000024,Z100,Z03,ZAR
4500000499,AN,2025-02-10T00:00:00,0001000024,Z100,Z01,ZAR
4500000500,AN,2025-03-15T00:00:00,0001000024,Z100,Z02,ZAR
4500000501,WK,2025-05-29T00:00:00,0001000024,Z100,Z01,ZAR
4500000502,WK,2025-07-26T00:00:00,0001000024,Z100,Z01,ZAR
4500000503,WK,2025-09-02T00:00:00,0001000024,Z100,Z02,ZAR
4500000504,WK,2026-03-05T00:00:00,0001000024,Z100,Z01,ZAR
4500000505,WK,2026-06-29T00:00:00,0001000024,Z100,Z01,ZAR
4500000506,ZDOM,2024-09-29T00:00:00,0001000037,Z100,Z03,ZAR
4500000507,WK,2024-11-05T00:00:00,0001000037,Z100,Z02,ZAR
4500000508,ZDOM,2025-06-18T00:00:00,0001000037,Z100,Z03,ZAR
4500000509,ZDOM,2025-12-05T00:00:00,0001000037,Z100,Z02,ZAR
4500000510,WK,2026-06-30T00:00:00,0001000037,Z100,Z02,ZAR
4500000511,AN,2026-07-05T00:00:00,0001000037,Z100,Z02,ZAR
4500000512,WK,2026-06-08T00:00:00,0001000049,Z100,Z03,ZAR
4500000513,ZDOM,2026-09-07T00:00:00,0001000049,Z100,Z03,ZAR
4500000514,AN,2024-11-02T00:00:00,0001000013,Z100,Z03,ZAR
4500000515,WK,2026-04-20T00:00:00,0001000013,Z100,Z02,ZAR
4500000516,AN,2024-09-15T00:00:00,0001000022,Z100,Z03,ZAR
4500000517,WK,2025-04-09T00:00:00,0001000022,Z100,Z02,ZAR
4500000518,ZDOM,2026-01-05T00:00:00,0001000022,Z100,Z01,ZAR
4500000519,ZDOM,2024-10-05T00:00:00,0001000004,Z100,Z03,ZAR
4500000520,AN,2026-02-01T00:00:00,0001000004,Z100,Z02,ZAR
4500000521,WK,2024-10-13T00:00:00,0001000036,Z100,Z02,ZAR
4500000522,AN,2024-11-22T00:00:00,0001000036,Z100,Z02,ZAR
4500000523,AN,2025-07-26T00:00:00,0001000036,Z100,Z01,ZAR
4500000524,AN,2026-02-17T00:00:00,0001000036,Z100,Z03,ZAR
4500000525,WK,2025-01-12T00:00:00,0001000056,Z100,Z02,ZAR
4500000526,ZDOM,2025-07-10T00:00:00,0001000056,Z100,Z02,ZAR
4500000527,WK,2025-12-08T00:00:00,0001000056,Z100,Z01,ZAR
4500000528,AN,2026-04-21T00:00:00,0001000056,Z100,Z02,ZAR
4500000529,WK,2025-01-26T00:00:00,0001000056,Z100,Z02,ZAR
4500000530,WK,2025-06-02T00:00:00,0001000056,Z100,Z01,ZAR
4500000531,AN,2026-06-28T00:00:00,0001000056,Z100,Z01,ZAR
4500000532,ZDOM,2024-09-18T00:00:00,0001000036,Z100,Z03,ZAR
4500000533,ZDOM,2024-10-27T00:00:00,0001000036,Z100,Z01,ZAR
4500000534,WK,2024-12-31T00:00:00,0001000036,Z100,Z01,ZAR
4500000535,AN,2025-01-21T00:00:00,0001000036,Z100,Z03,ZAR
4500000536,ZDOM,2025-06-09T00:00:00,0001000036,Z100,Z02,ZAR
4500000537,AN,2025-06-08T00:00:00,0001000036,Z100,Z02,ZAR
4500000538,AN,2025-08-16T00:00:00,0001000036,Z100,Z02,ZAR
4500000539,AN,2025-11-22T00:00:00,0001000036,Z100,Z03,ZAR
4500000540,AN,2026-06-14T00:00:00,0001000036,Z100,Z02,ZAR
4500000541,AN,2026-08-05T00:00:00,0001000036,Z100,Z02,ZAR
4500000542,AN,2024-10-01T00:00:00,0001000053,Z100,Z02,ZAR
4500000543,ZDOM,2024-11-02T00:00:00,0001000053,Z100,Z03,ZAR
4500000544,ZDOM,2025-04-07T00:00:00,0001000053,Z100,Z02,ZAR
4500000545,ZDOM,2025-08-03T00:00:00,0001000053,Z100,Z03,ZAR
4500000546,ZDOM,2025-08-04T00:00:00,0001000053,Z100,Z03,ZAR
4500000547,AN,2025-09-25T00:00:00,0001000053,Z100,Z03,ZAR
4500000548,AN,2025-12-03T00:00:00,0001000053,Z100,Z02,ZAR
4500000549,AN,2025-12-02T00:00:00,0001000053,Z100,Z02,ZAR
4500000550,ZDOM,2026-02-06T00:00:00,0001000053,Z100,Z02,ZAR
4500000551,WK,2024-10-22T00:00:00,0001000036,Z100,Z01,ZAR
4500000552,AN,2025-08-05T00:00:00,0001000036,Z100,Z01,ZAR
4500000553,AN,2026-05-09T00:00:00,0001000036,Z100,Z03,ZAR
4500000554,WK,2026-05-24T00:00:00,0001000036,Z100,Z01,ZAR
4500000555,WK,2025-03-20T00:00:00,0001000037,Z100,Z01,ZAR
4500000556,WK,2025-05-07T00:00:00,0001000037,Z100,Z02,ZAR
4500000557,ZDOM,2024-11-15T00:00:00,0001000051,Z100,Z01,ZAR
4500000558,ZDOM,2026-01-26T00:00:00,0001000051,Z100,Z02,ZAR
4500000559,AN,2024-09-20T00:00:00,0001000028,Z100,Z03,ZAR
4500000560,ZDOM,2025-04-06T00:00:00,0001000028,Z100,Z01,ZAR
4500000561,ZDOM,2025-07-08T00:00:00,0001000028,Z100,Z01,ZAR
4500000562,AN,2026-07-19T00:00:00,0001000028,Z100,Z01,ZAR
4500000563,AN,2024-10-02T00:00:00,0001000027,Z100,Z02,ZAR
4500000564,ZDOM,2024-12-24T00:00:00,0001000027,Z100,Z01,ZAR
4500000565,ZDOM,2025-03-06T00:00:00,0001000027,Z100,Z02,ZAR
4500000566,WK,2025-08-29T00:00:00,0001000027,Z100,Z02,ZAR
4500000567,WK,2025-09-26T00:00:00,0001000027,Z100,Z01,ZAR
4500000568,WK,2025-11-29T00:00:00,0001000027,Z100,Z02,ZAR
4500000569,AN,2025-12-23T00:00:00,0001000027,Z100,Z03,ZAR
4500000570,ZDOM,2026-02-04T00:00:00,0001000027,Z100,Z01,ZAR
4500000571,AN,2026-08-18T00:00:00,0001000027,Z100,Z02,ZAR
4500000572,WK,2024-10-04T00:00:00,0001000024,Z100,Z02,ZAR
4500000573,AN,2025-02-26T00:00:00,0001000024,Z100,Z02,ZAR
4500000574,AN,2025-04-04T00:00:00,0001000024,Z100,Z02,ZAR
4500000575,WK,2025-09-19T00:00:00,0001000024,Z100,Z03,ZAR
4500000576,ZDOM,2026-01-30T00:00:00,0001000024,Z100,Z02,ZAR
4500000577,ZDOM,2026-05-29T00:00:00,0001000024,Z100,Z01,ZAR
4500000578,WK,2026-06-17T00:00:00,0001000024,Z100,Z03,ZAR
4500000579,AN,2026-07-08T00:00:00,0001000024,Z100,Z01,ZAR
4500000580,WK,2025-01-20T00:00:00,0001000024,Z100,Z02,ZAR
4500000581,ZDOM,2025-07-02T00:00:00,0001000024,Z100,Z01,ZAR
4500000582,WK,2025-10-10T00:00:00,0001000024,Z100,Z03,ZAR
4500000583,AN,2026-05-27T00:00:00,0001000024,Z100,Z03,ZAR
4500000584,ZDOM,2026-06-22T00:00:00,0001000024,Z100,Z01,ZAR
4500000585,ZDOM,2024-09-07T00:00:00,0001000032,Z100,Z03,ZAR
4500000586,WK,2025-03-09T00:00:00,0001000032,Z100,Z02,ZAR
4500000587,WK,2025-04-29T00:00:00,0001000032,Z100,Z02,ZAR
4500000588,AN,2025-11-01T00:00:00,0001000032,Z100,Z01,ZAR
4500000589,AN,2025-12-13T00:00:00,0001000032,Z100,Z01,ZAR
4500000590,AN,2026-05-14T00:00:00,0001000032,Z100,Z01,ZAR
4500000591,WK,2026-06-10T00:00:00,0001000032,Z100,Z03,ZAR
4500000592,ZDOM,2024-12-19T00:00:00,0001000032,Z100,Z02,ZAR
4500000593,ZDOM,2025-10-08T00:00:00,0001000032,Z100,Z03,ZAR
4500000594,ZDOM,2026-04-28T00:00:00,0001000032,Z100,Z02,ZAR
4500000595,ZDOM,2024-09-30T00:00:00,0001000001,Z100,Z03,ZAR
4500000596,ZDOM,2025-03-05T00:00:00,0001000001,Z100,Z01,ZAR
4500000597,ZDOM,2025-09-05T00:00:00,0001000001,Z100,Z02,ZAR
4500000598,WK,2025-09-16T00:00:00,0001000001,Z100,Z02,ZAR
4500000599,AN,2026-06-06T00:00:00,0001000001,Z100,Z02,ZAR
4500000600,WK,2024-10-22T00:00:00,0001000047,Z100,Z03,ZAR
4500000601,ZDOM,2025-04-08T00:00:00,0001000047,Z100,Z03,ZAR
4500000602,ZDOM,2025-10-21T00:00:00,0001000047,Z100,Z03,ZAR
4500000603,WK,2026-05-12T00:00:00,0001000047,Z100,Z03,ZAR
4500000604,WK,2024-09-11T00:00:00,0001000047,Z100,Z03,ZAR
4500000605,WK,2025-04-06T00:00:00,0001000047,Z100,Z02,ZAR
4500000606,WK,2025-09-15T00:00:00,0001000047,Z100,Z03,ZAR
4500000607,AN,2026-02-26T00:00:00,0001000047,Z100,Z03,ZAR
4500000608,ZDOM,2026-07-07T00:00:00,0001000047,Z100,Z01,ZAR
4500000609,WK,2024-11-11T00:00:00,0001000056,Z100,Z03,ZAR
4500000610,AN,2025-06-11T00:00:00,0001000056,Z100,Z01,ZAR
4500000611,AN,2026-05-05T00:00:00,0001000056,Z100,Z02,ZAR
4500000612,WK,2024-11-02T00:00:00,0001000019,Z100,Z01,ZAR
4500000613,ZDOM,2025-04-21T00:00:00,0001000019,Z100,Z03,ZAR
4500000614,AN,2025-06-10T00:00:00,0001000019,Z100,Z03,ZAR
4500000615,AN,2025-10-16T00:00:00,0001000019,Z100,Z01,ZAR
4500000616,AN,2026-05-14T00:00:00,0001000019,Z100,Z03,ZAR
4500000617,AN,2026-07-05T00:00:00,0001000019,Z100,Z01,ZAR
4500000618,WK,2024-09-18T00:00:00,0001000027,Z100,Z03,ZAR
4500000619,ZDOM,2024-10-10T00:00:00,0001000027,Z100,Z03,ZAR
4500000620,WK,2026-06-06T00:00:00,0001000027,Z100,Z01,ZAR
4500000621,ZDOM,2024-09-17T00:00:00,0001000027,Z100,Z01,ZAR
4500000622,AN,2025-05-19T00:00:00,0001000027,Z100,Z02,ZAR
4500000623,WK,2024-09-29T00:00:00,0001000050,Z100,Z03,ZAR
4500000624,ZDOM,2025-05-12T00:00:00,0001000050,Z100,Z03,ZAR
4500000625,AN,2025-06-19T00:00:00,0001000050,Z100,Z01,ZAR
4500000626,ZDOM,2026-03-03T00:00:00,0001000050,Z100,Z03,ZAR
4500000627,WK,2024-10-12T00:00:00,0001000001,Z100,Z01,ZAR
4500000628,ZDOM,2025-05-20T00:00:00,0001000001,Z100,Z02,ZAR
4500000629,WK,2026-01-10T00:00:00,0001000001,Z100,Z03,ZAR
4500000630,WK,2024-10-16T00:00:00,0001000001,Z100,Z01,ZAR
4500000631,WK,2025-01-26T00:00:00,0001000001,Z100,Z02,ZAR
4500000632,WK,2025-04-02T00:00:00,0001000001,Z100,Z03,ZAR
4500000633,WK,2025-06-16T00:00:00,0001000001,Z100,Z02,ZAR
4500000634,WK,2025-08-06T00:00:00,0001000001,Z100,Z01,ZAR
4500000635,WK,2025-11-28T00:00:00,0001000001,Z100,Z01,ZAR
4500000636,WK,2025-12-25T00:00:00,0001000001,Z100,Z01,ZAR
4500000637,AN,2026-05-27T00:00:00,0001000001,Z100,Z02,ZAR
4500000638,AN,2026-08-30T00:00:00,0001000001,Z100,Z03,ZAR
4500000639,ZDOM,2025-06-06T00:00:00,0001000043,Z100,Z02,ZAR
4500000640,ZDOM,2025-07-23T00:00:00,0001000043,Z100,Z02,ZAR
4500000641,ZDOM,2025-10-15T00:00:00,0001000043,Z100,Z01,ZAR
4500000642,WK,2026-07-09T00:00:00,0001000043,Z100,Z02,ZAR
4500000643,ZDOM,2025-01-05T00:00:00,0001000026,Z100,Z01,ZAR
4500000644,WK,2025-01-27T00:00:00,0001000026,Z100,Z02,ZAR
4500000645,AN,2025-02-18T00:00:00,0001000026,Z100,Z02,ZAR
4500000646,WK,2025-06-07T00:00:00,0001000026,Z100,Z01,ZAR
4500000647,ZDOM,2025-10-05T00:00:00,0001000026,Z100,Z03,ZAR
4500000648,ZDOM,2026-01-28T00:00:00,0001000026,Z100,Z03,ZAR
4500000649,ZDOM,2026-06-14T00:00:00,0001000026,Z100,Z03,ZAR
4500000650,WK,2024-10-09T00:00:00,0001000026,Z100,Z03,ZAR
4500000651,ZDOM,2024-12-02T00:00:00,0001000026,Z100,Z03,ZAR
4500000652,AN,2025-02-06T00:00:00,0001000026,Z100,Z03,ZAR
4500000653,WK,2025-04-08T00:00:00,0001000026,Z100,Z02,ZAR
4500000654,WK,2025-04-30T00:00:00,0001000026,Z100,Z01,ZAR
4500000655,AN,2025-08-02T00:00:00,0001000026,Z100,Z01,ZAR
4500000656,AN,2025-10-12T00:00:00,0001000026,Z100,Z03,ZAR
4500000657,ZDOM,2025-11-19T00:00:00,0001000026,Z100,Z01,ZAR
4500000658,WK,2026-04-01T00:00:00,0001000026,Z100,Z03,ZAR
4500000659,ZDOM,2026-06-30T00:00:00,0001000026,Z100,Z02,ZAR
4500000660,ZDOM,2024-09-21T00:00:00,0001000039,Z100,Z01,ZAR
4500000661,AN,2024-11-03T00:00:00,0001000039,Z100,Z02,ZAR
4500000662,AN,2024-12-02T00:00:00,0001000039,Z100,Z02,ZAR
4500000663,ZDOM,2025-08-27T00:00:00,0001000039,Z100,Z03,ZAR
4500000664,ZDOM,2025-09-10T00:00:00,0001000039,Z100,Z03,ZAR
4500000665,AN,2026-01-24T00:00:00,0001000039,Z100,Z02,ZAR
4500000666,ZDOM,2026-03-02T00:00:00,0001000039,Z100,Z01,ZAR
4500000667,WK,2026-06-08T00:00:00,0001000039,Z100,Z01,ZAR
4500000668,AN,2024-09-25T00:00:00,0001000033,Z100,Z03,ZAR
4500000669,WK,2025-04-07T00:00:00,0001000033,Z100,Z03,ZAR
4500000670,WK,2025-08-18T00:00:00,0001000033,Z100,Z01,ZAR
4500000671,ZDOM,2025-11-27T00:00:00,0001000033,Z100,Z01,ZAR
4500000672,AN,2026-05-08T00:00:00,0001000033,Z100,Z03,ZAR
4500000673,ZDOM,2024-10-16T00:00:00,0001000048,Z100,Z01,ZAR
4500000674,AN,2024-11-19T00:00:00,0001000048,Z100,Z01,ZAR
4500000675,AN,2024-12-22T00:00:00,0001000048,Z100,Z02,ZAR
4500000676,AN,2025-04-09T00:00:00,0001000048,Z100,Z01,ZAR
4500000677,AN,2026-01-29T00:00:00,0001000048,Z100,Z02,ZAR
4500000678,AN,2026-07-06T00:00:00,0001000048,Z100,Z01,ZAR
4500000679,WK,2024-11-28T00:00:00,0001000022,Z100,Z03,ZAR
4500000680,WK,2025-02-22T00:00:00,0001000022,Z100,Z02,ZAR
4500000681,AN,2025-10-04T00:00:00,0001000022,Z100,Z01,ZAR
4500000682,ZDOM,2026-07-28T00:00:00,0001000022,Z100,Z02,ZAR
4500000683,AN,2024-10-04T00:00:00,0001000022,Z100,Z01,ZAR
4500000684,WK,2024-11-03T00:00:00,0001000022,Z100,Z01,ZAR
4500000685,ZDOM,2025-03-02T00:00:00,0001000022,Z100,Z03,ZAR
4500000686,ZDOM,2025-03-05T00:00:00,0001000022,Z100,Z02,ZAR
4500000687,ZDOM,2025-11-08T00:00:00,0001000022,Z100,Z01,ZAR
4500000688,ZDOM,2026-03-08T00:00:00,0001000022,Z100,Z01,ZAR
4500000689,ZDOM,2026-05-22T00:00:00,0001000022,Z100,Z01,ZAR
4500000690,AN,2024-10-11T00:00:00,0001000027,Z100,Z01,ZAR
4500000691,AN,2025-02-08T00:00:00,0001000027,Z100,Z03,ZAR
4500000692,WK,2025-05-29T00:00:00,0001000027,Z100,Z01,ZAR
4500000693,WK,2025-10-16T00:00:00,0001000027,Z100,Z01,ZAR
4500000694,AN,2025-12-29T00:00:00,0001000027,Z100,Z02,ZAR
4500000695,WK,2026-01-20T00:00:00,0001000027,Z100,Z01,ZAR
4500000696,WK,2026-05-08T00:00:00,0001000027,Z100,Z03,ZAR
