Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000080000205,2000,SP02,28.000,0.000,0.000,A-09-5
000000000010000911,2000,SP02,0.000,0.000,0.000,A-03-1
000000000010000912,2000,SP02,1.000,0.000,0.000,C-19-3
000000000010000913,3000,SP03,2.000,0.000,0.000,A-01-5
000000000010000913,1000,SP01,9.000,0.000,0.000,C-23-2
000000000030000223,4000,SP04,2.000,0.000,0.000,A-18-2
000000000010000914,4000,SP04,0.000,0.000,0.000,B-22-5
000000000010000914,1000,SP01,0.000,0.000,0.000,D-01-1
000000000090000047,2000,SP02,12.000,0.000,0.000,B-18-4
000000000030000224,3000,SP03,0.000,0.000,0.000,A-19-1
000000000080000206,1000,SP01,1.000,1.000,0.000,A-19-5
000000000010000915,4000,SP04,72.000,0.000,0.000,D-19-5
000000000010000916,2000,SP02,6.000,0.000,0.000,E-17-2
000000000080000207,1000,SP01,8.000,1.000,0.000,C-14-6
000000000080000208,3000,SP03,3.000,1.000,0.000,D-24-3
000000000010000917,1000,SP01,53.000,0.000,0.000,D-07-4
000000000030000225,4000,SP04,2.000,0.000,0.000,D-20-3
000000000030000225,1000,SP01,0.000,0.000,0.000,C-13-1
000000000010000918,1000,SP01,8.000,0.000,0.000,D-17-3
000000000010000918,2000,SP02,7.000,0.000,0.000,E-01-6
000000000030000226,2000,SP02,3.000,0.000,0.000,C-19-6
000000000080000209,2000,SP02,6.000,0.000,0.000,D-15-4
000000000010000919,1000,SP01,0.000,0.000,0.000,B-10-2
000000000010000920,3000,SP03,14.000,0.000,0.000,B-24-4
000000000010000920,4000,SP04,6.000,0.000,0.000,D-02-5
000000000080000210,3000,SP03,1.000,0.000,0.000,E-24-4
000000000010000921,1000,SP01,13.000,0.000,0.000,A-23-5
000000000080000211,4000,SP04,3.000,0.000,0.000,C-15-5
000000000010000922,2000,SP02,8.000,0.000,0.000,E-05-4
000000000030000227,4000,SP04,1.000,0.000,0.000,D-20-6
000000000030000227,2000,SP02,3.000,0.000,0.000,D-03-6
000000000080000212,3000,SP03,6.000,0.000,0.000,C-04-4
000000000080000212,2000,SP02,6.000,1.000,0.000,E-16-3
000000000010000923,3000,SP03,13.000,0.000,0.000,D-15-4
000000000010000923,2000,SP02,12.000,0.000,0.000,B-14-6
000000000010000924,1000,SP01,1.000,0.000,0.000,C-21-3
000000000080000213,3000,SP03,11.000,1.000,0.000,D-06-6
000000000030000228,1000,SP01,0.000,0.000,0.000,D-23-1
000000000010000925,1000,SP01,4.000,0.000,0.000,E-20-3
000000000010000925,4000,SP04,2.000,0.000,0.000,E-13-5
000000000010000926,1000,SP01,0.000,0.000,0.000,E-22-4
000000000010000926,3000,SP03,0.000,0.000,0.000,E-12-3
000000000030000229,1000,SP01,1.000,0.000,0.000,B-02-5
000000000010000927,3000,SP03,0.000,0.000,0.000,E-01-1
000000000010000927,2000,SP02,0.000,0.000,0.000,B-09-4
000000000010000928,2000,SP02,6.000,0.000,0.000,C-18-6
000000000010000928,4000,SP04,5.000,0.000,0.000,A-16-6
000000000030000230,3000,SP03,0.000,0.000,0.000,C-09-5
000000000010000929,3000,SP03,0.000,0.000,0.000,E-18-1
000000000010000929,2000,SP02,12.000,0.000,0.000,D-23-1
000000000090000048,2000,SP02,23.000,0.000,0.000,C-19-2
000000000030000231,2000,SP02,1.000,0.000,0.000,D-08-5
000000000030000232,3000,SP03,3.000,0.000,0.000,A-15-4
000000000030000233,1000,SP01,2.000,0.000,0.000,B-20-6
000000000030000233,4000,SP04,3.000,0.000,0.000,C-09-1
000000000010000930,4000,SP04,0.000,0.000,0.000,C-03-2
000000000080000214,4000,SP04,0.000,0.000,0.000,C-15-4
000000000010000931,4000,SP04,0.000,0.000,0.000,C-21-5
000000000010000932,1000,SP01,14.000,0.000,0.000,C-14-4
000000000010000933,2000,SP02,2.000,0.000,0.000,A-16-4
000000000080000215,3000,SP03,4.000,0.000,0.000,E-24-2
000000000080000216,4000,SP04,11.000,0.000,0.000,C-03-1
000000000010000934,4000,SP04,7.000,0.000,0.000,E-20-3
000000000010000934,3000,SP03,78.000,0.000,0.000,C-05-4
000000000010000935,1000,SP01,6.000,0.000,0.000,C-03-6
000000000080000217,1000,SP01,14.000,0.000,0.000,E-06-3
000000000080000217,4000,SP04,11.000,0.000,0.000,C-10-2
000000000080000218,4000,SP04,2.000,0.000,0.000,E-22-2
000000000080000219,3000,SP03,10.000,0.000,0.000,D-05-1
000000000010000936,2000,SP02,4.000,0.000,0.000,B-01-5
000000000030000234,1000,SP01,0.000,0.000,0.000,A-02-3
000000000010000937,4000,SP04,0.000,0.000,0.000,E-04-1
000000000010000937,2000,SP02,0.000,0.000,0.000,B-07-4
000000000030000235,4000,SP04,0.000,0.000,0.000,A-17-1
000000000080000220,3000,SP03,9.000,0.000,0.000,C-03-1
000000000010000938,1000,SP01,3.000,0.000,0.000,E-11-2
000000000010000939,3000,SP03,4.000,0.000,0.000,B-23-2
000000000030000236,1000,SP01,0.000,0.000,0.000,B-01-2
000000000030000236,3000,SP03,1.000,0.000,0.000,B-10-3
000000000010000940,4000,SP04,0.000,0.000,0.000,B-12-5
000000000010000941,2000,SP02,16.000,0.000,0.000,A-13-1
000000000010000942,3000,SP03,0.000,0.000,0.000,D-05-1
000000000080000221,1000,SP01,16.000,1.000,0.000,E-09-3
000000000010000943,1000,SP01,6.000,0.000,0.000,A-14-5
000000000010000943,4000,SP04,19.000,0.000,0.000,E-16-5
000000000090000049,1000,SP01,22.000,0.000,0.000,E-09-4
000000000010000944,1000,SP01,0.000,0.000,0.000,D-13-5
000000000010000945,4000,SP04,1.000,0.000,0.000,C-02-6
000000000010000946,1000,SP01,7.000,0.000,0.000,A-12-6
000000000010000946,2000,SP02,8.000,0.000,0.000,E-16-1
000000000080000222,2000,SP02,19.000,1.000,0.000,A-19-1
000000000080000223,2000,SP02,2.000,0.000,0.000,C-15-5
000000000030000237,2000,SP02,0.000,0.000,0.000,B-19-1
000000000030000237,1000,SP01,4.000,0.000,0.000,E-02-1
000000000010000947,2000,SP02,6.000,0.000,0.000,B-02-6
000000000010000948,3000,SP03,0.000,0.000,0.000,C-24-4
000000000080000224,1000,SP01,7.000,0.000,0.000,A-10-6
000000000010000949,3000,SP03,314.000,0.000,0.000,A-08-1
000000000010000949,4000,SP04,60.000,0.000,0.000,E-18-1
000000000030000238,4000,SP04,1.000,0.000,0.000,C-15-2
000000000030000239,3000,SP03,4.000,0.000,0.000,C-15-1
000000000030000240,4000,SP04,8.000,0.000,0.000,D-20-6
000000000080000225,1000,SP01,7.000,0.000,0.000,C-04-2
000000000030000241,2000,SP02,0.000,0.000,0.000,D-02-6
000000000080000226,3000,SP03,2.000,0.000,0.000,D-19-2
000000000080000226,4000,SP04,9.000,1.000,0.000,C-22-1
000000000030000242,3000,SP03,0.000,0.000,0.000,E-20-3
000000000030000242,1000,SP01,0.000,0.000,0.000,E-09-1
000000000030000243,3000,SP03,3.000,0.000,0.000,A-04-3
000000000030000243,4000,SP04,3.000,0.000,0.000,A-13-2
000000000080000227,1000,SP01,0.000,0.000,0.000,E-19-2
000000000080000228,1000,SP01,5.000,0.000,0.000,C-24-2
000000000010000950,2000,SP02,1.000,0.000,0.000,D-16-2
000000000030000244,3000,SP03,3.000,0.000,0.000,A-16-1
000000000010000951,2000,SP02,7.000,0.000,0.000,A-17-5
000000000010000951,3000,SP03,16.000,0.000,0.000,A-07-2
000000000030000245,3000,SP03,5.000,0.000,0.000,E-08-4
000000000090000050,4000,SP04,15.000,0.000,0.000,E-19-3
000000000010000952,4000,SP04,8.000,0.000,0.000,E-14-1
000000000010000953,1000,SP01,5.000,0.000,0.000,E-15-1
000000000010000954,4000,SP04,95.000,0.000,0.000,B-11-6
000000000030000246,1000,SP01,2.000,0.000,0.000,E-15-1
000000000010000955,3000,SP03,0.000,0.000,0.000,E-07-2
000000000010000956,4000,SP04,165.000,0.000,0.000,C-16-1
000000000010000956,3000,SP03,84.000,0.000,0.000,E-12-3
000000000080000229,4000,SP04,13.000,0.000,0.000,C-08-2
000000000080000230,3000,SP03,4.000,1.000,0.000,A-03-3
000000000010000957,4000,SP04,101.000,0.000,0.000,D-18-3
000000000010000958,3000,SP03,0.000,0.000,0.000,A-08-4
000000000010000958,4000,SP04,16.000,0.000,0.000,D-17-6
000000000010000959,4000,SP04,0.000,0.000,0.000,D-12-5
000000000010000960,3000,SP03,9.000,0.000,0.000,A-13-2
000000000010000960,4000,SP04,5.000,0.000,0.000,B-05-6
000000000080000231,4000,SP04,15.000,0.000,0.000,B-01-1
000000000030000247,3000,SP03,7.000,0.000,0.000,C-12-4
000000000080000232,1000,SP01,6.000,0.000,0.000,D-06-4
000000000010000961,4000,SP04,0.000,0.000,0.000,E-13-6
000000000030000248,1000,SP01,4.000,0.000,0.000,E-04-2
000000000010000962,2000,SP02,3.000,0.000,0.000,B-08-1
000000000010000962,3000,SP03,6.000,0.000,0.000,A-24-6
000000000010000963,2000,SP02,3.000,0.000,0.000,A-12-4
000000000010000964,4000,SP04,15.000,0.000,0.000,D-11-5
000000000080000233,3000,SP03,4.000,0.000,0.000,E-23-1
000000000010000965,2000,SP02,2.000,0.000,0.000,D-24-4
000000000010000965,4000,SP04,1.000,0.000,0.000,C-19-4
000000000010000966,2000,SP02,5.000,0.000,0.000,E-24-1
000000000010000966,3000,SP03,6.000,0.000,0.000,D-13-3
000000000090000051,1000,SP01,34.000,0.000,0.000,C-21-6
000000000010000967,3000,SP03,0.000,0.000,0.000,A-13-6
000000000030000249,2000,SP02,3.000,0.000,0.000,A-21-2
000000000010000968,3000,SP03,11.000,0.000,0.000,C-14-3
000000000010000968,1000,SP01,9.000,0.000,0.000,D-04-6
000000000010000969,2000,SP02,0.000,0.000,0.000,A-22-1
000000000010000970,3000,SP03,63.000,0.000,0.000,A-08-1
000000000010000971,4000,SP04,31.000,0.000,0.000,E-13-3
000000000010000971,1000,SP01,15.000,0.000,0.000,E-13-6
000000000010000972,1000,SP01,5.000,0.000,0.000,B-04-2
000000000010000973,2000,SP02,49.000,0.000,0.000,C-21-1
000000000010000974,3000,SP03,0.000,0.000,0.000,D-12-5
000000000010000974,2000,SP02,0.000,0.000,0.000,C-02-6
000000000010000975,1000,SP01,13.000,0.000,0.000,B-09-4
000000000010000975,2000,SP02,57.000,0.000,0.000,B-21-5
000000000010000976,1000,SP01,155.000,0.000,0.000,A-10-2
000000000080000234,2000,SP02,14.000,0.000,0.000,A-08-4
000000000010000977,2000,SP02,18.000,0.000,0.000,C-01-4
000000000010000977,3000,SP03,104.000,0.000,0.000,C-18-5
000000000080000235,2000,SP02,11.000,0.000,0.000,C-15-4
000000000080000236,2000,SP02,16.000,0.000,0.000,D-05-5
000000000010000978,1000,SP01,46.000,0.000,0.000,E-15-1
000000000010000979,2000,SP02,6.000,0.000,0.000,A-14-6
000000000010000979,1000,SP01,4.000,0.000,0.000,C-19-3
000000000010000980,2000,SP02,65.000,0.000,0.000,E-09-1
000000000010000981,1000,SP01,5.000,0.000,0.000,A-07-1
000000000010000981,2000,SP02,9.000,0.000,0.000,E-12-6
000000000010000982,2000,SP02,12.000,0.000,0.000,D-16-1
000000000010000982,4000,SP04,7.000,0.000,0.000,E-23-5
000000000010000983,2000,SP02,3.000,0.000,0.000,D-09-2
000000000030000250,4000,SP04,3.000,0.000,0.000,B-02-1
000000000080000237,4000,SP04,2.000,0.000,0.000,C-06-1
000000000010000984,3000,SP03,15.000,0.000,0.000,A-22-6
000000000010000985,3000,SP03,16.000,0.000,0.000,B-23-6
000000000080000238,4000,SP04,7.000,0.000,0.000,D-07-5
000000000010000986,4000,SP04,2.000,0.000,0.000,A-20-5
000000000010000986,3000,SP03,1.000,0.000,0.000,E-15-3
000000000010000987,1000,SP01,17.000,0.000,0.000,E-21-1
000000000010000988,1000,SP01,0.000,0.000,0.000,A-01-3
000000000030000251,1000,SP01,3.000,0.000,0.000,E-17-1
000000000010000989,2000,SP02,7.000,0.000,0.000,C-24-2
000000000010000989,1000,SP01,4.000,0.000,0.000,C-19-4
000000000010000990,1000,SP01,2.000,0.000,0.000,C-14-5
000000000090000052,2000,SP02,17.000,0.000,0.000,B-11-1
000000000090000052,3000,SP03,37.000,0.000,0.000,B-13-4
000000000080000239,3000,SP03,5.000,0.000,0.000,C-04-4
000000000080000240,3000,SP03,3.000,0.000,0.000,B-24-4
000000000010000991,2000,SP02,58.000,0.000,0.000,A-23-2
000000000010000992,2000,SP02,35.000,0.000,0.000,C-24-5
000000000010000993,3000,SP03,0.000,0.000,0.000,C-19-4
000000000010000994,1000,SP01,3.000,0.000,0.000,A-14-5
000000000010000995,1000,SP01,6.000,0.000,0.000,C-23-1
000000000010000996,3000,SP03,0.000,0.000,0.000,A-03-6
000000000010000997,4000,SP04,48.000,0.000,0.000,E-07-6
000000000010000998,4000,SP04,0.000,0.000,0.000,E-01-6
000000000010000999,2000,SP02,0.000,0.000,0.000,A-17-6
000000000010001000,2000,SP02,5.000,0.000,0.000,C-09-1
000000000010001001,4000,SP04,107.000,0.000,0.000,C-16-1
000000000030000252,4000,SP04,0.000,0.000,0.000,D-14-1
000000000030000253,3000,SP03,4.000,0.000,0.000,D-23-6
000000000030000253,2000,SP02,2.000,0.000,0.000,C-15-5
000000000010001002,4000,SP04,3.000,0.000,0.000,B-07-4
000000000030000254,3000,SP03,0.000,0.000,0.000,A-08-2
000000000010001003,3000,SP03,62.000,0.000,0.000,B-17-1
000000000010001004,2000,SP02,95.000,0.000,0.000,E-09-3
000000000010001005,4000,SP04,15.000,0.000,0.000,D-10-5
000000000010001005,1000,SP01,4.000,0.000,0.000,E-08-6
000000000080000241,1000,SP01,4.000,0.000,0.000,A-22-2
000000000080000241,4000,SP04,1.000,0.000,0.000,A-04-5
000000000010001006,4000,SP04,0.000,0.000,0.000,C-10-2
000000000010001006,1000,SP01,3.000,0.000,0.000,A-02-3
000000000010001007,3000,SP03,3.000,0.000,0.000,A-01-1
000000000010001007,4000,SP04,4.000,0.000,0.000,C-09-4
000000000080000242,3000,SP03,2.000,0.000,0.000,A-19-5
000000000080000242,2000,SP02,2.000,1.000,0.000,A-15-2
000000000030000255,4000,SP04,0.000,0.000,0.000,E-01-3
000000000010001008,3000,SP03,2.000,0.000,0.000,A-10-3
000000000030000256,3000,SP03,0.000,0.000,0.000,B-23-6
000000000080000243,1000,SP01,0.000,0.000,0.000,D-10-1
000000000010001009,2000,SP02,5.000,0.000,0.000,B-05-2
000000000080000244,3000,SP03,2.000,0.000,0.000,A-12-2
000000000080000245,3000,SP03,18.000,0.000,0.000,A-05-4
000000000010001010,2000,SP02,52.000,0.000,0.000,E-22-5
000000000010001011,3000,SP03,5.000,0.000,0.000,B-15-1
000000000010001012,2000,SP02,2.000,0.000,0.000,B-01-1
000000000010001013,1000,SP01,11.000,0.000,0.000,D-14-6
000000000010001013,2000,SP02,4.000,0.000,0.000,B-23-5
000000000080000246,3000,SP03,2.000,0.000,0.000,A-06-2
000000000010001014,2000,SP02,12.000,0.000,0.000,D-08-2
000000000080000247,2000,SP02,9.000,0.000,0.000,A-11-5
000000000080000247,3000,SP03,5.000,1.000,0.000,A-09-2
000000000080000248,2000,SP02,4.000,0.000,0.000,D-13-1
000000000080000249,4000,SP04,3.000,0.000,0.000,A-10-3
000000000010001015,3000,SP03,1.000,0.000,0.000,D-14-3
000000000010001016,2000,SP02,6.000,0.000,0.000,A-11-4
000000000030000257,2000,SP02,4.000,0.000,0.000,D-04-2
000000000080000250,3000,SP03,13.000,0.000,0.000,B-02-6
000000000030000258,3000,SP03,0.000,0.000,0.000,C-16-1
000000000010001017,3000,SP03,5.000,0.000,0.000,A-14-6
000000000010001017,2000,SP02,6.000,0.000,0.000,D-09-6
000000000080000251,2000,SP02,3.000,0.000,0.000,A-11-2
000000000010001018,1000,SP01,0.000,0.000,0.000,A-14-2
000000000030000259,2000,SP02,2.000,0.000,0.000,D-08-1
000000000080000252,2000,SP02,1.000,0.000,0.000,C-12-4
000000000010001019,2000,SP02,0.000,0.000,0.000,D-08-4
000000000010001020,3000,SP03,0.000,0.000,0.000,C-13-4
000000000010001020,1000,SP01,0.000,0.000,0.000,E-04-4
000000000010001021,3000,SP03,124.000,0.000,0.000,E-11-1
000000000010001022,4000,SP04,1.000,0.000,0.000,E-12-6
000000000010001023,3000,SP03,5.000,0.000,0.000,C-04-6
000000000080000253,3000,SP03,0.000,0.000,0.000,B-16-5
000000000010001024,4000,SP04,0.000,0.000,0.000,E-13-4
000000000030000260,4000,SP04,4.000,0.000,0.000,A-19-2
000000000030000260,3000,SP03,0.000,0.000,0.000,D-06-5
000000000010001025,1000,SP01,3.000,0.000,0.000,E-04-5
000000000010001026,4000,SP04,8.000,0.000,0.000,C-03-2
000000000010001027,3000,SP03,52.000,0.000,0.000,C-11-5
000000000010001028,1000,SP01,0.000,0.000,0.000,C-24-2
000000000030000261,4000,SP04,0.000,0.000,0.000,A-10-6
000000000010001029,3000,SP03,4.000,0.000,0.000,C-12-6
000000000010001030,4000,SP04,0.000,0.000,0.000,C-03-6
000000000010001030,2000,SP02,0.000,0.000,0.000,C-06-2
000000000030000262,1000,SP01,0.000,0.000,0.000,D-04-4
000000000030000262,3000,SP03,2.000,0.000,0.000,E-10-4
000000000080000254,1000,SP01,5.000,0.000,0.000,A-09-1
000000000010001031,4000,SP04,3.000,0.000,0.000,E-10-5
000000000080000255,2000,SP02,1.000,0.000,0.000,A-13-5
000000000080000256,3000,SP03,0.000,0.000,0.000,A-11-1
000000000080000256,4000,SP04,5.000,0.000,0.000,E-07-5
000000000010001032,4000,SP04,21.000,0.000,0.000,E-04-4
000000000010001033,4000,SP04,0.000,0.000,0.000,B-18-3
000000000080000257,2000,SP02,6.000,0.000,0.000,E-12-4
000000000010001034,3000,SP03,0.000,0.000,0.000,A-22-6
000000000010001035,4000,SP04,51.000,0.000,0.000,B-14-2
000000000010001036,4000,SP04,0.000,0.000,0.000,D-22-1
000000000030000263,4000,SP04,2.000,0.000,0.000,A-18-3
000000000010001037,2000,SP02,2.000,0.000,0.000,E-09-4
000000000010001038,2000,SP02,34.000,0.000,0.000,D-13-2
000000000010001039,1000,SP01,26.000,0.000,0.000,B-15-5
000000000010001040,1000,SP01,1.000,0.000,0.000,A-03-3
000000000010001041,4000,SP04,0.000,0.000,0.000,C-09-2
000000000010001042,2000,SP02,0.000,0.000,0.000,B-09-2
000000000080000258,1000,SP01,11.000,0.000,0.000,E-21-4
000000000010001043,3000,SP03,3.000,0.000,0.000,A-12-1
000000000010001044,1000,SP01,39.000,0.000,0.000,B-13-5
000000000010001044,3000,SP03,83.000,0.000,0.000,A-23-4
000000000010001045,3000,SP03,3.000,0.000,0.000,B-16-6
000000000010001046,3000,SP03,3.000,0.000,0.000,A-16-4
000000000010001047,1000,SP01,8.000,0.000,0.000,A-03-1
000000000010001048,2000,SP02,0.000,0.000,0.000,C-18-2
000000000010001049,4000,SP04,64.000,0.000,0.000,A-21-5
000000000010001050,4000,SP04,0.000,0.000,0.000,A-03-3
000000000010001051,3000,SP03,8.000,0.000,0.000,C-19-3
000000000010001051,4000,SP04,4.000,0.000,0.000,C-06-3
000000000030000264,1000,SP01,7.000,0.000,0.000,C-18-5
000000000030000265,3000,SP03,0.000,0.000,0.000,A-21-6
000000000030000265,2000,SP02,3.000,0.000,0.000,B-22-5
000000000080000259,1000,SP01,11.000,0.000,0.000,D-04-3
000000000010001052,1000,SP01,66.000,0.000,0.000,D-06-4
000000000080000260,2000,SP02,11.000,0.000,0.000,A-12-2
000000000080000260,4000,SP04,6.000,0.000,0.000,A-02-2
000000000010001053,4000,SP04,9.000,0.000,0.000,D-13-6
000000000080000261,3000,SP03,3.000,0.000,0.000,B-01-4
000000000030000266,3000,SP03,0.000,0.000,0.000,D-07-3
000000000010001054,4000,SP04,52.000,0.000,0.000,A-18-5
000000000010001055,4000,SP04,5.000,0.000,0.000,E-18-4
000000000010001056,4000,SP04,0.000,0.000,0.000,E-11-5
000000000010001056,2000,SP02,0.000,0.000,0.000,B-01-4
000000000010001057,4000,SP04,0.000,0.000,0.000,A-21-2
000000000010001057,3000,SP03,87.000,0.000,0.000,C-04-3
000000000030000267,1000,SP01,0.000,0.000,0.000,B-19-3
000000000010001058,1000,SP01,8.000,0.000,0.000,D-01-5
000000000010001058,3000,SP03,10.000,0.000,0.000,A-04-1
000000000010001059,2000,SP02,0.000,0.000,0.000,A-12-6
000000000010001059,3000,SP03,0.000,0.000,0.000,B-06-1
000000000080000262,4000,SP04,3.000,0.000,0.000,A-12-2
000000000080000262,2000,SP02,2.000,0.000,0.000,D-07-5
000000000010001060,3000,SP03,0.000,0.000,0.000,C-13-5
000000000010001060,2000,SP02,0.000,0.000,0.000,B-06-3
000000000010001061,4000,SP04,0.000,0.000,0.000,C-22-1
000000000090000053,3000,SP03,24.000,0.000,0.000,A-21-2
000000000090000053,1000,SP01,9.000,0.000,0.000,B-11-5
000000000010001062,1000,SP01,11.000,0.000,0.000,D-02-5
000000000010001063,2000,SP02,0.000,0.000,0.000,E-18-5
000000000010001063,3000,SP03,10.000,0.000,0.000,B-02-4
000000000030000268,1000,SP01,3.000,0.000,0.000,B-20-6
000000000010001064,1000,SP01,67.000,0.000,0.000,C-03-4
000000000010001065,3000,SP03,0.000,0.000,0.000,B-10-1
000000000010001065,1000,SP01,0.000,0.000,0.000,E-24-2
000000000010001066,4000,SP04,3.000,0.000,0.000,B-12-6
000000000010001067,1000,SP01,6.000,0.000,0.000,D-16-3
000000000010001067,4000,SP04,3.000,0.000,0.000,E-20-6
000000000010001068,1000,SP01,0.000,0.000,0.000,B-20-6
000000000010001069,1000,SP01,7.000,0.000,0.000,B-23-6
000000000010001069,2000,SP02,7.000,0.000,0.000,A-19-5
000000000090000054,4000,SP04,38.000,0.000,0.000,A-16-5
000000000010001070,3000,SP03,10.000,0.000,0.000,E-22-1
000000000030000269,2000,SP02,2.000,0.000,0.000,E-15-5
000000000010001071,3000,SP03,0.000,0.000,0.000,A-16-2
000000000010001072,4000,SP04,18.000,0.000,0.000,D-23-6
000000000010001073,4000,SP04,6.000,0.000,0.000,A-18-2
000000000010001073,3000,SP03,16.000,0.000,0.000,E-24-2
000000000030000270,4000,SP04,7.000,0.000,0.000,C-01-2
000000000010001074,3000,SP03,0.000,0.000,0.000,A-15-4
000000000010001075,2000,SP02,4.000,0.000,0.000,C-06-3
000000000010001076,1000,SP01,0.000,0.000,0.000,A-07-5
000000000080000263,4000,SP04,5.000,0.000,0.000,E-17-1
000000000010001077,1000,SP01,175.000,0.000,0.000,C-07-2
000000000010001078,4000,SP04,0.000,0.000,0.000,A-17-1
000000000010001078,3000,SP03,9.000,0.000,0.000,B-07-1
000000000080000264,2000,SP02,12.000,0.000,0.000,D-01-5
000000000010001079,4000,SP04,35.000,0.000,0.000,A-12-3
000000000030000271,4000,SP04,3.000,0.000,0.000,B-04-2
000000000010001080,1000,SP01,0.000,0.000,0.000,B-22-2
000000000010001081,3000,SP03,0.000,0.000,0.000,C-03-1
000000000010001082,1000,SP01,0.000,0.000,0.000,B-09-1
000000000010001082,2000,SP02,0.000,0.000,0.000,E-16-1
000000000010001083,2000,SP02,8.000,0.000,0.000,D-20-5
000000000030000272,2000,SP02,7.000,0.000,0.000,D-08-6
000000000090000055,4000,SP04,10.000,0.000,0.000,E-02-1
000000000090000055,2000,SP02,6.000,0.000,0.000,B-17-4
000000000010001084,2000,SP02,6.000,0.000,0.000,D-09-2
000000000010001084,3000,SP03,3.000,0.000,0.000,A-24-4
000000000010001085,4000,SP04,0.000,0.000,0.000,D-13-1
000000000010001086,4000,SP04,7.000,0.000,0.000,C-16-3
000000000010001087,3000,SP03,0.000,0.000,0.000,E-21-3
000000000090000056,3000,SP03,8.000,0.000,0.000,E-07-1
000000000090000056,4000,SP04,9.000,0.000,0.000,E-18-2
000000000010001088,3000,SP03,0.000,0.000,0.000,A-24-2
000000000010001089,4000,SP04,3.000,0.000,0.000,E-17-5
000000000010001089,2000,SP02,1.000,0.000,0.000,B-19-4
000000000010001090,3000,SP03,7.000,0.000,0.000,A-10-1
000000000010001091,2000,SP02,7.000,0.000,0.000,D-13-1
000000000010001092,3000,SP03,0.000,0.000,0.000,C-06-6
000000000010001092,2000,SP02,0.000,0.000,0.000,B-15-4
000000000010001093,2000,SP02,8.000,0.000,0.000,A-11-6
000000000030000273,2000,SP02,2.000,0.000,0.000,B-09-2
000000000010001094,4000,SP04,26.000,0.000,0.000,C-03-5
000000000010001095,4000,SP04,0.000,0.000,0.000,E-12-5
000000000010001096,4000,SP04,4.000,0.000,0.000,D-19-4
000000000010001096,2000,SP02,19.000,0.000,0.000,C-14-6
000000000010001097,4000,SP04,1.000,0.000,0.000,B-20-3
000000000030000274,2000,SP02,3.000,0.000,0.000,D-20-5
000000000010001098,4000,SP04,16.000,0.000,0.000,C-11-5
000000000080000265,1000,SP01,5.000,0.000,0.000,C-22-6
000000000080000265,2000,SP02,10.000,0.000,0.000,C-15-5
000000000010001099,2000,SP02,0.000,0.000,0.000,C-18-4
000000000010001099,4000,SP04,0.000,0.000,0.000,E-12-5
000000000010001100,2000,SP02,5.000,0.000,0.000,E-19-3
000000000010001100,4000,SP04,8.000,0.000,0.000,B-09-6
000000000010001101,1000,SP01,6.000,0.000,0.000,A-24-5
000000000010001101,4000,SP04,0.000,0.000,0.000,A-07-2
000000000080000266,2000,SP02,9.000,0.000,0.000,A-24-6
000000000010001102,1000,SP01,0.000,0.000,0.000,B-15-5
000000000030000275,1000,SP01,4.000,0.000,0.000,C-24-1
000000000090000057,2000,SP02,31.000,0.000,0.000,C-15-1
000000000090000057,1000,SP01,35.000,0.000,0.000,E-23-5
000000000010001103,4000,SP04,0.000,0.000,0.000,C-14-2
000000000010001104,1000,SP01,6.000,0.000,0.000,C-06-4
000000000030000276,4000,SP04,4.000,0.000,0.000,B-05-4
000000000030000276,3000,SP03,0.000,0.000,0.000,C-19-2
000000000010001105,4000,SP04,116.000,0.000,0.000,B-08-5
000000000010001105,2000,SP02,60.000,0.000,0.000,E-20-4
000000000010001106,1000,SP01,6.000,0.000,0.000,E-12-3
000000000010001107,3000,SP03,62.000,0.000,0.000,B-20-4
000000000090000058,4000,SP04,19.000,0.000,0.000,D-20-1
000000000010001108,3000,SP03,6.000,0.000,0.000,B-19-4
000000000090000059,2000,SP02,9.000,0.000,0.000,D-20-3
000000000080000267,4000,SP04,14.000,0.000,0.000,A-01-3
000000000030000277,4000,SP04,0.000,0.000,0.000,D-18-6
000000000010001109,2000,SP02,0.000,0.000,0.000,E-06-5
000000000030000278,1000,SP01,0.000,0.000,0.000,A-01-5
000000000010001110,4000,SP04,53.000,0.000,0.000,D-19-6
000000000080000268,3000,SP03,4.000,0.000,0.000,A-19-2
000000000030000279,1000,SP01,2.000,0.000,0.000,E-08-1
000000000010001111,1000,SP01,3.000,0.000,0.000,E-06-3
000000000080000269,1000,SP01,3.000,0.000,0.000,A-10-5
000000000080000269,4000,SP04,4.000,0.000,0.000,B-01-3
000000000010001112,3000,SP03,5.000,0.000,0.000,B-23-4
000000000030000280,3000,SP03,2.000,0.000,0.000,A-08-4
000000000010001113,2000,SP02,157.000,0.000,0.000,E-03-1
000000000010001113,3000,SP03,130.000,0.000,0.000,D-19-5
000000000030000281,2000,SP02,0.000,0.000,0.000,B-24-2
000000000030000281,4000,SP04,7.000,0.000,0.000,B-14-4
000000000080000270,3000,SP03,6.000,1.000,0.000,E-16-2
000000000010001114,2000,SP02,31.000,0.000,0.000,C-03-1
000000000080000271,4000,SP04,2.000,0.000,0.000,E-06-4
000000000010001115,3000,SP03,0.000,0.000,0.000,D-08-5
000000000010001116,1000,SP01,24.000,0.000,0.000,E-24-6
