Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000090000009,3000,false,ND,009,23.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000030000035,3000,false,PD,005,20.000,0.000,0.000,0.000,1.000,4.750,0.000
000000000080000046,3000,false,PD,001,31.000,2.000,2.255,1.737,1.000,5.000,10.387
000000000080000046,4000,false,VB,005,31.000,1.000,3.500,2.512,1.000,5.750,6.858
000000000010000162,3000,false,VB,003,76.000,3.000,10.127,6.054,1.458,8.750,10.127
000000000010000163,1000,false,VB,003,43.000,2.000,13.277,8.837,2.167,13.000,18.705
000000000010000163,4000,false,VB,006,43.000,2.000,4.700,2.805,1.458,8.750,11.317
000000000010000164,2000,false,PD,003,127.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000165,2000,false,VB,010,9.000,2.000,13.653,5.442,21.625,129.750,79.976
000000000030000036,4000,false,PD,010,91.000,3.000,0.000,0.000,1.000,3.500,0.000
000000000080000047,4000,false,PD,008,17.000,2.000,5.002,3.852,1.292,7.750,6.124
000000000080000047,2000,false,VB,001,17.000,3.000,1.427,1.086,1.000,3.000,4.618
000000000010000166,3000,false,VB,001,53.000,2.000,10.618,6.881,1.750,10.500,23.908
000000000010000167,2000,false,PD,007,32.000,2.000,4.986,4.031,1.000,4.750,8.786
000000000010000168,3000,false,PD,002,28.000,2.000,3.746,2.201,1.000,6.000,8.289
000000000010000168,4000,false,VB,006,28.000,3.000,0.482,0.361,1.000,1.750,1.764
000000000030000037,4000,false,PD,003,15.000,0.000,0.000,0.000,1.542,9.250,0.000
000000000010000169,3000,false,PD,008,146.000,0.000,9.440,3.918,1.000,4.250,10.586
000000000010000170,1000,false,VB,003,29.000,0.000,2.814,2.050,1.000,3.500,4.384
000000000080000048,3000,false,VB,007,35.000,0.000,2.681,1.649,1.667,10.000,16.448
000000000010000171,1000,false,PD,003,139.000,1.000,9.241,3.784,1.000,5.000,9.241
000000000010000172,2000,false,VB,008,82.000,3.000,4.417,2.337,1.000,3.250,4.417
000000000010000172,3000,false,PD,010,82.000,3.000,6.425,3.478,1.000,4.000,6.425
000000000010000173,4000,false,VB,003,45.000,3.000,2.323,1.755,1.000,2.000,2.972
000000000080000049,3000,false,PD,005,96.000,0.000,13.679,8.092,2.208,13.250,30.178
000000000010000174,3000,false,PD,009,33.000,0.000,3.542,2.716,1.000,3.000,6.584
000000000010000175,1000,false,PD,002,142.000,2.000,9.451,4.820,1.500,9.000,17.107
000000000010000176,2000,false,VB,006,94.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000176,4000,false,VB,004,94.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000177,1000,false,VB,001,223.000,2.000,19.297,9.232,1.000,5.000,19.297
000000000030000038,3000,false,PD,001,148.000,2.000,0.000,0.000,1.958,11.750,0.000
000000000010000178,1000,false,VB,008,47.000,1.000,55.328,14.403,26.458,158.750,175.708
000000000010000179,2000,false,PD,007,150.000,3.000,5.787,2.933,1.000,5.500,18.243
000000000080000050,3000,false,VB,009,16.000,2.000,4.032,3.114,1.333,8.000,11.950
000000000080000051,2000,false,VB,007,51.000,0.000,5.006,3.088,1.208,7.250,14.915
000000000010000180,3000,false,PD,008,11.000,0.000,5.039,1.138,9.167,55.000,25.464
000000000090000010,2000,false,ND,006,8.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000010,1000,false,ND,002,8.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000181,3000,false,VB,008,45.000,1.000,0.981,0.590,1.000,1.500,1.373
000000000080000052,4000,false,VB,003,142.000,0.000,10.025,6.694,1.000,2.500,10.025
000000000010000182,4000,false,PD,002,49.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000182,3000,false,VB,002,0.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000183,1000,false,PD,010,42.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000030000039,1000,false,PD,003,39.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000010000184,3000,false,PD,007,70.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000040,2000,false,PD,004,24.000,2.000,0.000,0.000,2.333,14.000,0.000
000000000010000185,3000,false,VB,010,30.000,3.000,72.258,18.874,34.750,208.500,138.942
000000000010000185,2000,false,VB,009,30.000,2.000,18.303,4.626,23.750,142.500,125.739
000000000010000186,3000,false,VB,005,37.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000041,4000,false,PD,004,66.000,3.000,0.000,0.000,1.958,11.750,0.000
000000000030000042,1000,false,PD,001,30.000,0.000,0.000,0.000,1.583,9.500,0.000
000000000010000187,4000,false,VB,007,60.000,0.000,6.034,3.709,1.125,6.750,13.861
000000000010000188,2000,false,VB,006,108.000,2.000,6.156,3.856,1.000,3.250,7.340
000000000010000188,4000,false,PD,004,108.000,1.000,3.363,2.266,1.000,2.250,6.382
000000000080000053,1000,false,PD,005,50.000,0.000,4.999,3.327,1.000,3.750,7.876
000000000010000189,4000,false,PD,006,28.000,3.000,0.615,0.381,1.000,3.500,5.656
000000000010000190,2000,false,VB,002,109.000,0.000,3.647,1.740,1.000,4.250,8.217
000000000010000191,1000,false,VB,009,59.000,2.000,82.960,12.005,26.417,158.500,101.177
000000000010000192,2000,false,VB,010,14.000,0.000,0.339,0.273,1.000,1.500,1.310
000000000080000054,3000,false,VB,001,22.000,2.000,2.681,2.099,1.000,6.000,8.391
000000000010000193,1000,false,VB,006,36.000,1.000,6.928,5.115,1.333,8.000,8.793
000000000010000193,4000,false,VB,006,36.000,0.000,8.211,6.178,1.083,6.500,12.055
000000000010000194,4000,false,VB,004,35.000,3.000,6.601,4.673,1.125,6.750,7.746
000000000010000195,1000,false,PD,005,86.000,0.000,122.283,22.514,39.042,234.250,442.019
000000000010000195,4000,false,VB,002,86.000,2.000,49.007,7.496,18.833,113.000,141.651
000000000010000196,4000,false,PD,007,198.000,2.000,3.128,1.182,1.000,2.500,7.601
000000000010000197,3000,false,VB,005,30.000,3.000,6.534,4.383,1.458,8.750,14.333
000000000010000198,4000,false,VB,002,208.000,2.000,19.839,8.834,1.500,9.000,28.584
000000000010000198,2000,false,VB,009,208.000,1.000,22.690,9.637,1.083,6.500,22.690
000000000010000199,3000,false,VB,009,30.000,1.000,15.819,4.877,17.542,105.250,68.825
000000000030000043,3000,false,PD,010,37.000,3.000,0.000,0.000,1.458,8.750,0.000
000000000030000044,3000,false,PD,002,48.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000090000011,2000,false,ND,001,59.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000200,1000,false,VB,002,79.000,0.000,4.982,2.563,1.000,3.250,7.900
000000000010000201,2000,false,PD,008,7.000,3.000,0.458,0.381,1.000,2.000,1.907
000000000030000045,1000,false,PD,002,84.000,1.000,0.000,0.000,1.083,6.500,0.000
000000000010000202,3000,false,PD,003,18.000,3.000,4.882,3.365,2.375,14.250,16.505
000000000010000203,1000,false,VB,007,148.000,2.000,6.701,2.637,1.000,4.750,11.796
000000000010000204,1000,false,PD,005,131.000,1.000,5.010,2.433,1.000,4.250,7.655
000000000010000204,4000,false,VB,003,131.000,0.000,11.289,5.325,1.000,6.000,13.261
000000000010000205,3000,false,VB,002,51.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000205,4000,false,VB,008,51.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000206,3000,false,PD,010,55.000,2.000,33.314,4.951,29.542,177.250,142.779
000000000010000207,1000,false,VB,002,9.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000208,3000,false,VB,001,64.000,3.000,1.717,1.095,1.000,2.500,3.904
000000000080000055,2000,false,VB,002,39.000,1.000,1.761,1.111,1.167,7.000,10.236
000000000080000055,3000,false,VB,010,39.000,0.000,3.478,1.895,1.000,5.000,8.282
000000000010000209,1000,false,VB,003,91.000,3.000,14.347,9.047,2.250,13.500,37.088
000000000010000210,4000,false,PD,008,9.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000211,1000,false,PD,010,15.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000212,4000,false,PD,004,11.000,2.000,24.489,9.897,22.792,136.750,119.462
000000000010000213,2000,false,VB,006,15.000,1.000,11.645,3.312,13.625,81.750,72.923
000000000010000213,4000,false,VB,007,15.000,2.000,30.284,8.858,31.833,191.000,169.763
000000000030000046,4000,false,PD,005,77.000,1.000,0.000,0.000,2.458,14.750,0.000
000000000010000214,4000,false,PD,007,56.000,1.000,4.176,2.812,1.000,2.750,6.833
000000000010000214,1000,false,PD,009,56.000,0.000,6.181,3.767,1.000,5.750,6.181
000000000010000215,1000,false,VB,007,31.000,2.000,0.848,0.595,1.000,1.000,1.008
000000000010000215,3000,false,PD,007,31.000,2.000,1.180,0.678,1.000,4.500,3.233
000000000010000216,2000,false,VB,006,71.000,2.000,11.276,7.468,1.500,9.000,12.110
000000000010000216,3000,false,VB,006,71.000,0.000,14.517,9.021,1.917,11.500,16.376
000000000010000217,1000,false,VB,006,34.000,1.000,1.055,0.729,1.000,1.000,1.421
000000000010000217,4000,false,VB,001,34.000,3.000,1.869,1.095,1.000,4.000,6.511
000000000010000218,2000,false,PD,001,43.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000219,1000,false,VB,004,124.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000047,4000,false,PD,004,30.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000080000056,2000,false,VB,006,16.000,0.000,5.151,3.792,2.167,13.000,17.364
000000000010000220,4000,false,VB,006,40.000,1.000,7.711,4.925,1.833,11.000,8.893
000000000010000221,3000,false,PD,007,36.000,3.000,2.794,1.859,1.000,4.750,6.216
000000000010000222,3000,false,VB,002,155.000,3.000,10.736,5.397,1.375,8.250,30.427
000000000010000223,2000,false,VB,009,133.000,0.000,4.190,1.784,1.000,5.000,7.452
000000000010000224,4000,false,VB,001,49.000,3.000,2.192,1.092,1.000,6.000,6.325
000000000010000225,3000,false,VB,010,89.000,3.000,2.371,1.365,1.000,4.500,10.018
000000000010000226,1000,false,VB,003,49.000,0.000,7.213,4.683,1.333,8.000,7.735
000000000010000227,3000,false,VB,010,86.000,3.000,212.118,47.474,39.333,236.000,383.939
000000000010000228,1000,false,VB,007,185.000,3.000,13.393,6.158,1.000,6.000,19.561
000000000030000048,1000,false,PD,001,39.000,3.000,0.000,0.000,1.042,6.250,0.000
000000000010000229,1000,false,VB,005,51.000,1.000,0.545,0.420,1.000,1.000,1.384
000000000010000229,3000,false,PD,005,51.000,0.000,0.845,0.615,1.000,1.000,1.506
000000000080000057,3000,false,PD,006,25.000,1.000,5.467,3.648,2.083,12.500,18.419
000000000010000230,3000,false,VB,005,20.000,2.000,12.269,3.365,14.708,88.250,83.677
000000000010000230,4000,false,PD,008,20.000,2.000,9.375,2.014,12.958,77.750,46.587
000000000010000231,2000,false,VB,006,50.000,2.000,1.400,1.006,1.000,1.250,2.395
000000000010000231,3000,false,VB,005,50.000,3.000,1.208,0.839,1.000,1.500,1.790
000000000010000232,1000,false,VB,004,23.000,1.000,9.201,1.745,15.083,90.500,70.567
000000000010000233,4000,false,PD,003,140.000,0.000,1.720,1.062,1.000,1.000,1.799
000000000010000234,4000,false,VB,006,113.000,2.000,6.679,4.684,1.000,3.750,12.913
000000000030000049,2000,false,PD,006,80.000,0.000,0.000,0.000,1.000,5.500,0.000
000000000030000050,1000,false,PD,010,15.000,1.000,0.000,0.000,1.000,3.250,0.000
000000000010000235,2000,false,PD,005,41.000,2.000,4.519,2.857,1.000,4.250,4.981
000000000010000236,4000,false,VB,006,99.000,2.000,74.355,11.631,12.042,72.250,143.011
000000000010000237,4000,false,VB,007,38.000,1.000,28.787,5.777,33.042,198.250,263.279
000000000010000238,2000,false,VB,002,0.000,2.000,26.624,16.011,1.542,9.250,28.158
000000000030000051,4000,false,PD,004,18.000,3.000,0.000,0.000,1.000,5.250,0.000
000000000010000239,1000,false,PD,002,93.000,1.000,10.856,6.630,2.000,12.000,19.548
000000000010000240,3000,false,VB,001,33.000,1.000,1.303,0.925,1.000,1.250,1.756
000000000010000241,4000,false,PD,003,34.000,2.000,0.865,0.590,1.000,3.000,2.877
000000000010000241,3000,false,PD,008,34.000,3.000,2.980,1.898,1.000,4.000,5.631
000000000030000052,1000,false,PD,006,31.000,2.000,0.000,0.000,1.917,11.500,0.000
000000000010000242,1000,false,VB,003,107.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000053,3000,false,PD,001,87.000,1.000,0.000,0.000,2.417,14.500,0.000
000000000030000053,4000,false,PD,001,87.000,0.000,0.000,0.000,1.583,9.500,0.000
000000000010000243,4000,false,PD,008,38.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000243,3000,false,VB,006,38.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000080000058,1000,false,PD,004,33.000,0.000,5.569,3.107,1.542,9.250,6.819
000000000010000244,3000,false,VB,001,69.000,1.000,12.683,7.622,1.792,10.750,27.276
000000000010000245,1000,false,VB,007,125.000,0.000,23.367,14.256,1.792,10.750,23.367
000000000010000246,4000,false,PD,010,90.000,2.000,23.272,12.249,2.750,16.500,23.272
000000000030000054,1000,false,PD,004,60.000,2.000,0.000,0.000,1.000,5.000,0.000
000000000030000054,4000,false,PD,010,60.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000030000055,2000,false,PD,005,0.000,3.000,0.000,0.000,1.000,4.000,0.000
000000000010000247,2000,false,VB,006,117.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000080000059,2000,false,VB,007,49.000,1.000,2.979,1.605,1.000,4.500,4.196
000000000010000248,4000,false,PD,003,48.000,2.000,1.313,0.816,1.000,1.250,1.313
000000000010000249,2000,false,PD,010,11.000,2.000,0.313,0.236,1.000,1.500,0.856
000000000010000250,1000,false,VB,007,15.000,0.000,34.561,8.526,34.250,205.500,145.252
000000000010000251,3000,false,VB,009,137.000,1.000,16.962,6.431,2.458,14.750,22.162
000000000010000252,1000,false,VB,009,37.000,3.000,19.085,3.544,12.875,77.250,100.989
000000000010000253,3000,false,VB,008,84.000,1.000,2.377,1.103,1.125,6.750,14.198
000000000090000012,3000,false,ND,001,42.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000254,3000,false,VB,003,219.000,1.000,15.703,6.892,1.000,6.000,15.703
000000000010000254,2000,false,VB,004,219.000,1.000,10.179,3.841,1.875,11.250,41.925
000000000010000255,2000,false,PD,010,58.000,0.000,86.851,11.822,22.167,133.000,193.249
000000000090000013,4000,false,ND,009,31.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000080000060,3000,false,VB,005,45.000,0.000,1.732,1.146,1.000,3.000,4.474
000000000090000014,4000,false,ND,010,39.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000090000014,3000,false,ND,008,39.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000030000056,4000,false,PD,008,25.000,3.000,0.000,0.000,1.208,7.250,0.000
000000000010000256,2000,false,VB,007,28.000,1.000,24.406,5.150,13.667,82.000,42.778
000000000030000057,2000,false,PD,007,58.000,1.000,0.000,0.000,1.000,4.500,0.000
000000000030000058,2000,false,PD,003,41.000,0.000,0.000,0.000,1.000,3.750,0.000
000000000010000257,1000,false,VB,002,140.000,3.000,0.931,0.506,1.000,1.250,3.792
000000000010000258,3000,false,VB,003,60.000,2.000,18.649,10.604,2.458,14.750,18.649
000000000010000259,4000,false,PD,003,0.000,1.000,2.495,1.591,1.750,10.500,9.497
000000000010000260,3000,false,VB,008,129.000,2.000,17.690,8.300,1.375,8.250,17.690
000000000080000061,2000,false,VB,003,23.000,0.000,5.281,3.764,1.542,9.250,14.028
000000000080000061,3000,false,VB,008,23.000,2.000,2.799,2.126,1.000,5.500,4.564
000000000080000062,3000,false,VB,004,23.000,0.000,1.271,0.832,1.333,8.000,10.546
000000000080000063,2000,false,VB,001,27.000,3.000,3.194,1.693,1.125,6.750,7.151
000000000080000063,3000,false,VB,010,27.000,0.000,3.883,2.311,1.208,7.250,10.189
000000000010000261,1000,false,VB,001,189.000,1.000,8.950,4.466,1.000,2.500,8.950
000000000080000064,4000,false,PD,004,31.000,1.000,7.640,4.893,2.208,13.250,17.409
000000000010000262,1000,false,VB,007,51.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000262,3000,false,VB,005,51.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000263,4000,false,VB,001,21.000,2.000,30.439,9.854,18.542,111.250,64.828
000000000030000059,1000,false,PD,010,11.000,2.000,0.000,0.000,1.167,7.000,0.000
000000000010000264,4000,false,VB,008,93.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000265,2000,false,VB,010,102.000,0.000,9.412,4.936,2.250,13.500,39.734
000000000010000265,3000,false,VB,008,102.000,2.000,14.607,8.559,1.875,11.250,21.395
000000000010000266,1000,false,PD,007,17.000,2.000,40.254,14.597,29.958,179.750,132.836
000000000010000267,3000,false,PD,001,112.000,0.000,9.405,6.367,1.000,5.750,14.030
000000000010000268,2000,false,PD,007,19.000,1.000,1.595,1.099,1.000,4.250,5.162
000000000010000268,4000,false,VB,002,19.000,2.000,5.453,3.382,2.167,13.000,16.513
000000000010000269,2000,false,VB,010,23.000,1.000,4.766,3.544,1.250,7.500,11.942
000000000010000269,1000,false,VB,001,23.000,2.000,7.247,4.659,2.333,14.000,12.717
000000000010000270,1000,false,VB,002,90.000,0.000,15.229,9.620,1.375,8.250,17.018
000000000010000271,2000,false,VB,008,135.000,2.000,3.386,2.059,1.000,1.750,4.408
000000000010000272,1000,false,PD,003,109.000,0.000,7.524,3.835,1.000,4.750,13.314
000000000010000273,2000,false,PD,004,231.000,2.000,9.128,4.135,1.000,2.750,11.929
000000000010000274,3000,false,PD,002,116.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000065,4000,false,VB,008,21.000,1.000,2.300,1.783,1.083,6.500,5.463
000000000080000065,3000,false,VB,005,21.000,0.000,3.867,2.600,2.042,12.250,10.547
000000000010000275,3000,false,PD,010,17.000,3.000,1.684,1.196,1.000,3.000,3.445
000000000030000060,1000,false,PD,003,78.000,3.000,0.000,0.000,1.000,5.250,0.000
000000000030000061,3000,false,PD,005,31.000,1.000,0.000,0.000,1.000,3.250,0.000
000000000080000066,1000,false,VB,001,53.000,3.000,0.846,0.480,1.000,3.000,5.541
000000000080000066,4000,false,PD,004,53.000,1.000,8.948,3.495,2.625,15.750,11.086
000000000010000276,2000,false,PD,007,21.000,1.000,32.532,7.373,33.125,198.750,132.568
000000000010000277,4000,false,VB,005,18.000,3.000,4.182,3.105,1.500,9.000,8.802
000000000010000278,2000,false,VB,010,104.000,0.000,0.517,0.362,1.000,1.000,1.810
000000000010000279,1000,false,VB,001,13.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000279,2000,false,VB,009,13.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000062,2000,false,PD,004,25.000,0.000,0.000,0.000,1.042,6.250,0.000
000000000010000280,1000,false,VB,010,33.000,0.000,24.751,5.441,32.667,196.000,102.021
000000000030000063,4000,false,PD,002,16.000,1.000,0.000,0.000,1.583,9.500,0.000
000000000030000064,1000,false,PD,003,26.000,3.000,0.000,0.000,1.542,9.250,0.000
000000000010000281,3000,false,VB,006,52.000,0.000,2.345,1.789,1.000,3.750,5.558
000000000010000281,2000,false,VB,003,52.000,1.000,2.717,1.993,1.000,4.000,7.851
000000000010000282,3000,false,VB,010,66.000,2.000,4.451,2.883,1.000,3.750,9.367
000000000010000283,3000,false,VB,008,127.000,2.000,6.585,3.936,1.000,4.500,10.682
000000000030000065,1000,false,PD,006,43.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000010000284,2000,false,PD,003,145.000,2.000,4.894,2.676,1.000,4.250,15.980
000000000010000284,4000,false,VB,002,145.000,0.000,10.686,6.421,1.208,7.250,20.052
000000000010000285,1000,false,VB,006,34.000,0.000,39.800,13.223,23.292,139.750,169.852
000000000080000067,2000,false,PD,006,28.000,1.000,0.613,0.349,1.000,4.000,2.506
000000000080000067,3000,false,PD,003,28.000,2.000,5.179,2.831,1.583,9.500,13.254
000000000010000286,4000,false,VB,007,136.000,2.000,10.882,6.542,1.250,7.500,15.133
000000000080000068,3000,false,PD,001,38.000,1.000,10.837,7.367,1.750,10.500,18.861
000000000080000069,2000,false,VB,005,39.000,3.000,11.388,7.636,1.667,10.000,19.084
000000000080000069,4000,false,VB,009,39.000,0.000,3.769,2.423,1.125,6.750,8.834
000000000090000015,1000,false,ND,006,57.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000287,2000,false,VB,002,103.000,2.000,1.994,1.101,1.000,1.500,4.102
000000000080000070,4000,false,PD,006,134.000,3.000,16.900,10.481,1.000,6.000,16.900
000000000080000070,2000,false,VB,007,134.000,3.000,8.449,5.729,1.000,4.000,16.462
000000000010000288,3000,false,VB,004,25.000,1.000,4.124,2.246,2.625,15.750,15.149
000000000010000288,1000,false,PD,001,25.000,0.000,3.812,2.288,1.208,7.250,8.906
000000000010000289,4000,false,PD,004,33.000,2.000,42.476,9.977,35.958,215.750,255.134
000000000010000290,2000,false,VB,004,124.000,3.000,137.404,15.557,33.667,202.000,333.217
000000000010000291,2000,false,VB,003,15.000,3.000,0.585,0.506,1.000,1.000,0.997
000000000010000292,2000,false,VB,003,112.000,2.000,4.548,3.228,1.000,2.000,7.009
000000000080000071,1000,false,PD,003,12.000,1.000,0.999,0.641,2.167,13.000,15.526
000000000080000072,1000,false,VB,007,30.000,2.000,3.210,1.723,2.417,14.500,14.354
000000000010000293,4000,false,VB,001,76.000,0.000,7.815,5.145,1.375,8.250,22.219
000000000010000293,3000,false,VB,005,76.000,3.000,5.025,3.347,1.000,2.250,5.025
000000000080000073,3000,false,VB,001,118.000,0.000,25.819,15.167,1.875,11.250,25.819
