Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Extwg,Sernp
000000000010001116,false,ERSA,MECH-PUMP,,EA,,300,
000000000030000282,false,ERSA,HYDR-ASSY,,EA,,100,
000000000090000060,false,ERSA,MECH-PUMP,ELL734732,EA,01,200,
000000000010001117,false,HIBE,MECH-PUMP,,EA,,400,
000000000010001118,false,ERSA,MECH-SEAL,,EA,,300,
000000000030000283,false,ERSA,MECH-SEAL,ELL243547,EA,,100,
000000000010001119,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000272,false,ERSA,CONV-COMP,,EA,,400,
000000000010001120,false,HIBE,ELEC-MOTR,,EA,,200,
000000000010001121,false,ERSA,MECH-GBOX,,EA,,200,
000000000080000273,false,ERSA,MECH-SEAL,,EA,,300,Z00R
000000000010001122,false,ERSA,MECH-SEAL,ELL111503,EA,,200,
000000000010001123,false,ERSA,MECH-SEAL,,EA,,200,
000000000030000284,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001124,false,HIBE,CONV-COMP,,EA,,,
000000000010001125,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010001126,false,ERSA,ELEC-CTRL,,EA,,300,
000000000080000274,false,ERSA,CONV-COMP,ELL845366,EA,,400,
000000000090000061,false,ERSA,MECH-BRG,,EA,01,300,
000000000010001127,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010001128,false,ERSA,MILL-LINR,,EA,,,
000000000010001129,false,HIBE,CONV-COMP,,EA,,200,
000000000010001130,false,ERSA,MECH-SEAL,,EA,,400,
000000000030000285,false,ERSA,INST-XMTR,,EA,,100,
000000000080000275,false,ERSA,MECH-SEAL,,EA,,200,
000000000010001131,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010001132,false,ERSA,MECH-GBOX,ELL339529,EA,,,
000000000030000286,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010001133,false,ERSA,MECH-GBOX,,EA,,300,
000000000010001134,false,HIBE,ELEC-MOTR,,EA,,,
000000000010001135,false,ERSA,MECH-BRG,,EA,,400,
000000000080000276,false,ERSA,MILL-LINR,ELL208948,EA,,300,
000000000010001136,false,ERSA,MILL-LINR,,EA,,300,
000000000010001137,false,ERSA,MECH-SEAL,ELL852689,EA,,300,
000000000010001138,false,ERSA,INST-XMTR,,EA,,,
000000000010001139,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010001140,false,ERSA,CONV-COMP,,EA,,200,
000000000010001141,false,ERSA,CONV-COMP,,EA,,400,
000000000010001142,false,ERSA,MECH-BRG,,EA,,,
000000000010001143,false,ERSA,HYDR-ASSY,,EA,,200,
000000000080000277,false,ERSA,ELEC-MOTR,ELL926326,EA,,400,0001
000000000010001144,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010001145,false,ERSA,INST-XMTR,,EA,,400,
000000000030000287,false,ERSA,MECH-GBOX,ELL817083,EA,,100,
000000000010001146,false,ERSA,MECH-PUMP,ELL793044,EA,,200,
000000000090000062,false,ERSA,MECH-GBOX,,EA,01,,
000000000010001147,false,ERSA,MILL-LINR,,EA,,400,
000000000010001148,false,ERSA,MECH-PUMP,,EA,,400,
000000000080000278,false,ERSA,HYDR-ASSY,,EA,,400,
000000000080000279,false,ERSA,CONV-COMP,ELL349125,EA,,300,
000000000010001149,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001150,false,ERSA,MECH-SEAL,,EA,,200,
000000000010001151,false,ERSA,MECH-BRG,ELL455602,EA,,200,
000000000010001152,false,ERSA,MILL-LINR,,EA,,200,
000000000010001153,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001154,false,ERSA,MILL-LINR,ELL872152,EA,,300,
000000000010001155,false,HIBE,INST-XMTR,,EA,,300,
000000000010001156,false,ERSA,MECH-PUMP,,EA,,200,
000000000010001157,false,HIBE,CONV-COMP,,EA,,300,
000000000080000280,false,HIBE,MECH-GBOX,,EA,,200,
000000000010001158,false,ERSA,INST-XMTR,,EA,,200,
000000000010001159,false,ERSA,ELEC-CTRL,,EA,,,
000000000010001160,false,ERSA,MECH-PUMP,,EA,,300,
000000000080000281,false,ERSA,MILL-LINR,,EA,,,
000000000080000282,false,ERSA,MECH-GBOX,,EA,,300,Z00R
000000000090000063,false,ERSA,ELEC-CTRL,,EA,01,300,
000000000010001161,false,ERSA,MECH-PUMP,ELL957247,EA,,300,
000000000010001162,false,ERSA,ELEC-MOTR,,EA,,300,
000000000010001163,false,ERSA,MILL-LINR,,EA,,,
000000000010001164,false,ERSA,MECH-PUMP,,EA,,300,
000000000010001165,false,ERSA,MECH-SEAL,,EA,,,
000000000090000064,false,ERSA,MECH-SEAL,ELL851970,EA,01,300,
000000000010001166,false,ERSA,MECH-BRG,,EA,,400,
000000000010001167,false,ERSA,MECH-PUMP,,EA,,300,
000000000010001168,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010001169,false,ERSA,INST-XMTR,,EA,,400,
000000000010001170,false,ERSA,CONV-COMP,,EA,,200,
000000000090000065,false,ERSA,MECH-GBOX,,EA,01,,
000000000010001171,false,ERSA,MILL-LINR,,EA,,,
000000000010001172,false,ERSA,INST-XMTR,ELL355512,EA,,,
000000000080000283,false,ERSA,ELEC-MOTR,ELL939261,EA,,300,
000000000030000288,false,ERSA,MECH-BRG,,EA,,100,
000000000030000289,false,ERSA,INST-XMTR,,EA,,100,
000000000010001173,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010001174,false,ERSA,INST-XMTR,,EA,,200,
000000000010001175,false,ERSA,MECH-SEAL,,EA,,200,
000000000010001176,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010001177,false,ERSA,ELEC-CTRL,,EA,,,
000000000010001178,false,ERSA,MECH-PUMP,,EA,,200,
000000000010001179,false,ERSA,ELEC-CTRL,ELL185064,EA,,,
000000000010001180,false,ERSA,CONV-COMP,,EA,,400,
000000000010001181,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010001182,false,ERSA,ELEC-MOTR,,EA,,200,
000000000030000290,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001183,false,HIBE,MILL-LINR,ELL451714,EA,,200,
000000000010001184,false,ERSA,INST-XMTR,,EA,,200,
000000000080000284,false,ERSA,CONV-COMP,,EA,,300,Z00R
000000000080000285,false,ERSA,MILL-LINR,,EA,,200,
000000000010001185,false,ERSA,MECH-GBOX,ELL415986,EA,,,
000000000030000291,false,ERSA,MILL-LINR,,EA,,100,
000000000010001186,false,ERSA,MECH-GBOX,,EA,,,
000000000030000292,false,ERSA,MILL-LINR,ELL772479,EA,,100,
000000000010001187,false,ERSA,MILL-LINR,ELL173530,EA,,,
000000000010001188,false,ERSA,MECH-PUMP,,EA,,,
000000000030000293,false,ERSA,CONV-COMP,ELL395435,EA,,100,
000000000010001189,false,ERSA,MECH-PUMP,,EA,,300,
000000000080000286,false,ERSA,MECH-GBOX,,EA,,300,
000000000010001190,false,ERSA,MECH-BRG,,EA,,200,
000000000010001191,false,ERSA,MECH-BRG,,EA,,,
000000000080000287,false,ERSA,HYDR-ASSY,,EA,,,
000000000010001192,false,ERSA,CONV-COMP,,EA,,400,
000000000010001193,false,ERSA,INST-XMTR,,EA,,300,
000000000010001194,false,ERSA,CONV-COMP,,EA,,400,
000000000010001195,false,ERSA,MECH-BRG,,EA,,300,
000000000010001196,false,ERSA,MECH-BRG,,EA,,200,
000000000090000066,false,ERSA,HYDR-ASSY,ELL199226,EA,01,400,
000000000010001197,false,ERSA,MECH-GBOX,,EA,,,
000000000010001198,false,ERSA,ELEC-CTRL,ELL641456,EA,,400,
000000000010001199,false,ERSA,CONV-COMP,,EA,,400,
000000000010001200,false,ERSA,HYDR-ASSY,ELL285706,EA,,300,
000000000010001201,false,ERSA,CONV-COMP,ELL468809,EA,,200,
000000000010001202,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001203,false,ERSA,MECH-PUMP,ELL227163,EA,,200,
000000000010001204,false,ERSA,MECH-BRG,ELL902875,EA,,400,
000000000010001205,false,ERSA,MECH-PUMP,,EA,,400,
000000000010001206,false,HIBE,ELEC-MOTR,,EA,,,
000000000030000294,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010001207,false,ERSA,INST-XMTR,,EA,,300,
000000000030000295,false,HIBE,ELEC-MOTR,,EA,,100,
000000000030000296,false,ERSA,CONV-COMP,,EA,,100,
000000000090000067,false,ERSA,ELEC-MOTR,,EA,01,300,
000000000010001208,false,ERSA,MECH-SEAL,,EA,,,
000000000010001209,false,ERSA,MILL-LINR,ELL687222,EA,,300,
000000000010001210,false,ERSA,MILL-LINR,,EA,,400,
000000000030000297,false,ERSA,ELEC-MOTR,,EA,,100,
000000000030000298,false,ERSA,ELEC-MOTR,ELL260214,EA,,100,
000000000010001211,false,ERSA,MECH-PUMP,ELL548896,EA,,200,
000000000010001212,false,ERSA,CONV-COMP,ELL544965,EA,,,
000000000010001213,false,ERSA,ELEC-CTRL,ELL440476,EA,,200,
000000000010001214,false,ERSA,MILL-LINR,,EA,,300,
000000000010001215,false,ERSA,MECH-GBOX,,EA,,200,
000000000030000299,false,ERSA,MECH-SEAL,,EA,,100,
000000000080000288,false,ERSA,MILL-LINR,,EA,,200,0001
000000000080000289,false,ERSA,INST-XMTR,,EA,,200,
000000000030000300,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010001216,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000290,false,HIBE,HYDR-ASSY,,EA,,200,
000000000010001217,false,ERSA,MILL-LINR,,EA,,400,
000000000010001218,false,HIBE,ELEC-CTRL,,EA,,300,
000000000010001219,false,ERSA,MILL-LINR,,EA,,200,
000000000010001220,false,ERSA,HYDR-ASSY,ELL584442,EA,,,
000000000010001221,false,ERSA,MECH-GBOX,,EA,,300,
000000000030000301,false,HIBE,MECH-GBOX,ELL441445,EA,,100,
000000000010001222,false,ERSA,MILL-LINR,,EA,,300,
000000000030000302,false,ERSA,CONV-COMP,,EA,,100,
000000000010001223,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010001224,false,ERSA,MECH-PUMP,ELL312649,EA,,300,
000000000010001225,false,ERSA,HYDR-ASSY,,EA,,300,
000000000080000291,false,ERSA,INST-XMTR,,EA,,200,
000000000010001226,false,ERSA,CONV-COMP,ELL236908,EA,,200,
000000000080000292,false,ERSA,MECH-SEAL,ELL684516,EA,,400,
000000000010001227,false,HIBE,MILL-LINR,,EA,,200,
000000000010001228,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001229,false,ERSA,HYDR-ASSY,,EA,,,
000000000090000068,false,ERSA,INST-XMTR,,EA,01,200,
000000000010001230,false,ERSA,MECH-GBOX,,EA,,,
000000000030000303,false,ERSA,MECH-SEAL,,EA,,100,
000000000010001231,false,ERSA,CONV-COMP,ELL599346,EA,,300,
000000000010001232,false,HIBE,MILL-LINR,ELL374209,EA,,300,
000000000010001233,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010001234,false,ERSA,MILL-LINR,,EA,,,
000000000010001235,false,ERSA,INST-XMTR,ELL340839,EA,,200,
000000000010001236,false,ERSA,MILL-LINR,,EA,,200,
000000000010001237,false,ERSA,MECH-SEAL,ELL690540,EA,,,
000000000030000304,false,ERSA,MILL-LINR,,EA,,100,
000000000090000069,false,ERSA,MECH-GBOX,,EA,01,400,
000000000080000293,false,ERSA,CONV-COMP,ELL274760,EA,,300,
000000000010001238,false,ERSA,MECH-BRG,,EA,,300,
000000000010001239,false,ERSA,MECH-BRG,,EA,,400,
000000000010001240,false,ERSA,ELEC-CTRL,,EA,,,
000000000080000294,false,ERSA,ELEC-CTRL,,EA,,300,
000000000080000295,false,ERSA,MILL-LINR,,EA,,300,
000000000030000305,false,ERSA,MECH-GBOX,ELL315170,EA,,100,
000000000010001241,false,ERSA,MECH-GBOX,,EA,,200,
000000000010001242,false,ERSA,ELEC-CTRL,ELL804408,EA,,200,
000000000030000306,false,ERSA,MECH-PUMP,ELL707968,EA,,100,
000000000010001243,false,ERSA,CONV-COMP,,EA,,400,
000000000030000307,false,ERSA,MILL-LINR,,EA,,100,
000000000010001244,false,ERSA,ELEC-MOTR,,EA,,400,
000000000030000308,false,HIBE,ELEC-MOTR,,EA,,100,
000000000030000309,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010001245,false,HIBE,CONV-COMP,,EA,,400,
000000000010001246,false,ERSA,MECH-SEAL,,EA,,400,
000000000010001247,false,ERSA,MECH-PUMP,ELL107384,EA,,,
000000000010001248,false,ERSA,ELEC-MOTR,,EA,,300,
000000000010001249,false,ERSA,CONV-COMP,,EA,,,
000000000090000070,false,HIBE,CONV-COMP,,EA,01,,
000000000010001250,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010001251,false,ERSA,MECH-BRG,,EA,,200,
000000000090000071,false,ERSA,INST-XMTR,ELL354680,EA,01,200,
000000000010001252,false,ERSA,MECH-SEAL,ELL241667,EA,,200,
000000000010001253,false,ERSA,MECH-PUMP,ELL255570,EA,,300,
000000000080000296,false,ERSA,HYDR-ASSY,,EA,,200,Z00R
000000000010001254,false,ERSA,HYDR-ASSY,ELL143970,EA,,,
000000000030000310,false,ERSA,MECH-SEAL,,EA,,100,
000000000030000311,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010001255,false,ERSA,INST-XMTR,,EA,,300,
000000000010001256,false,ERSA,MECH-GBOX,,EA,,400,
000000000010001257,false,ERSA,MECH-GBOX,,EA,,,
000000000010001258,false,ERSA,INST-XMTR,,EA,,,
000000000010001259,false,ERSA,MECH-PUMP,,EA,,400,
000000000030000312,false,ERSA,MECH-SEAL,ELL144037,EA,,100,
000000000010001260,false,ERSA,HYDR-ASSY,ELL886964,EA,,,
000000000090000072,false,HIBE,MECH-SEAL,,EA,01,200,
000000000010001261,false,ERSA,MECH-BRG,,EA,,,
000000000010001262,false,ERSA,MECH-SEAL,,EA,,200,
000000000010001263,false,ERSA,MECH-GBOX,,EA,,200,
000000000010001264,false,ERSA,INST-XMTR,,EA,,,
000000000030000313,false,ERSA,HYDR-ASSY,,EA,,100,
000000000030000314,false,ERSA,MECH-BRG,,EA,,100,
000000000030000315,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001265,false,ERSA,MECH-PUMP,,EA,,400,
000000000010001266,false,ERSA,INST-XMTR,,EA,,200,
000000000030000316,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010001267,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001268,false,ERSA,INST-XMTR,,EA,,300,
000000000030000317,false,HIBE,MECH-SEAL,,EA,,100,
000000000080000297,false,ERSA,MECH-PUMP,,EA,,,Z00R
000000000010001269,false,HIBE,MECH-BRG,,EA,,200,
000000000010001270,false,ERSA,CONV-COMP,,EA,,400,
000000000010001271,false,ERSA,MECH-BRG,,EA,,,
000000000010001272,false,HIBE,MECH-PUMP,,EA,,200,
000000000010001273,false,HIBE,MILL-LINR,,EA,,400,
000000000010001274,false,ERSA,INST-XMTR,,EA,,,
000000000010001275,false,ERSA,MECH-PUMP,ELL386928,EA,,,
000000000010001276,false,ERSA,MECH-GBOX,ELL113623,EA,,200,
000000000010001277,false,HIBE,ELEC-MOTR,,EA,,400,
000000000010001278,false,ERSA,MECH-BRG,,EA,,,
000000000030000318,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001279,false,ERSA,MILL-LINR,,EA,,400,
000000000030000319,false,HIBE,MECH-PUMP,,EA,,100,
000000000080000298,false,ERSA,CONV-COMP,,EA,,200,
000000000010001280,false,ERSA,CONV-COMP,ELL374827,EA,,,
000000000010001281,false,ERSA,MILL-LINR,ELL850816,EA,,300,
000000000010001282,false,ERSA,HYDR-ASSY,ELL316477,EA,,,
000000000010001283,false,HIBE,CONV-COMP,,EA,,200,
000000000030000320,false,ERSA,MECH-BRG,,EA,,100,
000000000010001284,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010001285,false,ERSA,INST-XMTR,,EA,,400,
000000000010001286,false,ERSA,ELEC-MOTR,ELL253594,EA,,300,
000000000010001287,false,ERSA,MECH-GBOX,,EA,,400,
000000000010001288,false,ERSA,INST-XMTR,,EA,,300,
000000000030000321,false,ERSA,HYDR-ASSY,ELL904634,EA,,100,
000000000010001289,false,ERSA,INST-XMTR,,EA,,,
000000000030000322,false,ERSA,MECH-SEAL,,EA,,100,
000000000010001290,false,HIBE,MECH-BRG,,EA,,400,
000000000090000073,false,ERSA,CONV-COMP,,EA,01,,
000000000010001291,false,ERSA,MECH-GBOX,ELL444407,EA,,300,
000000000010001292,false,HIBE,INST-XMTR,,EA,,,
000000000010001293,false,ERSA,MECH-PUMP,ELL776809,EA,,200,
000000000080000299,false,ERSA,INST-XMTR,,EA,,400,
000000000010001294,false,ERSA,MECH-BRG,ELL506826,EA,,300,
000000000010001295,false,HIBE,MECH-GBOX,,EA,,300,
000000000010001296,false,ERSA,MILL-LINR,,EA,,200,
000000000010001297,false,HIBE,MECH-GBOX,,EA,,300,
000000000010001298,false,ERSA,ELEC-MOTR,ELL548162,EA,,400,
000000000030000323,false,ERSA,INST-XMTR,ELL281883,EA,,100,
000000000030000324,false,ERSA,MILL-LINR,,EA,,100,
000000000080000300,false,ERSA,MECH-SEAL,ELL446649,EA,,,
000000000010001299,false,ERSA,INST-XMTR,,EA,,400,
