id,entity_type,entity_id,stage_code,stage_name,started_at,completed_at,status,owner_id,source_system
193,RR,35,DOA,DOA Approval,2026-03-02T01:09:36.211764+00:00,2026-03-06T01:09:36.211764+00:00,COMPLETED,3,synthetic
194,RR,35,MRP,MRP Processing,2026-03-06T01:09:36.211764+00:00,2026-03-08T01:09:36.211764+00:00,COMPLETED,,synthetic
195,PR,31,PR_CREATED,PR Created,2026-03-08T01:09:36.211764+00:00,2026-03-08T01:09:36.211764+00:00,COMPLETED,5,synthetic
196,PR,31,RFQ,RFQ,2026-03-09T01:09:36.211764+00:00,2026-03-15T01:09:36.211764+00:00,COMPLETED,5,synthetic
197,PR,31,ARIBA,Ariba Event,2026-03-16T01:09:36.211764+00:00,2026-03-22T01:09:36.211764+00:00,COMPLETED,5,synthetic
198,PR,31,NFA,NFA Approval,2026-03-23T01:09:36.211764+00:00,2026-03-26T01:09:36.211764+00:00,COMPLETED,15,synthetic
199,PR,31,PO_CREATED,PO Created,2026-03-27T01:09:36.211764+00:00,2026-03-27T01:09:36.211764+00:00,COMPLETED,5,synthetic
200,RR,36,RR_CREATED,RR Created,2026-03-12T05:09:36.211764+00:00,2026-03-12T05:09:36.211764+00:00,COMPLETED,6,synthetic
201,RR,36,DOA,DOA Approval,2026-03-12T05:09:36.211764+00:00,2026-03-14T05:09:36.211764+00:00,COMPLETED,15,synthetic
202,RR,36,MRP,MRP Processing,2026-03-14T05:09:36.211764+00:00,2026-03-15T05:09:36.211764+00:00,COMPLETED,,synthetic
203,PR,32,PR_CREATED,PR Created,2026-03-15T05:09:36.211764+00:00,2026-03-15T05:09:36.211764+00:00,COMPLETED,12,synthetic
204,PR,32,NFA,NFA Approval,2026-03-16T05:09:36.211764+00:00,2026-03-20T05:09:36.211764+00:00,COMPLETED,3,synthetic
205,PR,32,PO_CREATED,PO Created,2026-03-21T05:09:36.211764+00:00,2026-03-21T05:09:36.211764+00:00,COMPLETED,12,synthetic
206,RR,37,RR_CREATED,RR Created,2026-08-24T05:09:36.211764+00:00,2026-08-24T05:09:36.211764+00:00,COMPLETED,13,synthetic
207,RR,37,DOA,DOA Approval,2026-08-24T05:09:36.211764+00:00,,IN_PROGRESS,3,synthetic
208,RR,38,RR_CREATED,RR Created,2026-01-27T18:09:36.211764+00:00,2026-01-27T18:09:36.211764+00:00,COMPLETED,19,synthetic
209,RR,38,DOA,DOA Approval,2026-01-27T18:09:36.211764+00:00,2026-01-29T18:09:36.211764+00:00,COMPLETED,15,synthetic
210,RR,38,MRP,MRP Processing,2026-01-29T18:09:36.211764+00:00,2026-02-22T18:09:36.211764+00:00,COMPLETED,,synthetic
211,PR,33,PR_CREATED,PR Created,2026-02-22T18:09:36.211764+00:00,2026-02-22T18:09:36.211764+00:00,COMPLETED,5,synthetic
212,PR,33,RFQ,RFQ,2026-02-23T18:09:36.211764+00:00,2026-03-05T18:09:36.211764+00:00,COMPLETED,5,synthetic
213,PR,33,ARIBA,Ariba Event,2026-03-06T18:09:36.211764+00:00,2026-03-11T18:09:36.211764+00:00,COMPLETED,5,synthetic
214,PR,33,NFA,NFA Approval,2026-03-12T18:09:36.211764+00:00,2026-03-14T18:09:36.211764+00:00,COMPLETED,15,synthetic
215,PR,33,PO_CREATED,PO Created,2026-03-15T18:09:36.211764+00:00,2026-03-15T18:09:36.211764+00:00,COMPLETED,5,synthetic
216,RR,39,RR_CREATED,RR Created,2026-02-23T08:09:36.211764+00:00,2026-02-23T08:09:36.211764+00:00,COMPLETED,1,synthetic
217,RR,39,DOA,DOA Approval,2026-02-23T08:09:36.211764+00:00,2026-02-26T08:09:36.211764+00:00,COMPLETED,2,synthetic
218,RR,39,MRP,MRP Processing,2026-02-26T08:09:36.211764+00:00,2026-02-28T08:09:36.211764+00:00,COMPLETED,,synthetic
219,PR,34,PR_CREATED,PR Created,2026-02-28T08:09:36.211764+00:00,2026-02-28T08:09:36.211764+00:00,COMPLETED,13,synthetic
220,PR,34,NFA,NFA Approval,2026-03-01T08:09:36.211764+00:00,2026-03-06T08:09:36.211764+00:00,COMPLETED,15,synthetic
221,PR,34,PO_CREATED,PO Created,2026-03-07T08:09:36.211764+00:00,2026-03-07T08:09:36.211764+00:00,COMPLETED,13,synthetic
222,RR,40,RR_CREATED,RR Created,2026-07-26T11:09:36.211764+00:00,2026-07-26T11:09:36.211764+00:00,COMPLETED,6,synthetic
223,RR,40,DOA,DOA Approval,2026-07-26T11:09:36.211764+00:00,2026-07-27T11:09:36.211764+00:00,COMPLETED,3,synthetic
224,RR,40,MRP,MRP Processing,2026-07-27T11:09:36.211764+00:00,2026-07-30T11:09:36.211764+00:00,COMPLETED,,synthetic
225,PR,35,PR_CREATED,PR Created,2026-07-30T11:09:36.211764+00:00,2026-07-30T11:09:36.211764+00:00,COMPLETED,12,synthetic
226,PR,35,RFQ,RFQ,2026-07-31T11:09:36.211764+00:00,2026-08-10T11:09:36.211764+00:00,COMPLETED,12,synthetic
227,PR,35,ARIBA,Ariba Event,2026-08-11T11:09:36.211764+00:00,2026-08-15T11:09:36.211764+00:00,COMPLETED,12,synthetic
228,PR,35,PO_CREATED,PO Created,2026-08-16T11:09:36.211764+00:00,2026-08-16T11:09:36.211764+00:00,COMPLETED,12,synthetic
229,RR,41,RR_CREATED,RR Created,2026-04-25T16:09:36.211764+00:00,2026-04-25T16:09:36.211764+00:00,COMPLETED,24,synthetic
230,RR,41,DOA,DOA Approval,2026-04-25T16:09:36.211764+00:00,2026-04-29T16:09:36.211764+00:00,COMPLETED,15,synthetic
231,RR,41,MRP,MRP Processing,2026-04-29T16:09:36.211764+00:00,2026-05-18T16:09:36.211764+00:00,COMPLETED,,synthetic
232,PR,36,PR_CREATED,PR Created,2026-05-18T16:09:36.211764+00:00,2026-05-18T16:09:36.211764+00:00,COMPLETED,24,synthetic
233,PR,36,NFA,NFA Approval,2026-05-19T16:09:36.211764+00:00,2026-05-21T16:09:36.211764+00:00,COMPLETED,3,synthetic
234,PR,36,PO_CREATED,PO Created,2026-05-22T16:09:36.211764+00:00,2026-05-22T16:09:36.211764+00:00,COMPLETED,24,synthetic
235,RR,42,RR_CREATED,RR Created,2026-02-17T21:09:36.211764+00:00,2026-02-17T21:09:36.211764+00:00,COMPLETED,15,synthetic
236,RR,42,DOA,DOA Approval,2026-02-17T21:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
237,RR,43,RR_CREATED,RR Created,2026-05-29T08:09:36.211764+00:00,2026-05-29T08:09:36.211764+00:00,COMPLETED,19,synthetic
238,RR,43,DOA,DOA Approval,2026-05-29T08:09:36.211764+00:00,2026-05-31T08:09:36.211764+00:00,COMPLETED,15,synthetic
239,RR,43,MRP,MRP Processing,2026-05-31T08:09:36.211764+00:00,2026-06-03T08:09:36.211764+00:00,COMPLETED,,synthetic
240,PR,37,PR_CREATED,PR Created,2026-06-03T08:09:36.211764+00:00,2026-06-03T08:09:36.211764+00:00,COMPLETED,13,synthetic
241,PR,37,NFA,NFA Approval,2026-06-04T08:09:36.211764+00:00,2026-06-06T08:09:36.211764+00:00,COMPLETED,15,synthetic
242,PR,37,PO_CREATED,PO Created,2026-06-07T08:09:36.211764+00:00,2026-06-07T08:09:36.211764+00:00,COMPLETED,13,synthetic
243,RR,44,RR_CREATED,RR Created,2026-01-06T02:09:36.211764+00:00,2026-01-06T02:09:36.211764+00:00,COMPLETED,7,synthetic
244,RR,44,DOA,DOA Approval,2026-01-06T02:09:36.211764+00:00,2026-01-08T02:09:36.211764+00:00,COMPLETED,15,synthetic
245,RR,44,MRP,MRP Processing,2026-01-08T02:09:36.211764+00:00,2026-01-09T02:09:36.211764+00:00,COMPLETED,,synthetic
246,PR,38,PR_CREATED,PR Created,2026-01-09T02:09:36.211764+00:00,2026-01-09T02:09:36.211764+00:00,COMPLETED,5,synthetic
247,PR,38,RFQ,RFQ,2026-01-10T02:09:36.211764+00:00,2026-01-19T02:09:36.211764+00:00,COMPLETED,5,synthetic
248,PR,38,ARIBA,Ariba Event,2026-01-20T02:09:36.211764+00:00,2026-01-24T02:09:36.211764+00:00,COMPLETED,5,synthetic
249,PR,38,NFA,NFA Approval,2026-01-25T02:09:36.211764+00:00,2026-01-27T02:09:36.211764+00:00,COMPLETED,15,synthetic
250,PR,38,PO_CREATED,PO Created,2026-01-28T02:09:36.211764+00:00,2026-01-28T02:09:36.211764+00:00,COMPLETED,5,synthetic
251,RR,45,RR_CREATED,RR Created,2026-02-02T14:09:36.211764+00:00,2026-02-02T14:09:36.211764+00:00,COMPLETED,1,synthetic
252,RR,45,DOA,DOA Approval,2026-02-02T14:09:36.211764+00:00,2026-02-06T14:09:36.211764+00:00,COMPLETED,2,synthetic
253,RR,45,MRP,MRP Processing,2026-02-06T14:09:36.211764+00:00,2026-02-08T14:09:36.211764+00:00,COMPLETED,,synthetic
254,PR,39,PR_CREATED,PR Created,2026-02-08T14:09:36.211764+00:00,2026-02-08T14:09:36.211764+00:00,COMPLETED,13,synthetic
255,PR,39,PO_CREATED,PO Created,2026-02-09T14:09:36.211764+00:00,2026-02-09T14:09:36.211764+00:00,COMPLETED,13,synthetic
256,RR,46,RR_CREATED,RR Created,2026-06-22T05:09:36.211764+00:00,2026-06-22T05:09:36.211764+00:00,COMPLETED,9,synthetic
257,RR,46,DOA,DOA Approval,2026-06-22T05:09:36.211764+00:00,,IN_PROGRESS,15,synthetic
258,RR,47,RR_CREATED,RR Created,2026-04-03T07:09:36.211764+00:00,2026-04-03T07:09:36.211764+00:00,COMPLETED,22,synthetic
259,RR,47,DOA,DOA Approval,2026-04-03T07:09:36.211764+00:00,2026-04-06T07:09:36.211764+00:00,COMPLETED,2,synthetic
260,RR,47,MRP,MRP Processing,2026-04-06T07:09:36.211764+00:00,2026-04-08T07:09:36.211764+00:00,COMPLETED,,synthetic
261,PR,40,PR_CREATED,PR Created,2026-04-08T07:09:36.211764+00:00,2026-04-08T07:09:36.211764+00:00,COMPLETED,5,synthetic
262,PR,40,PO_CREATED,PO Created,2026-04-09T07:09:36.211764+00:00,2026-04-09T07:09:36.211764+00:00,COMPLETED,5,synthetic
263,RR,48,RR_CREATED,RR Created,2026-05-08T10:09:36.211764+00:00,2026-05-08T10:09:36.211764+00:00,COMPLETED,6,synthetic
264,RR,48,DOA,DOA Approval,2026-05-08T10:09:36.211764+00:00,,IN_PROGRESS,3,synthetic
265,RR,49,RR_CREATED,RR Created,2026-04-06T13:09:36.211764+00:00,2026-04-06T13:09:36.211764+00:00,COMPLETED,7,synthetic
266,RR,49,DOA,DOA Approval,2026-04-06T13:09:36.211764+00:00,,IN_PROGRESS,15,synthetic
267,RR,50,RR_CREATED,RR Created,2026-01-27T21:09:36.211764+00:00,2026-01-27T21:09:36.211764+00:00,COMPLETED,18,synthetic
268,RR,50,DOA,DOA Approval,2026-01-27T21:09:36.211764+00:00,2026-01-31T21:09:36.211764+00:00,COMPLETED,2,synthetic
269,RR,50,MRP,MRP Processing,2026-01-31T21:09:36.211764+00:00,2026-02-02T21:09:36.211764+00:00,COMPLETED,,synthetic
270,PR,41,PR_CREATED,PR Created,2026-02-02T21:09:36.211764+00:00,2026-02-02T21:09:36.211764+00:00,COMPLETED,24,synthetic
271,PR,41,RFQ,RFQ,2026-02-03T21:09:36.211764+00:00,2026-02-13T21:09:36.211764+00:00,COMPLETED,24,synthetic
272,PR,41,ARIBA,Ariba Event,2026-02-14T21:09:36.211764+00:00,2026-03-05T21:09:36.211764+00:00,COMPLETED,24,synthetic
273,PR,41,AUCTION,Auction,2026-03-06T17:09:36.211764+00:00,2026-03-07T00:09:36.211764+00:00,COMPLETED,24,synthetic
274,PR,41,PO_CREATED,PO Created,2026-03-08T00:09:36.211764+00:00,2026-03-08T00:09:36.211764+00:00,COMPLETED,24,synthetic
275,RR,51,RR_CREATED,RR Created,2026-08-13T23:09:36.211764+00:00,2026-08-13T23:09:36.211764+00:00,COMPLETED,7,synthetic
276,RR,51,DOA,DOA Approval,2026-08-13T23:09:36.211764+00:00,2026-08-16T23:09:36.211764+00:00,COMPLETED,15,synthetic
277,RR,51,MRP,MRP Processing,2026-08-16T23:09:36.211764+00:00,2026-08-18T23:09:36.211764+00:00,COMPLETED,,synthetic
278,PR,42,PR_CREATED,PR Created,2026-08-18T23:09:36.211764+00:00,2026-08-18T23:09:36.211764+00:00,COMPLETED,12,synthetic
279,PR,42,RFQ,RFQ,2026-08-19T23:09:36.211764+00:00,2026-08-25T23:09:36.211764+00:00,COMPLETED,12,synthetic
280,PR,42,ARIBA,Ariba Event,2026-08-26T23:09:36.211764+00:00,2026-08-31T23:09:36.211764+00:00,COMPLETED,12,synthetic
281,PR,42,AUCTION,Auction,2026-09-01T13:09:36.211764+00:00,2026-09-01T17:09:36.211764+00:00,COMPLETED,12,synthetic
282,PR,42,PO_CREATED,PO Created,2026-09-02T17:09:36.211764+00:00,2026-09-02T17:09:36.211764+00:00,COMPLETED,12,synthetic
283,RR,52,RR_CREATED,RR Created,2026-07-24T02:09:36.211764+00:00,2026-07-24T02:09:36.211764+00:00,COMPLETED,22,synthetic
284,RR,52,DOA,DOA Approval,2026-07-24T02:09:36.211764+00:00,2026-07-27T02:09:36.211764+00:00,COMPLETED,2,synthetic
285,RR,52,MRP,MRP Processing,2026-07-27T02:09:36.211764+00:00,2026-07-28T02:09:36.211764+00:00,COMPLETED,,synthetic
286,PR,43,PR_CREATED,PR Created,2026-07-28T02:09:36.211764+00:00,2026-07-28T02:09:36.211764+00:00,COMPLETED,5,synthetic
287,PR,43,RFQ,RFQ,2026-07-29T02:09:36.211764+00:00,2026-08-07T02:09:36.211764+00:00,COMPLETED,5,synthetic
288,PR,43,NFA,NFA Approval,2026-08-08T02:09:36.211764+00:00,,IN_PROGRESS,3,synthetic
289,RR,53,RR_CREATED,RR Created,2026-03-21T19:09:36.211764+00:00,2026-03-21T19:09:36.211764+00:00,COMPLETED,6,synthetic
290,RR,53,DOA,DOA Approval,2026-03-21T19:09:36.211764+00:00,2026-04-14T19:09:36.211764+00:00,COMPLETED,15,synthetic
291,RR,53,MRP,MRP Processing,2026-04-14T19:09:36.211764+00:00,2026-04-15T19:09:36.211764+00:00,COMPLETED,,synthetic
292,PR,44,PR_CREATED,PR Created,2026-04-15T19:09:36.211764+00:00,2026-04-15T19:09:36.211764+00:00,COMPLETED,13,synthetic
293,PR,44,RFQ,RFQ,2026-04-16T19:09:36.211764+00:00,2026-04-23T19:09:36.211764+00:00,COMPLETED,13,synthetic
294,PR,44,NFA,NFA Approval,2026-04-24T19:09:36.211764+00:00,2026-04-27T19:09:36.211764+00:00,COMPLETED,15,synthetic
295,PR,44,PO_CREATED,PO Created,2026-04-28T19:09:36.211764+00:00,2026-04-28T19:09:36.211764+00:00,COMPLETED,13,synthetic
296,RR,54,RR_CREATED,RR Created,2026-08-07T16:09:36.211764+00:00,2026-08-07T16:09:36.211764+00:00,COMPLETED,19,synthetic
297,RR,54,DOA,DOA Approval,2026-08-07T16:09:36.211764+00:00,2026-08-11T16:09:36.211764+00:00,COMPLETED,3,synthetic
298,RR,54,MRP,MRP Processing,2026-08-11T16:09:36.211764+00:00,2026-08-13T16:09:36.211764+00:00,COMPLETED,,synthetic
299,PR,45,PR_CREATED,PR Created,2026-08-13T16:09:36.211764+00:00,2026-08-13T16:09:36.211764+00:00,COMPLETED,24,synthetic
300,PR,45,RFQ,RFQ,2026-08-14T16:09:36.211764+00:00,2026-08-24T16:09:36.211764+00:00,COMPLETED,24,synthetic
301,PR,45,ARIBA,Ariba Event,2026-08-25T16:09:36.211764+00:00,2026-08-31T16:09:36.211764+00:00,COMPLETED,24,synthetic
302,RR,55,RR_CREATED,RR Created,2026-02-21T16:09:36.211764+00:00,2026-02-21T16:09:36.211764+00:00,COMPLETED,17,synthetic
303,RR,55,DOA,DOA Approval,2026-02-21T16:09:36.211764+00:00,2026-02-23T16:09:36.211764+00:00,COMPLETED,15,synthetic
304,RR,55,MRP,MRP Processing,2026-02-23T16:09:36.211764+00:00,2026-02-25T16:09:36.211764+00:00,COMPLETED,,synthetic
305,PR,46,PR_CREATED,PR Created,2026-02-25T16:09:36.211764+00:00,2026-02-25T16:09:36.211764+00:00,COMPLETED,12,synthetic
306,PR,46,NFA,NFA Approval,2026-02-26T16:09:36.211764+00:00,2026-03-03T16:09:36.211764+00:00,COMPLETED,3,synthetic
307,PR,46,PO_CREATED,PO Created,2026-03-04T16:09:36.211764+00:00,2026-03-04T16:09:36.211764+00:00,COMPLETED,12,synthetic
308,RR,56,RR_CREATED,RR Created,2026-04-06T03:09:36.211764+00:00,2026-04-06T03:09:36.211764+00:00,COMPLETED,3,synthetic
309,RR,56,DOA,DOA Approval,2026-04-06T03:09:36.211764+00:00,2026-04-08T03:09:36.211764+00:00,COMPLETED,3,synthetic
310,RR,56,MRP,MRP Processing,2026-04-08T03:09:36.211764+00:00,2026-04-10T03:09:36.211764+00:00,COMPLETED,,synthetic
311,PR,47,PR_CREATED,PR Created,2026-04-10T03:09:36.211764+00:00,2026-04-10T03:09:36.211764+00:00,COMPLETED,13,synthetic
312,PR,47,RFQ,RFQ,2026-04-11T03:09:36.211764+00:00,,IN_PROGRESS,13,synthetic
313,RR,57,RR_CREATED,RR Created,2025-12-03T20:09:36.211764+00:00,2025-12-03T20:09:36.211764+00:00,COMPLETED,11,synthetic
314,RR,57,DOA,DOA Approval,2025-12-03T20:09:36.211764+00:00,2025-12-05T20:09:36.211764+00:00,COMPLETED,15,synthetic
315,RR,57,MRP,MRP Processing,2025-12-05T20:09:36.211764+00:00,2025-12-07T20:09:36.211764+00:00,COMPLETED,,synthetic
316,PR,48,PR_CREATED,PR Created,2025-12-07T20:09:36.211764+00:00,2025-12-07T20:09:36.211764+00:00,COMPLETED,5,synthetic
317,PR,48,RFQ,RFQ,2025-12-08T20:09:36.211764+00:00,2025-12-15T20:09:36.211764+00:00,COMPLETED,5,synthetic
318,PR,48,ARIBA,Ariba Event,2025-12-16T20:09:36.211764+00:00,2025-12-22T20:09:36.211764+00:00,COMPLETED,5,synthetic
319,PR,48,AUCTION,Auction,2025-12-22T22:09:36.211764+00:00,2025-12-23T00:09:36.211764+00:00,COMPLETED,5,synthetic
320,PR,48,NFA,NFA Approval,2025-12-24T00:09:36.211764+00:00,2025-12-27T00:09:36.211764+00:00,COMPLETED,15,synthetic
321,PR,48,PO_CREATED,PO Created,2025-12-28T00:09:36.211764+00:00,2025-12-28T00:09:36.211764+00:00,COMPLETED,5,synthetic
322,RR,58,RR_CREATED,RR Created,2026-02-19T17:09:36.211764+00:00,2026-02-19T17:09:36.211764+00:00,COMPLETED,11,synthetic
323,RR,58,DOA,DOA Approval,2026-02-19T17:09:36.211764+00:00,2026-02-21T17:09:36.211764+00:00,COMPLETED,2,synthetic
324,RR,58,MRP,MRP Processing,2026-02-21T17:09:36.211764+00:00,2026-02-24T17:09:36.211764+00:00,COMPLETED,,synthetic
325,PR,49,PR_CREATED,PR Created,2026-02-24T17:09:36.211764+00:00,2026-02-24T17:09:36.211764+00:00,COMPLETED,12,synthetic
326,PR,49,RFQ,RFQ,2026-02-25T17:09:36.211764+00:00,2026-03-04T17:09:36.211764+00:00,COMPLETED,12,synthetic
327,RR,59,RR_CREATED,RR Created,2026-05-26T19:09:36.211764+00:00,2026-05-26T19:09:36.211764+00:00,COMPLETED,2,synthetic
328,RR,59,DOA,DOA Approval,2026-05-26T19:09:36.211764+00:00,2026-05-27T19:09:36.211764+00:00,COMPLETED,3,synthetic
329,RR,59,MRP,MRP Processing,2026-05-27T19:09:36.211764+00:00,2026-05-28T19:09:36.211764+00:00,COMPLETED,,synthetic
330,PR,50,PR_CREATED,PR Created,2026-05-28T19:09:36.211764+00:00,2026-05-28T19:09:36.211764+00:00,COMPLETED,12,synthetic
331,PR,50,RFQ,RFQ,2026-05-29T19:09:36.211764+00:00,,IN_PROGRESS,12,synthetic
332,RR,60,RR_CREATED,RR Created,2026-07-23T16:09:36.211764+00:00,2026-07-23T16:09:36.211764+00:00,COMPLETED,14,synthetic
333,RR,60,DOA,DOA Approval,2026-07-23T16:09:36.211764+00:00,2026-07-26T16:09:36.211764+00:00,COMPLETED,15,synthetic
334,RR,60,MRP,MRP Processing,2026-07-26T16:09:36.211764+00:00,2026-07-28T16:09:36.211764+00:00,COMPLETED,,synthetic
335,PR,51,PR_CREATED,PR Created,2026-07-28T16:09:36.211764+00:00,2026-07-28T16:09:36.211764+00:00,COMPLETED,5,synthetic
336,RR,61,RR_CREATED,RR Created,2026-07-09T07:09:36.211764+00:00,2026-07-09T07:09:36.211764+00:00,COMPLETED,24,synthetic
337,RR,61,DOA,DOA Approval,2026-07-09T07:09:36.211764+00:00,2026-07-11T07:09:36.211764+00:00,COMPLETED,15,synthetic
338,RR,61,MRP,MRP Processing,2026-07-11T07:09:36.211764+00:00,2026-07-28T07:09:36.211764+00:00,COMPLETED,,synthetic
339,PR,52,PR_CREATED,PR Created,2026-07-28T07:09:36.211764+00:00,2026-07-28T07:09:36.211764+00:00,COMPLETED,24,synthetic
340,PR,52,RFQ,RFQ,2026-07-29T07:09:36.211764+00:00,2026-08-07T07:09:36.211764+00:00,COMPLETED,24,synthetic
341,PR,52,ARIBA,Ariba Event,2026-08-08T07:09:36.211764+00:00,2026-08-15T07:09:36.211764+00:00,COMPLETED,24,synthetic
342,RR,62,RR_CREATED,RR Created,2026-07-06T23:09:36.211764+00:00,2026-07-06T23:09:36.211764+00:00,COMPLETED,10,synthetic
343,RR,62,DOA,DOA Approval,2026-07-06T23:09:36.211764+00:00,2026-07-07T23:09:36.211764+00:00,COMPLETED,3,synthetic
344,RR,62,MRP,MRP Processing,2026-07-07T23:09:36.211764+00:00,2026-07-10T23:09:36.211764+00:00,COMPLETED,,synthetic
345,PR,53,PR_CREATED,PR Created,2026-07-10T23:09:36.211764+00:00,2026-07-10T23:09:36.211764+00:00,COMPLETED,5,synthetic
346,PR,53,NFA,NFA Approval,2026-07-11T23:09:36.211764+00:00,2026-07-14T23:09:36.211764+00:00,COMPLETED,15,synthetic
347,PR,53,PO_CREATED,PO Created,2026-07-15T23:09:36.211764+00:00,2026-07-15T23:09:36.211764+00:00,COMPLETED,5,synthetic
348,RR,63,RR_CREATED,RR Created,2026-04-30T04:09:36.211764+00:00,2026-04-30T04:09:36.211764+00:00,COMPLETED,14,synthetic
349,RR,63,DOA,DOA Approval,2026-04-30T04:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
350,RR,64,RR_CREATED,RR Created,2026-03-30T13:09:36.211764+00:00,2026-03-30T13:09:36.211764+00:00,COMPLETED,3,synthetic
351,RR,64,DOA,DOA Approval,2026-03-30T13:09:36.211764+00:00,2026-04-03T13:09:36.211764+00:00,COMPLETED,2,synthetic
352,RR,64,MRP,MRP Processing,2026-04-03T13:09:36.211764+00:00,2026-04-06T13:09:36.211764+00:00,COMPLETED,,synthetic
353,PR,54,PR_CREATED,PR Created,2026-04-06T13:09:36.211764+00:00,2026-04-06T13:09:36.211764+00:00,COMPLETED,24,synthetic
354,PR,54,RFQ,RFQ,2026-04-07T13:09:36.211764+00:00,2026-04-15T13:09:36.211764+00:00,COMPLETED,24,synthetic
355,PR,54,ARIBA,Ariba Event,2026-04-16T13:09:36.211764+00:00,2026-04-20T13:09:36.211764+00:00,COMPLETED,24,synthetic
356,PR,54,AUCTION,Auction,2026-04-20T20:09:36.211764+00:00,2026-04-20T22:09:36.211764+00:00,COMPLETED,24,synthetic
357,PR,54,NFA,NFA Approval,2026-04-21T22:09:36.211764+00:00,2026-04-24T22:09:36.211764+00:00,COMPLETED,3,synthetic
358,PR,54,PO_CREATED,PO Created,2026-04-25T22:09:36.211764+00:00,2026-04-25T22:09:36.211764+00:00,COMPLETED,24,synthetic
359,RR,65,RR_CREATED,RR Created,2026-04-03T17:09:36.211764+00:00,2026-04-03T17:09:36.211764+00:00,COMPLETED,23,synthetic
360,RR,65,DOA,DOA Approval,2026-04-03T17:09:36.211764+00:00,2026-04-05T17:09:36.211764+00:00,COMPLETED,15,synthetic
361,RR,65,MRP,MRP Processing,2026-04-05T17:09:36.211764+00:00,2026-04-07T17:09:36.211764+00:00,COMPLETED,,synthetic
362,PR,55,PR_CREATED,PR Created,2026-04-07T17:09:36.211764+00:00,2026-04-07T17:09:36.211764+00:00,COMPLETED,12,synthetic
363,RR,66,RR_CREATED,RR Created,2026-02-16T16:09:36.211764+00:00,2026-02-16T16:09:36.211764+00:00,COMPLETED,17,synthetic
364,RR,66,DOA,DOA Approval,2026-02-16T16:09:36.211764+00:00,2026-02-18T16:09:36.211764+00:00,COMPLETED,2,synthetic
365,RR,66,MRP,MRP Processing,2026-02-18T16:09:36.211764+00:00,2026-02-20T16:09:36.211764+00:00,COMPLETED,,synthetic
366,PR,56,PR_CREATED,PR Created,2026-02-20T16:09:36.211764+00:00,2026-02-20T16:09:36.211764+00:00,COMPLETED,12,synthetic
367,PR,56,RFQ,RFQ,2026-02-21T16:09:36.211764+00:00,2026-03-02T16:09:36.211764+00:00,COMPLETED,12,synthetic
368,PR,56,NFA,NFA Approval,2026-03-03T16:09:36.211764+00:00,2026-03-07T16:09:36.211764+00:00,COMPLETED,3,synthetic
369,RR,67,RR_CREATED,RR Created,2026-05-17T22:09:36.211764+00:00,2026-05-17T22:09:36.211764+00:00,COMPLETED,15,synthetic
370,RR,67,DOA,DOA Approval,2026-05-17T22:09:36.211764+00:00,2026-05-21T22:09:36.211764+00:00,COMPLETED,2,synthetic
371,RR,67,MRP,MRP Processing,2026-05-21T22:09:36.211764+00:00,2026-05-24T22:09:36.211764+00:00,COMPLETED,,synthetic
372,PR,57,PR_CREATED,PR Created,2026-05-24T22:09:36.211764+00:00,2026-05-24T22:09:36.211764+00:00,COMPLETED,13,synthetic
373,PR,57,RFQ,RFQ,2026-05-25T22:09:36.211764+00:00,2026-06-02T22:09:36.211764+00:00,COMPLETED,13,synthetic
374,PR,57,ARIBA,Ariba Event,2026-06-03T22:09:36.211764+00:00,2026-06-07T22:09:36.211764+00:00,COMPLETED,13,synthetic
375,PR,57,NFA,NFA Approval,2026-06-08T22:09:36.211764+00:00,2026-06-10T22:09:36.211764+00:00,COMPLETED,15,synthetic
376,PR,57,PO_CREATED,PO Created,2026-06-11T22:09:36.211764+00:00,2026-06-11T22:09:36.211764+00:00,COMPLETED,13,synthetic
377,RR,68,RR_CREATED,RR Created,2026-05-08T07:09:36.211764+00:00,2026-05-08T07:09:36.211764+00:00,COMPLETED,5,synthetic
378,RR,68,DOA,DOA Approval,2026-05-08T07:09:36.211764+00:00,,IN_PROGRESS,3,synthetic
379,RR,69,RR_CREATED,RR Created,2026-03-30T04:09:36.211764+00:00,2026-03-30T04:09:36.211764+00:00,COMPLETED,7,synthetic
380,RR,69,DOA,DOA Approval,2026-03-30T04:09:36.211764+00:00,2026-04-03T04:09:36.211764+00:00,COMPLETED,2,synthetic
381,RR,69,MRP,MRP Processing,2026-04-03T04:09:36.211764+00:00,2026-04-04T04:09:36.211764+00:00,COMPLETED,,synthetic
382,PR,58,PR_CREATED,PR Created,2026-04-04T04:09:36.211764+00:00,2026-04-04T04:09:36.211764+00:00,COMPLETED,24,synthetic
383,PR,58,RFQ,RFQ,2026-04-05T04:09:36.211764+00:00,2026-04-11T04:09:36.211764+00:00,COMPLETED,24,synthetic
384,PR,58,NFA,NFA Approval,2026-04-12T04:09:36.211764+00:00,2026-04-16T04:09:36.211764+00:00,COMPLETED,15,synthetic
385,PR,58,PO_CREATED,PO Created,2026-04-17T04:09:36.211764+00:00,2026-04-17T04:09:36.211764+00:00,COMPLETED,24,synthetic
386,RR,70,RR_CREATED,RR Created,2026-01-22T14:09:36.211764+00:00,2026-01-22T14:09:36.211764+00:00,COMPLETED,11,synthetic
